Kód kraja,Názov kraja,Kód územného obvodu,Názov územného obvodu,Číslo politického subjektu,Názov politického subjektu,Počet platných hlasov,Podiel platných hlasov v %,"Počet voličov, ktorí využili právo prednostného hlasovania","Podiel voličov, ktorí využili právo prednostného hlasovania v %"
6,Banskobystrický kraj,607,Žiar nad Hronom,15,Slovenská národná strana,3479,7.23,3036,87.26
6,Banskobystrický kraj,607,Žiar nad Hronom,16,SMER - sociálna demokracia,11935,24.8,9968,83.51
6,Banskobystrický kraj,607,Žiar nad Hronom,17,HLAS - sociálna demokracia,9763,20.29,8135,83.32
6,Banskobystrický kraj,607,Žiar nad Hronom,18,SZÖVETSÉG - Magyarok,37,0.07,24,64.86
6,Banskobystrický kraj,607,Žiar nad Hronom,19,SRDCE vlastenci a dôchodcovia,67,0.13,43,64.17
6,Banskobystrický kraj,607,Žiar nad Hronom,20,SDKU - DS,11,0.02,4,36.36
6,Banskobystrický kraj,607,Žiar nad Hronom,21,Kotlebovci - Ľudová strana Naše Slovensko,809,1.68,691,85.41
6,Banskobystrický kraj,607,Žiar nad Hronom,22,Demokrati,1399,2.9,1161,82.98
6,Banskobystrický kraj,607,Žiar nad Hronom,23,Kresťanskodemokratické hnutie,2736,5.68,1962,71.71
6,Banskobystrický kraj,607,Žiar nad Hronom,24,KARMA,32,0.06,22,68.75
6,Banskobystrický kraj,607,Žiar nad Hronom,25,REPUBLIKA,2707,5.62,2354,86.95
7,Prešovský kraj,701,Bardejov,1,Pirátska strana - Slovensko,118,0.3,94,79.66
7,Prešovský kraj,701,Bardejov,2,PRINCÍP,37,0.09,29,78.37
7,Prešovský kraj,701,Bardejov,3,Progresívne Slovensko,3457,8.81,2731,78.99
7,Prešovský kraj,701,Bardejov,4,SPOLOČNE OBČANIA SLOVENSKA,21,0.05,17,80.95
7,Prešovský kraj,701,Bardejov,5,OĽANO A PRIATELIA,5548,14.14,5132,92.5
7,Prešovský kraj,701,Bardejov,6,Komunistická strana Slovenska,96,0.24,65,67.7
7,Prešovský kraj,701,Bardejov,7,Maďarské fórum,16,0.04,14,87.5
7,Prešovský kraj,701,Bardejov,8,Vlastenecký blok,7,0.01,3,42.85
7,Prešovský kraj,701,Bardejov,9,"Modrí, Most - Híd",54,0.13,41,75.92
7,Prešovský kraj,701,Bardejov,10,SPRAVODLIVOSŤ,13,0.03,9,69.23
7,Prešovský kraj,701,Bardejov,11,Slovenské Hnutie Obrody,10,0.02,7,70.0
7,Prešovský kraj,701,Bardejov,12,Sloboda a Solidarita,1379,3.51,1215,88.1
7,Prešovský kraj,701,Bardejov,13,SME RODINA,853,2.17,725,84.99
7,Prešovský kraj,701,Bardejov,14,MySlovensko,34,0.08,22,64.7
7,Prešovský kraj,701,Bardejov,15,Slovenská národná strana,1995,5.08,1829,91.67
7,Prešovský kraj,701,Bardejov,16,SMER - sociálna demokracia,8903,22.7,7925,89.01
7,Prešovský kraj,701,Bardejov,17,HLAS - sociálna demokracia,6944,17.7,6094,87.75
7,Prešovský kraj,701,Bardejov,18,SZÖVETSÉG - Magyarok,23,0.05,17,73.91
7,Prešovský kraj,701,Bardejov,19,SRDCE vlastenci a dôchodcovia,17,0.04,8,47.05
7,Prešovský kraj,701,Bardejov,20,SDKU - DS,9,0.02,4,44.44
7,Prešovský kraj,701,Bardejov,21,Kotlebovci - Ľudová strana Naše Slovensko,211,0.53,180,85.3
7,Prešovský kraj,701,Bardejov,22,Demokrati,988,2.51,844,85.42
7,Prešovský kraj,701,Bardejov,23,Kresťanskodemokratické hnutie,6732,17.16,5969,88.66
7,Prešovský kraj,701,Bardejov,24,KARMA,14,0.03,6,42.85
7,Prešovský kraj,701,Bardejov,25,REPUBLIKA,1739,4.43,1566,90.05
7,Prešovský kraj,702,Humenné,1,Pirátska strana - Slovensko,89,0.16,62,69.66
7,Prešovský kraj,702,Humenné,2,PRINCÍP,72,0.13,64,88.88
7,Prešovský kraj,702,Humenné,3,Progresívne Slovensko,4205,7.95,3245,77.17
7,Prešovský kraj,702,Humenné,4,SPOLOČNE OBČANIA SLOVENSKA,32,0.06,18,56.25
7,Prešovský kraj,702,Humenné,5,OĽANO A PRIATELIA,4541,8.58,4207,92.64
7,Prešovský kraj,702,Humenné,6,Komunistická strana Slovenska,175,0.33,119,68.0
7,Prešovský kraj,702,Humenné,7,Maďarské fórum,50,0.09,47,94.0
7,Prešovský kraj,702,Humenné,8,Vlastenecký blok,16,0.03,9,56.25
7,Prešovský kraj,702,Humenné,9,"Modrí, Most - Híd",71,0.13,57,80.28
7,Prešovský kraj,702,Humenné,10,SPRAVODLIVOSŤ,17,0.03,11,64.7
7,Prešovský kraj,702,Humenné,11,Slovenské Hnutie Obrody,16,0.03,12,75.0
7,Prešovský kraj,702,Humenné,12,Sloboda a Solidarita,1827,3.45,1556,85.16
7,Prešovský kraj,702,Humenné,13,SME RODINA,1268,2.39,1127,88.88
7,Prešovský kraj,702,Humenné,14,MySlovensko,41,0.07,30,73.17
7,Prešovský kraj,702,Humenné,15,Slovenská národná strana,3276,6.19,2980,90.96
7,Prešovský kraj,702,Humenné,16,SMER - sociálna demokracia,16744,31.67,14749,88.08
7,Prešovský kraj,702,Humenné,17,HLAS - sociálna demokracia,10227,19.34,9131,89.28
7,Prešovský kraj,702,Humenné,18,SZÖVETSÉG - Magyarok,30,0.05,23,76.66
7,Prešovský kraj,702,Humenné,19,SRDCE vlastenci a dôchodcovia,41,0.07,36,87.8
7,Prešovský kraj,702,Humenné,20,SDKU - DS,23,0.04,13,56.52
7,Prešovský kraj,702,Humenné,21,Kotlebovci - Ľudová strana Naše Slovensko,342,0.64,305,89.18
7,Prešovský kraj,702,Humenné,22,Demokrati,984,1.86,855,86.89
7,Prešovský kraj,702,Humenné,23,Kresťanskodemokratické hnutie,6073,11.48,5134,84.53
7,Prešovský kraj,702,Humenné,24,KARMA,38,0.07,29,76.31
7,Prešovský kraj,702,Humenné,25,REPUBLIKA,2672,5.05,2445,91.5
7,Prešovský kraj,703,Kežmarok,1,Pirátska strana - Slovensko,106,0.31,79,74.52
7,Prešovský kraj,703,Kežmarok,2,PRINCÍP,34,0.1,29,85.29
7,Prešovský kraj,703,Kežmarok,3,Progresívne Slovensko,3353,9.94,2708,80.76
7,Prešovský kraj,703,Kežmarok,4,SPOLOČNE OBČANIA SLOVENSKA,17,0.05,10,58.82
7,Prešovský kraj,703,Kežmarok,5,OĽANO A PRIATELIA,9036,26.8,8451,93.52
7,Prešovský kraj,703,Kežmarok,6,Komunistická strana Slovenska,94,0.27,72,76.59
7,Prešovský kraj,703,Kežmarok,7,Maďarské fórum,18,0.05,8,44.44
7,Prešovský kraj,703,Kežmarok,8,Vlastenecký blok,8,0.02,7,87.5
7,Prešovský kraj,703,Kežmarok,9,"Modrí, Most - Híd",71,0.21,62,87.32
7,Prešovský kraj,703,Kežmarok,10,SPRAVODLIVOSŤ,21,0.06,11,52.38
7,Prešovský kraj,703,Kežmarok,11,Slovenské Hnutie Obrody,17,0.05,14,82.35
7,Prešovský kraj,703,Kežmarok,12,Sloboda a Solidarita,1144,3.39,957,83.65
7,Prešovský kraj,703,Kežmarok,13,SME RODINA,627,1.86,563,89.79
7,Prešovský kraj,703,Kežmarok,14,MySlovensko,18,0.05,11,61.11
7,Prešovský kraj,703,Kežmarok,15,Slovenská národná strana,1592,4.72,1454,91.33
7,Prešovský kraj,703,Kežmarok,16,SMER - sociálna demokracia,5105,15.14,4479,87.73
7,Prešovský kraj,703,Kežmarok,17,HLAS - sociálna demokracia,4042,11.99,3570,88.32
7,Prešovský kraj,703,Kežmarok,18,SZÖVETSÉG - Magyarok,30,0.08,20,66.66
7,Prešovský kraj,703,Kežmarok,19,SRDCE vlastenci a dôchodcovia,14,0.04,5,35.71
7,Prešovský kraj,703,Kežmarok,20,SDKU - DS,11,0.03,8,72.72
7,Prešovský kraj,703,Kežmarok,21,Kotlebovci - Ľudová strana Naše Slovensko,206,0.61,174,84.46
7,Prešovský kraj,703,Kežmarok,22,Demokrati,772,2.29,668,86.52
7,Prešovský kraj,703,Kežmarok,23,Kresťanskodemokratické hnutie,5079,15.06,4500,88.6
7,Prešovský kraj,703,Kežmarok,24,KARMA,18,0.05,9,50.0
7,Prešovský kraj,703,Kežmarok,25,REPUBLIKA,2274,6.74,2061,90.63
7,Prešovský kraj,704,Poprad,1,Pirátska strana - Slovensko,191,0.26,134,70.15
7,Prešovský kraj,704,Poprad,2,PRINCÍP,42,0.05,28,66.66
7,Prešovský kraj,704,Poprad,3,Progresívne Slovensko,11283,15.7,8815,78.12
7,Prešovský kraj,704,Poprad,4,SPOLOČNE OBČANIA SLOVENSKA,73,0.1,50,68.49
7,Prešovský kraj,704,Poprad,5,OĽANO A PRIATELIA,9305,12.95,8509,91.44
7,Prešovský kraj,704,Poprad,6,Komunistická strana Slovenska,274,0.38,201,73.35
7,Prešovský kraj,704,Poprad,7,Maďarské fórum,24,0.03,18,75.0
7,Prešovský kraj,704,Poprad,8,Vlastenecký blok,14,0.01,12,85.71
7,Prešovský kraj,704,Poprad,9,"Modrí, Most - Híd",79,0.1,63,79.74
7,Prešovský kraj,704,Poprad,10,SPRAVODLIVOSŤ,26,0.03,11,42.3
7,Prešovský kraj,704,Poprad,11,Slovenské Hnutie Obrody,40,0.05,34,85.0
7,Prešovský kraj,704,Poprad,12,Sloboda a Solidarita,4078,5.67,3434,84.2
7,Prešovský kraj,704,Poprad,13,SME RODINA,1609,2.23,1375,85.45
7,Prešovský kraj,704,Poprad,14,MySlovensko,49,0.06,40,81.63
7,Prešovský kraj,704,Poprad,15,Slovenská národná strana,4188,5.82,3846,91.83
7,Prešovský kraj,704,Poprad,16,SMER - sociálna demokracia,13632,18.97,11808,86.61
7,Prešovský kraj,704,Poprad,17,HLAS - sociálna demokracia,9880,13.75,8468,85.7
7,Prešovský kraj,704,Poprad,18,SZÖVETSÉG - Magyarok,92,0.12,62,67.39
7,Prešovský kraj,704,Poprad,19,SRDCE vlastenci a dôchodcovia,59,0.08,37,62.71
7,Prešovský kraj,704,Poprad,20,SDKU - DS,19,0.02,10,52.63
7,Prešovský kraj,704,Poprad,21,Kotlebovci - Ľudová strana Naše Slovensko,493,0.68,431,87.42
7,Prešovský kraj,704,Poprad,22,Demokrati,2170,3.02,1859,85.66
7,Prešovský kraj,704,Poprad,23,Kresťanskodemokratické hnutie,10037,13.96,8517,84.85
7,Prešovský kraj,704,Poprad,24,KARMA,59,0.08,34,57.62
7,Prešovský kraj,704,Poprad,25,REPUBLIKA,4131,5.74,3676,88.98
7,Prešovský kraj,705,Prešov,1,Pirátska strana - Slovensko,435,0.36,327,75.17
7,Prešovský kraj,705,Prešov,2,PRINCÍP,116,0.09,88,75.86
7,Prešovský kraj,705,Prešov,3,Progresívne Slovensko,15573,13.07,12364,79.39
7,Prešovský kraj,705,Prešov,4,SPOLOČNE OBČANIA SLOVENSKA,105,0.08,70,66.66
7,Prešovský kraj,705,Prešov,5,OĽANO A PRIATELIA,16977,14.25,15619,92.0
7,Prešovský kraj,705,Prešov,6,Komunistická strana Slovenska,312,0.26,219,70.19
7,Prešovský kraj,705,Prešov,7,Maďarské fórum,57,0.04,45,78.94
7,Prešovský kraj,705,Prešov,8,Vlastenecký blok,40,0.03,29,72.5
7,Prešovský kraj,705,Prešov,9,"Modrí, Most - Híd",144,0.12,125,86.8
7,Prešovský kraj,705,Prešov,10,SPRAVODLIVOSŤ,56,0.04,35,62.5
7,Prešovský kraj,705,Prešov,11,Slovenské Hnutie Obrody,39,0.03,28,71.79
7,Prešovský kraj,705,Prešov,12,Sloboda a Solidarita,5721,4.8,4965,86.78
7,Prešovský kraj,705,Prešov,13,SME RODINA,3319,2.78,2939,88.55
7,Prešovský kraj,705,Prešov,14,MySlovensko,71,0.05,58,81.69
7,Prešovský kraj,705,Prešov,15,Slovenská národná strana,6577,5.52,5954,90.52
7,Prešovský kraj,705,Prešov,16,SMER - sociálna demokracia,21362,17.93,18612,87.12
7,Prešovský kraj,705,Prešov,17,HLAS - sociálna demokracia,18889,15.86,16637,88.07
7,Prešovský kraj,705,Prešov,18,SZÖVETSÉG - Magyarok,78,0.06,57,73.07
7,Prešovský kraj,705,Prešov,19,SRDCE vlastenci a dôchodcovia,49,0.04,25,51.02
7,Prešovský kraj,705,Prešov,20,SDKU - DS,51,0.04,34,66.66
7,Prešovský kraj,705,Prešov,21,Kotlebovci - Ľudová strana Naše Slovensko,716,0.6,633,88.4
7,Prešovský kraj,705,Prešov,22,Demokrati,4166,3.49,3693,88.64
7,Prešovský kraj,705,Prešov,23,Kresťanskodemokratické hnutie,18580,15.6,15978,85.99
7,Prešovský kraj,705,Prešov,24,KARMA,81,0.06,44,54.32
7,Prešovský kraj,705,Prešov,25,REPUBLIKA,5565,4.67,5033,90.44
7,Prešovský kraj,706,Stará Ľubovňa,1,Pirátska strana - Slovensko,85,0.33,65,76.47
7,Prešovský kraj,706,Stará Ľubovňa,2,PRINCÍP,19,0.07,14,73.68
7,Prešovský kraj,706,Stará Ľubovňa,3,Progresívne Slovensko,1808,7.19,1419,78.48
7,Prešovský kraj,706,Stará Ľubovňa,4,SPOLOČNE OBČANIA SLOVENSKA,15,0.05,12,80.0
7,Prešovský kraj,706,Stará Ľubovňa,5,OĽANO A PRIATELIA,3869,15.39,3640,94.08
7,Prešovský kraj,706,Stará Ľubovňa,6,Komunistická strana Slovenska,83,0.33,66,79.51
7,Prešovský kraj,706,Stará Ľubovňa,7,Maďarské fórum,11,0.04,9,81.81
7,Prešovský kraj,706,Stará Ľubovňa,8,Vlastenecký blok,8,0.03,7,87.5
7,Prešovský kraj,706,Stará Ľubovňa,9,"Modrí, Most - Híd",19,0.07,10,52.63
7,Prešovský kraj,706,Stará Ľubovňa,10,SPRAVODLIVOSŤ,11,0.04,8,72.72
7,Prešovský kraj,706,Stará Ľubovňa,11,Slovenské Hnutie Obrody,5,0.01,3,60.0
7,Prešovský kraj,706,Stará Ľubovňa,12,Sloboda a Solidarita,761,3.02,663,87.12
7,Prešovský kraj,706,Stará Ľubovňa,13,SME RODINA,415,1.65,366,88.19
7,Prešovský kraj,706,Stará Ľubovňa,14,MySlovensko,23,0.09,16,69.56
7,Prešovský kraj,706,Stará Ľubovňa,15,Slovenská národná strana,1562,6.21,1438,92.06
7,Prešovský kraj,706,Stará Ľubovňa,16,SMER - sociálna demokracia,5835,23.21,5361,91.87
7,Prešovský kraj,706,Stará Ľubovňa,17,HLAS - sociálna demokracia,3908,15.54,3571,91.37
7,Prešovský kraj,706,Stará Ľubovňa,18,SZÖVETSÉG - Magyarok,8,0.03,6,75.0
7,Prešovský kraj,706,Stará Ľubovňa,19,SRDCE vlastenci a dôchodcovia,12,0.04,8,66.66
7,Prešovský kraj,706,Stará Ľubovňa,20,SDKU - DS,5,0.01,2,40.0
7,Prešovský kraj,706,Stará Ľubovňa,21,Kotlebovci - Ľudová strana Naše Slovensko,149,0.59,136,91.27
7,Prešovský kraj,706,Stará Ľubovňa,22,Demokrati,571,2.27,510,89.31
7,Prešovský kraj,706,Stará Ľubovňa,23,Kresťanskodemokratické hnutie,4408,17.53,3939,89.36
7,Prešovský kraj,706,Stará Ľubovňa,24,KARMA,10,0.03,7,70.0
7,Prešovský kraj,706,Stará Ľubovňa,25,REPUBLIKA,1536,6.11,1436,93.48
7,Prešovský kraj,707,Stropkov,1,Pirátska strana - Slovensko,32,0.31,22,68.75
7,Prešovský kraj,707,Stropkov,2,PRINCÍP,53,0.52,48,90.56
7,Prešovský kraj,707,Stropkov,3,Progresívne Slovensko,744,7.39,586,78.76
7,Prešovský kraj,707,Stropkov,4,SPOLOČNE OBČANIA SLOVENSKA,26,0.25,20,76.92
7,Prešovský kraj,707,Stropkov,5,OĽANO A PRIATELIA,1098,10.91,1014,92.34
7,Prešovský kraj,707,Stropkov,6,Komunistická strana Slovenska,43,0.42,35,81.39
7,Prešovský kraj,707,Stropkov,7,Maďarské fórum,9,0.08,5,55.55
7,Prešovský kraj,707,Stropkov,9,"Modrí, Most - Híd",6,0.05,5,83.33
7,Prešovský kraj,707,Stropkov,10,SPRAVODLIVOSŤ,2,0.01,2,100.0
7,Prešovský kraj,707,Stropkov,11,Slovenské Hnutie Obrody,3,0.02,2,66.66
7,Prešovský kraj,707,Stropkov,12,Sloboda a Solidarita,338,3.35,289,85.5
7,Prešovský kraj,707,Stropkov,13,SME RODINA,302,3.0,280,92.71
7,Prešovský kraj,707,Stropkov,14,MySlovensko,13,0.12,9,69.23
7,Prešovský kraj,707,Stropkov,15,Slovenská národná strana,820,8.15,727,88.65
7,Prešovský kraj,707,Stropkov,16,SMER - sociálna demokracia,2714,26.97,2381,87.73
7,Prešovský kraj,707,Stropkov,17,HLAS - sociálna demokracia,1729,17.18,1520,87.91
7,Prešovský kraj,707,Stropkov,18,SZÖVETSÉG - Magyarok,7,0.06,2,28.57
7,Prešovský kraj,707,Stropkov,19,SRDCE vlastenci a dôchodcovia,10,0.09,5,50.0
7,Prešovský kraj,707,Stropkov,20,SDKU - DS,5,0.04,1,20.0
7,Prešovský kraj,707,Stropkov,21,Kotlebovci - Ľudová strana Naše Slovensko,76,0.75,61,80.26
7,Prešovský kraj,707,Stropkov,22,Demokrati,249,2.47,223,89.55
7,Prešovský kraj,707,Stropkov,23,Kresťanskodemokratické hnutie,1268,12.6,1062,83.75
7,Prešovský kraj,707,Stropkov,24,KARMA,7,0.06,4,57.14
7,Prešovský kraj,707,Stropkov,25,REPUBLIKA,506,5.02,468,92.49
7,Prešovský kraj,708,Svidník,1,Pirátska strana - Slovensko,49,0.3,41,83.67
7,Prešovský kraj,708,Svidník,2,PRINCÍP,31,0.19,27,87.09
7,Prešovský kraj,708,Svidník,3,Progresívne Slovensko,1095,6.78,887,81.0
7,Prešovský kraj,708,Svidník,4,SPOLOČNE OBČANIA SLOVENSKA,28,0.17,18,64.28
7,Prešovský kraj,708,Svidník,5,OĽANO A PRIATELIA,2178,13.5,2022,92.83
7,Prešovský kraj,708,Svidník,6,Komunistická strana Slovenska,67,0.41,48,71.64
7,Prešovský kraj,708,Svidník,7,Maďarské fórum,3,0.01,3,100.0
7,Prešovský kraj,708,Svidník,8,Vlastenecký blok,5,0.03,4,80.0
7,Prešovský kraj,708,Svidník,9,"Modrí, Most - Híd",7,0.04,5,71.42
7,Prešovský kraj,708,Svidník,10,SPRAVODLIVOSŤ,7,0.04,4,57.14
7,Prešovský kraj,708,Svidník,11,Slovenské Hnutie Obrody,16,0.09,12,75.0
7,Prešovský kraj,708,Svidník,12,Sloboda a Solidarita,470,2.91,417,88.72
7,Prešovský kraj,708,Svidník,13,SME RODINA,387,2.39,340,87.85
7,Prešovský kraj,708,Svidník,14,MySlovensko,9,0.05,7,77.77
7,Prešovský kraj,708,Svidník,15,Slovenská národná strana,1028,6.37,953,92.7
7,Prešovský kraj,708,Svidník,16,SMER - sociálna demokracia,4754,29.46,4222,88.8
7,Prešovský kraj,708,Svidník,17,HLAS - sociálna demokracia,3309,20.51,2983,90.14
7,Prešovský kraj,708,Svidník,18,SZÖVETSÉG - Magyarok,9,0.05,7,77.77
7,Prešovský kraj,708,Svidník,19,SRDCE vlastenci a dôchodcovia,11,0.06,7,63.63
7,Prešovský kraj,708,Svidník,20,SDKU - DS,2,0.01,1,50.0
7,Prešovský kraj,708,Svidník,21,Kotlebovci - Ľudová strana Naše Slovensko,94,0.58,90,95.74
7,Prešovský kraj,708,Svidník,22,Demokrati,274,1.69,236,86.13
7,Prešovský kraj,708,Svidník,23,Kresťanskodemokratické hnutie,1532,9.49,1372,89.55
7,Prešovský kraj,708,Svidník,24,KARMA,3,0.01,2,66.66
7,Prešovský kraj,708,Svidník,25,REPUBLIKA,765,4.74,697,91.11
7,Prešovský kraj,709,Vranov nad Topľou,1,Pirátska strana - Slovensko,92,0.23,72,78.26
7,Prešovský kraj,709,Vranov nad Topľou,2,PRINCÍP,73,0.18,69,94.52
7,Prešovský kraj,709,Vranov nad Topľou,3,Progresívne Slovensko,2610,6.66,2089,80.03
7,Prešovský kraj,709,Vranov nad Topľou,4,SPOLOČNE OBČANIA SLOVENSKA,23,0.05,16,69.56
7,Prešovský kraj,709,Vranov nad Topľou,5,OĽANO A PRIATELIA,7643,19.52,7190,94.07
7,Prešovský kraj,709,Vranov nad Topľou,6,Komunistická strana Slovenska,120,0.3,92,76.66
7,Prešovský kraj,709,Vranov nad Topľou,7,Maďarské fórum,21,0.05,20,95.23
7,Prešovský kraj,709,Vranov nad Topľou,8,Vlastenecký blok,10,0.02,8,80.0
7,Prešovský kraj,709,Vranov nad Topľou,9,"Modrí, Most - Híd",39,0.09,30,76.92
7,Prešovský kraj,709,Vranov nad Topľou,10,SPRAVODLIVOSŤ,7,0.01,6,85.71
7,Prešovský kraj,709,Vranov nad Topľou,11,Slovenské Hnutie Obrody,10,0.02,4,40.0
7,Prešovský kraj,709,Vranov nad Topľou,12,Sloboda a Solidarita,999,2.55,878,87.88
7,Prešovský kraj,709,Vranov nad Topľou,13,SME RODINA,859,2.19,785,91.38
7,Prešovský kraj,709,Vranov nad Topľou,14,MySlovensko,22,0.05,17,77.27
7,Prešovský kraj,709,Vranov nad Topľou,15,Slovenská národná strana,2299,5.87,2124,92.38
7,Prešovský kraj,709,Vranov nad Topľou,16,SMER - sociálna demokracia,10737,27.42,9532,88.77
7,Prešovský kraj,709,Vranov nad Topľou,17,HLAS - sociálna demokracia,6882,17.57,6184,89.85
7,Prešovský kraj,709,Vranov nad Topľou,18,SZÖVETSÉG - Magyarok,20,0.05,12,60.0
7,Prešovský kraj,709,Vranov nad Topľou,19,SRDCE vlastenci a dôchodcovia,16,0.04,11,68.75
7,Prešovský kraj,709,Vranov nad Topľou,20,SDKU - DS,12,0.03,9,75.0
7,Prešovský kraj,709,Vranov nad Topľou,21,Kotlebovci - Ľudová strana Naše Slovensko,279,0.71,252,90.32
7,Prešovský kraj,709,Vranov nad Topľou,22,Demokrati,656,1.67,586,89.32
7,Prešovský kraj,709,Vranov nad Topľou,23,Kresťanskodemokratické hnutie,3624,9.25,3040,83.88
7,Prešovský kraj,709,Vranov nad Topľou,24,KARMA,13,0.03,8,61.53
7,Prešovský kraj,709,Vranov nad Topľou,25,REPUBLIKA,2085,5.32,1948,93.42
8,Košický kraj,801,Košice,1,Pirátska strana - Slovensko,278,0.23,178,64.02
8,Košický kraj,801,Košice,2,PRINCÍP,73,0.06,56,76.71
8,Košický kraj,801,Košice,3,Progresívne Slovensko,27712,23.92,21172,76.4
8,Košický kraj,801,Košice,4,SPOLOČNE OBČANIA SLOVENSKA,73,0.06,46,63.01
8,Košický kraj,801,Košice,5,OĽANO A PRIATELIA,10681,9.21,9566,89.56
8,Košický kraj,801,Košice,6,Komunistická strana Slovenska,290,0.25,208,71.72
8,Košický kraj,801,Košice,7,Maďarské fórum,125,0.1,100,80.0
8,Košický kraj,801,Košice,8,Vlastenecký blok,25,0.02,17,68.0
8,Košický kraj,801,Košice,9,"Modrí, Most - Híd",388,0.33,328,84.53
8,Košický kraj,801,Košice,10,SPRAVODLIVOSŤ,62,0.05,43,69.35
8,Košický kraj,801,Košice,11,Slovenské Hnutie Obrody,70,0.06,61,87.14
8,Košický kraj,801,Košice,12,Sloboda a Solidarita,11034,9.52,9234,83.68
8,Košický kraj,801,Košice,13,SME RODINA,3007,2.59,2565,85.3
8,Košický kraj,801,Košice,14,MySlovensko,83,0.07,55,66.26
8,Košický kraj,801,Košice,15,Slovenská národná strana,5190,4.47,4695,90.46
8,Košický kraj,801,Košice,16,SMER - sociálna demokracia,20761,17.92,17826,85.86
8,Košický kraj,801,Košice,17,HLAS - sociálna demokracia,15386,13.28,13167,85.57
8,Košický kraj,801,Košice,18,SZÖVETSÉG - Magyarok,1431,1.23,1216,84.97
8,Košický kraj,801,Košice,19,SRDCE vlastenci a dôchodcovia,48,0.04,26,54.16
8,Košický kraj,801,Košice,20,SDKU - DS,27,0.02,10,37.03
8,Košický kraj,801,Košice,21,Kotlebovci - Ľudová strana Naše Slovensko,755,0.65,688,91.12
8,Košický kraj,801,Košice,22,Demokrati,4985,4.3,4359,87.44
8,Košický kraj,801,Košice,23,Kresťanskodemokratické hnutie,8473,7.31,6945,81.96
8,Košický kraj,801,Košice,24,KARMA,100,0.08,64,64.0
8,Košický kraj,801,Košice,25,REPUBLIKA,4793,4.13,4246,88.58
8,Košický kraj,802,Košice - okolie,1,Pirátska strana - Slovensko,274,0.44,222,81.02
8,Košický kraj,802,Košice - okolie,2,PRINCÍP,76,0.12,60,78.94
8,Košický kraj,802,Košice - okolie,3,Progresívne Slovensko,7791,12.51,5987,76.84
8,Košický kraj,802,Košice - okolie,4,SPOLOČNE OBČANIA SLOVENSKA,62,0.09,36,58.06
8,Košický kraj,802,Košice - okolie,5,OĽANO A PRIATELIA,11685,18.76,10907,93.34
8,Košický kraj,802,Košice - okolie,6,Komunistická strana Slovenska,171,0.27,131,76.6
8,Košický kraj,802,Košice - okolie,7,Maďarské fórum,149,0.23,136,91.27
8,Košický kraj,802,Košice - okolie,8,Vlastenecký blok,23,0.03,20,86.95
8,Košický kraj,802,Košice - okolie,9,"Modrí, Most - Híd",180,0.28,148,82.22
8,Košický kraj,802,Košice - okolie,10,SPRAVODLIVOSŤ,33,0.05,20,60.6
8,Košický kraj,802,Košice - okolie,11,Slovenské Hnutie Obrody,42,0.06,32,76.19
8,Košický kraj,802,Košice - okolie,12,Sloboda a Solidarita,3243,5.2,2752,84.85
8,Košický kraj,802,Košice - okolie,13,SME RODINA,2028,3.25,1753,86.43
8,Košický kraj,802,Košice - okolie,14,MySlovensko,42,0.06,31,73.8
8,Košický kraj,802,Košice - okolie,15,Slovenská národná strana,2541,4.08,2284,89.88
8,Košický kraj,802,Košice - okolie,16,SMER - sociálna demokracia,11336,18.2,10017,88.36
8,Košický kraj,802,Košice - okolie,17,HLAS - sociálna demokracia,9114,14.63,8049,88.31
8,Košický kraj,802,Košice - okolie,18,SZÖVETSÉG - Magyarok,3591,5.76,3230,89.94
8,Košický kraj,802,Košice - okolie,19,SRDCE vlastenci a dôchodcovia,27,0.04,20,74.07
8,Košický kraj,802,Košice - okolie,20,SDKU - DS,25,0.04,19,76.0
8,Košický kraj,802,Košice - okolie,21,Kotlebovci - Ľudová strana Naše Slovensko,488,0.78,435,89.13
8,Košický kraj,802,Košice - okolie,22,Demokrati,1825,2.93,1596,87.45
8,Košický kraj,802,Košice - okolie,23,Kresťanskodemokratické hnutie,4115,6.6,3203,77.83
8,Košický kraj,802,Košice - okolie,24,KARMA,41,0.06,25,60.97
8,Košický kraj,802,Košice - okolie,25,REPUBLIKA,3353,5.38,3000,89.47
8,Košický kraj,803,Michalovce,1,Pirátska strana - Slovensko,205,0.34,159,77.56
8,Košický kraj,803,Michalovce,2,PRINCÍP,91,0.15,78,85.71
8,Košický kraj,803,Michalovce,3,Progresívne Slovensko,4778,8.14,3632,76.01
8,Košický kraj,803,Michalovce,4,SPOLOČNE OBČANIA SLOVENSKA,37,0.06,30,81.08
8,Košický kraj,803,Michalovce,5,OĽANO A PRIATELIA,7663,13.05,7121,92.92
8,Košický kraj,803,Michalovce,6,Komunistická strana Slovenska,219,0.37,163,74.42
8,Košický kraj,803,Michalovce,7,Maďarské fórum,67,0.11,55,82.08
8,Košický kraj,803,Michalovce,8,Vlastenecký blok,38,0.06,31,81.57
8,Košický kraj,803,Michalovce,9,"Modrí, Most - Híd",352,0.59,333,94.6
8,Košický kraj,803,Michalovce,10,SPRAVODLIVOSŤ,27,0.04,16,59.25
8,Košický kraj,803,Michalovce,11,Slovenské Hnutie Obrody,33,0.05,26,78.78
8,Košický kraj,803,Michalovce,12,Sloboda a Solidarita,2092,3.56,1788,85.46
