Číslo politického subjektu,Názov politického subjektu,Poradie na hlasovacom lístku,Meno,Priezvisko,Titul,Vek,Zamestnanie,Obec trvalého pobytu,Poznámka
21,Kotlebovci - Ľudová strana Naše Slovensko,47,Ján,Harvilko,,55,CNC programátor - zoraďovač,Stropkov,
21,Kotlebovci - Ľudová strana Naše Slovensko,48,Beata,Brázová,,52,opatrovateľka,Veľký Ďur,
21,Kotlebovci - Ľudová strana Naše Slovensko,49,Pavol,Chňapko,,44,skladník,Čimhová,
21,Kotlebovci - Ľudová strana Naše Slovensko,50,Ján,Jelínek,,48,SZČO,Žilina,
21,Kotlebovci - Ľudová strana Naše Slovensko,51,Juraj,Bartoš,,52,vedúci výroby,Košeca,
21,Kotlebovci - Ľudová strana Naše Slovensko,52,Peter,Kováč,,43,invalidný dôchodca,Malacky,
21,Kotlebovci - Ľudová strana Naše Slovensko,53,Patrik,Hanečák,,32,zmenový údržbár,Forbasy,
21,Kotlebovci - Ľudová strana Naše Slovensko,54,Pavol,Lazar,,43,"živnostník, kontrolór, predseda občianskeho združenia",Žilina,
21,Kotlebovci - Ľudová strana Naše Slovensko,55,Blanka,Kristová,JUDr.,70,podnikateľka,Bratislava,
21,Kotlebovci - Ľudová strana Naše Slovensko,56,Monika,Čekanová,,50,zdravotnícka asistentka,Košice,
21,Kotlebovci - Ľudová strana Naše Slovensko,57,Klaudia,Hrušková,Mgr.,45,živnostníčka,Banská Bystrica,
21,Kotlebovci - Ľudová strana Naše Slovensko,58,Radka,Žáková,,34,materská dovolenka,Vrbové,
21,Kotlebovci - Ľudová strana Naše Slovensko,59,Pavel,Švaňa,,59,invalidný dôchodca,Kysucké Nové Mesto,
21,Kotlebovci - Ľudová strana Naše Slovensko,60,Miroslav,Potančok,Bc.,49,súkromný podnikateľ,Banská Bystrica,
21,Kotlebovci - Ľudová strana Naše Slovensko,61,Stanislava,Hrmová,,41,SZČO,Ladomerská Vieska,
21,Kotlebovci - Ľudová strana Naše Slovensko,62,Martin,Ferančík,Mgr.,34,asistent poslanca,Dolný Kubín,
21,Kotlebovci - Ľudová strana Naše Slovensko,63,Pavol,Bizík,,56,živnostník,Iňa,
21,Kotlebovci - Ľudová strana Naše Slovensko,64,František,Šuchaň,,64,dôchodca,Polomka,
21,Kotlebovci - Ľudová strana Naše Slovensko,65,Pavol,Machata,Ing.,41,technický manažér,Úľany nad Žitavou,
21,Kotlebovci - Ľudová strana Naše Slovensko,66,Slavomír,Dlubač,,49,"invalidný dôchodca, živnostník",Banská Belá,
21,Kotlebovci - Ľudová strana Naše Slovensko,67,Juraj,Oščenda,Mgr.,37,"logistik, živnostník",Trebišov,
21,Kotlebovci - Ľudová strana Naše Slovensko,68,Mário,Fabo,,46,živnostník,Koniarovce,
21,Kotlebovci - Ľudová strana Naše Slovensko,69,Ivana,Lilková,,42,živnostníčka,Banská Bystrica,
21,Kotlebovci - Ľudová strana Naše Slovensko,70,Jozef,Kresila,,67,dôchodca,Zvolen,
21,Kotlebovci - Ľudová strana Naše Slovensko,71,Martin,Berák,,37,robotník,Slovenský Grob,
21,Kotlebovci - Ľudová strana Naše Slovensko,72,Jaroslav,Dudáš,Mgr.,48,nezamestnaný,Veľký Krtíš,
21,Kotlebovci - Ľudová strana Naše Slovensko,73,Peter,Kiss,Mgr.,50,informatik,Šaľa,
21,Kotlebovci - Ľudová strana Naše Slovensko,74,Marcela,Kurucová,,47,operátorka výroby,Svidník,
21,Kotlebovci - Ľudová strana Naše Slovensko,75,Jarmila,Točíková,Mgr.,67,prekladateľka,Nitra,
21,Kotlebovci - Ľudová strana Naše Slovensko,76,Ján,Gyeneš,,56,opatrovateľ,Prešov,
21,Kotlebovci - Ľudová strana Naše Slovensko,77,Ľubica,Dobišová,Bc.,36,opatrovateľka,Brusno,
21,Kotlebovci - Ľudová strana Naše Slovensko,78,Mária,Vozárová,,50,referentka,Chvojnica,
21,Kotlebovci - Ľudová strana Naše Slovensko,79,Ján,Brutovský,,54,SZČO,Slovinky,
21,Kotlebovci - Ľudová strana Naše Slovensko,80,Iveta,Mireková,,47,operátorka výroby,Spišská Nová Ves,
21,Kotlebovci - Ľudová strana Naše Slovensko,81,Stanislav,Tvorík,,48,"administratívny pracovník, referent",Stráňavy,
21,Kotlebovci - Ľudová strana Naše Slovensko,82,Róbert,Krajčovič,,54,vodič z povolania,Zlaté Moravce,
21,Kotlebovci - Ľudová strana Naše Slovensko,83,Matej,Javnický,,21,študent,Košice,
21,Kotlebovci - Ľudová strana Naše Slovensko,84,Pavol,Lukačko,,47,veliteľ zmeny bezpečnostnej služby,Piešťany,
21,Kotlebovci - Ľudová strana Naše Slovensko,85,Vladimír,Krojer,,38,vodič autobusu,Hôrka,
21,Kotlebovci - Ľudová strana Naše Slovensko,86,Rastislav,Drozd,,48,profesionálny vodič,Vitanová,
21,Kotlebovci - Ľudová strana Naše Slovensko,87,Janka,Rusnáková,,52,dispečerka,Muránska Dlhá Lúka,
21,Kotlebovci - Ľudová strana Naše Slovensko,88,Monika,Halásová,,44,poštárka,Šurany,
21,Kotlebovci - Ľudová strana Naše Slovensko,89,Ivan,Cupan,,57,pracovník čerpacej stanice,Podhradie,
21,Kotlebovci - Ľudová strana Naše Slovensko,90,Jana,Hanigovská,,56,SZČO,Spišské Podhradie,
21,Kotlebovci - Ľudová strana Naše Slovensko,91,Anton,Socha,,52,nezamestnaný,Lokca,
21,Kotlebovci - Ľudová strana Naše Slovensko,92,Anna,Tatíková,,68,dôchodkyňa,Dolná Súča,
21,Kotlebovci - Ľudová strana Naše Slovensko,93,Miroslav,Klimo,Ing.,38,konštruktér,Očová,
21,Kotlebovci - Ľudová strana Naše Slovensko,94,Miroslav Pavel,Šimek,Ing.,74,dôchodca,Galanta,
21,Kotlebovci - Ľudová strana Naše Slovensko,95,Emília,Frolová,,64,dôchodkyňa,Kysucký Lieskovec,
21,Kotlebovci - Ľudová strana Naše Slovensko,96,Boris,Kábele,,58,SZČO,Bratislava,
21,Kotlebovci - Ľudová strana Naše Slovensko,97,Jozef,Vyletel,,68,dôchodca,Klokoč,
21,Kotlebovci - Ľudová strana Naše Slovensko,98,Monika,Stanovská,Bc.,44,študentka vysokej školy,Žbince,
21,Kotlebovci - Ľudová strana Naše Slovensko,99,Ingrid,Tomková,Mgr.,50,zdravotná sestra,Prešov,
21,Kotlebovci - Ľudová strana Naše Slovensko,100,Tomáš,Rudinský,,34,konateľ spoločnosti,Korňa,
21,Kotlebovci - Ľudová strana Naše Slovensko,101,Martin,Stankovianský,,45,SZČO,Vrútky,
21,Kotlebovci - Ľudová strana Naše Slovensko,102,Ján,Klimant,,53,výrobný pracovník,Trávnica,
21,Kotlebovci - Ľudová strana Naše Slovensko,103,Lukáš,Kandra,,33,technik - mechanik,Slovinky,
21,Kotlebovci - Ľudová strana Naše Slovensko,104,Ľubomír,Dlhý,,55,súkromný podnikateľ,Medzibrod,
21,Kotlebovci - Ľudová strana Naše Slovensko,105,Miroslav,Brada,,29,robotník,Kotmanová,
21,Kotlebovci - Ľudová strana Naše Slovensko,106,Radovan,Jánošík,,48,"predseda odborovej organizácie, technický pracovník",Prečín,
21,Kotlebovci - Ľudová strana Naše Slovensko,107,Jakub,Iždinský,,34,administratívny pracovník,Podbrezová,
21,Kotlebovci - Ľudová strana Naše Slovensko,108,Katarína,Kuzmová,,44,živnostníčka,Vrútky,
21,Kotlebovci - Ľudová strana Naše Slovensko,109,František,Árvai,,56,zamestnanec strážnej služby,Košice,
21,Kotlebovci - Ľudová strana Naše Slovensko,110,Soňa,Kremserová,,49,predavačka,Banská Bystrica,
21,Kotlebovci - Ľudová strana Naše Slovensko,111,Peter,Bahno,,34,SZČO,Banská Bystrica,
21,Kotlebovci - Ľudová strana Naše Slovensko,112,Miroslav,Cerovský,,46,SZČO,Hriňová,
21,Kotlebovci - Ľudová strana Naše Slovensko,113,Marián,Tkáč,Ing.,44,súkromný podnikateľ,Bratislava,
21,Kotlebovci - Ľudová strana Naše Slovensko,114,Štefan,Jurík,,44,živnostník,Zlaté Moravce,
21,Kotlebovci - Ľudová strana Naše Slovensko,115,Ján,Baboľ,,47,podnikateľ,Partizánske,
21,Kotlebovci - Ľudová strana Naše Slovensko,116,Mária,Tóthová,,68,opatrovateľka,Tekovské Nemce,
21,Kotlebovci - Ľudová strana Naše Slovensko,117,Dušan,Vidiečan,,68,dôchodca,Banská Bystrica,
21,Kotlebovci - Ľudová strana Naše Slovensko,118,Dušan,Debnárik,,73,dôchodca,Kremnica,
21,Kotlebovci - Ľudová strana Naše Slovensko,119,Peter,Jób,,30,živnostník,Horná Lehota,
21,Kotlebovci - Ľudová strana Naše Slovensko,120,Rastislav,Ilavský,,51,podnikateľ,Važec,
21,Kotlebovci - Ľudová strana Naše Slovensko,121,Martina,Lipnická,,30,asistentka predaja,Tekovské Nemce,
21,Kotlebovci - Ľudová strana Naše Slovensko,122,Simona,Lapinová,,32,predsedníčka občianskeho združenia,Detva,
21,Kotlebovci - Ľudová strana Naše Slovensko,123,Ján,Lašut,,62,vodič kamiónu,Banská Bystrica,
21,Kotlebovci - Ľudová strana Naše Slovensko,124,Peter,Karas,,43,konateľ firmy,Nitra,
21,Kotlebovci - Ľudová strana Naše Slovensko,125,Stanislava,Zervanová,JUDr.,44,pracovníčka obecného úradu,Brunovce,
21,Kotlebovci - Ľudová strana Naše Slovensko,126,Alžběta,Držková,,48,kuchárka,Gbely,
21,Kotlebovci - Ľudová strana Naše Slovensko,127,Vladimír,Bizoň,Ing.,70,dôchodca,Ludanice,
21,Kotlebovci - Ľudová strana Naše Slovensko,128,Martin,Kapsa,,41,stavbár,Kozárovce,
21,Kotlebovci - Ľudová strana Naše Slovensko,129,Ján,Chalama,,48,konzultant,Trnava,
21,Kotlebovci - Ľudová strana Naše Slovensko,130,Jozef,Duchoň,,41,SZČO,Golianovo,
21,Kotlebovci - Ľudová strana Naše Slovensko,131,Anežka,Dančová,,55,upratovačka,Detva,
21,Kotlebovci - Ľudová strana Naše Slovensko,132,Miroslav,Veliký,,51,inštalatér,Habura,
21,Kotlebovci - Ľudová strana Naše Slovensko,133,Eduard,Brychta,,61,servisný mechanik,Bratislava,
21,Kotlebovci - Ľudová strana Naše Slovensko,134,Oľga,Libantová,,65,dôchodkyňa,Hlohovec,
21,Kotlebovci - Ľudová strana Naše Slovensko,135,Branislav,Šiko,,40,zvárač,Timoradza,
21,Kotlebovci - Ľudová strana Naše Slovensko,136,Jozefína,Schlosárová,RNDr.,69,dôchodkyňa,Bratislava,
21,Kotlebovci - Ľudová strana Naše Slovensko,137,Martin,Palko,Bc.,55,strojník v kameňolome,Utekáč,
21,Kotlebovci - Ľudová strana Naše Slovensko,138,Blažena,Ištoková,,57,konateľka firmy,Krupina,
21,Kotlebovci - Ľudová strana Naše Slovensko,139,Štefan,Bandy,,46,elektrotechnik,Trebišov,
21,Kotlebovci - Ľudová strana Naše Slovensko,140,Edita,Prachniarová,,50,protokolistka,Čadca,
21,Kotlebovci - Ľudová strana Naše Slovensko,141,Mariana,Kubištová,,44,kuchárka,Kysucké Nové Mesto,
21,Kotlebovci - Ľudová strana Naše Slovensko,142,Milan,Kováčik,,44,pracovník súkromnej bezpečnostnej služby,Turčianske Teplice,
21,Kotlebovci - Ľudová strana Naše Slovensko,143,Radovan,Mišeje,,51,živnostník,Diviaky nad Nitricou,
21,Kotlebovci - Ľudová strana Naše Slovensko,144,Roderik,Ledecký,Mgr.,51,živnostník,Poprad,
21,Kotlebovci - Ľudová strana Naše Slovensko,145,Štefan,Cabuk,,38,nezamestnaný,Banská Bystrica,
21,Kotlebovci - Ľudová strana Naše Slovensko,146,Miroslav,Rakyta,,42,kuchár,Banská Bystrica,
21,Kotlebovci - Ľudová strana Naše Slovensko,147,Slávka,Kružlicová,,49,čašníčka,Banská Štiavnica,
21,Kotlebovci - Ľudová strana Naše Slovensko,148,Branislava,Mailender,,49,nezamestnaná,Rykynčice,
21,Kotlebovci - Ľudová strana Naše Slovensko,149,Mirko,Kašubjak,Bc.,43,podnikateľ,Tovarné,
21,Kotlebovci - Ľudová strana Naše Slovensko,150,Peter,Cavar,,28,asistent poslanca parlamentu,Hnúšťa,
22,Demokrati,1,Andrea,Letanovská,"MUDr., PhD.",54,primárka oddelenia anestéziológie a intenzívnej medicíny,Bratislava,
22,Demokrati,2,Eduard,Heger,Ing.,47,poslanec parlamentu,Bratislava,
22,Demokrati,3,Andrea,Cocherová,,51,občianska aktivistka,Bratislava,
22,Demokrati,4,Jaroslav,Naď,"PhDr., PhD.",42,poslanec parlamentu,Hrubá Borša,
22,Demokrati,5,Jana,Žitňanská,Mgr.,49,poslankyňa parlamentu,Bratislava,
22,Demokrati,6,Miroslav,Kollár,Ing.,54,poslanec parlamentu,Hlohovec,
22,Demokrati,7,Juraj,Šeliga,"Mgr., PhD.",33,"poslanec parlamentu, právnik",Hruštín,
22,Demokrati,8,Pavel,Nechala,"JUDr., PhD.",45,"právnik, protikorupčný expert",Bratislava,
22,Demokrati,9,Monika,Podhorány Masariková,"Mgr., PhD.",35,riaditeľka kancelárie ministra,Bratislava,
22,Demokrati,10,Ján,Šubák,Ing.,43,expert pre rozvoj inovácií,Bratislava,
22,Demokrati,11,Jozef,Sýkora,"Ing., MSc., MBA",45,expert pre rozvoj športu,Bratislava,
22,Demokrati,12,Ján,Budaj,,71,poslanec parlamentu,Bratislava,
22,Demokrati,13,Karel,Hirman,Ing.,53,manažér,Košice,
22,Demokrati,14,Branislav,Sitár,"prof., DrSc.",77,vysokoškolský profesor,Bratislava,
22,Demokrati,15,Dorota,Nvotová,,40,umelkyňa,Bratislava,
22,Demokrati,16,Kristián,Čekovský,Mgr.,32,poslanec parlamentu,Hviezdoslavov,
22,Demokrati,17,Natália,Svítková,Ing.,36,"predsedníčka gymnastického klubu, poslankyňa mestského zastupiteľstva",Prievidza,
22,Demokrati,18,Viliam,Novotný,"MUDr., MPH",50,lekár,Košice,
22,Demokrati,19,Martin,Kvetko,"Mgr., MPA",29,"marketingový špecialista, konzultant",Muránska Dlhá Lúka,
22,Demokrati,20,Andrej,Stančík,Mgr.,28,poslanec parlamentu,Piešťany,
22,Demokrati,21,Anna,Mierna,Ing.,58,poslankyňa parlamentu,Skalica,
22,Demokrati,22,Róbert,Halák,,46,poslanec parlamentu,Rovinka,
22,Demokrati,23,Michal,Kiča,Mgr.,36,"advokát, environmentálny aktivista",Bratislava,
22,Demokrati,24,Richard,Nemec,Bc.,51,štátny tajomník,Bratislava,
22,Demokrati,25,Daniel,Balko,Mgr.,52,historik,Nitra,
22,Demokrati,26,Jaromír,Šíbl,"RNDr., PhD.",61,poslanec parlamentu,Bratislava,
22,Demokrati,27,Kristián,Čechmánek,"Mgr., PhD.",35,vysokoškolský pedagóg,Nitra,
22,Demokrati,28,Pavol,Ľorko,Mgr.,52,prednosta okresného úradu,Žaškov,
22,Demokrati,29,Anton,Piták,,47,IT manažér,Rabča,
22,Demokrati,30,Tomáš,Ščuka,PhDr.,35,zamestnanec v štátnej správe,Hrabušice,
22,Demokrati,31,Rastislav,Hauliš,Mgr.,46,asistent poslanca parlamentu,Hlohovec,
22,Demokrati,32,Richard,Jánoš,Ing. Bc.,44,podnikateľ v odevnom priemysle,Záborské,
22,Demokrati,33,Matúš,Machan,Mgr. PhDr.,43,právnik,Sládkovičovo,
22,Demokrati,34,Marek,Polonec,Bc.,48,riaditeľ hotela,Trnava,
22,Demokrati,35,Jakub,Kubík,,30,právnik,Žilina,
22,Demokrati,36,Ján,Raclavský,Mgr.,38,vedúci oddelenia,Dolný Kubín,
22,Demokrati,37,Michal,Greško,,68,dobrovoľník,Sládkovičovo,
22,Demokrati,38,Marko,Surkoš,"JUDr., PhD., LL.M.",38,"právnik, expert na legislatívu a sociálnu politiku",Bratislava,
22,Demokrati,39,Peter,Goldberger,Mgr.,26,manažér zahraničného obchodu,Šaľa,
22,Demokrati,40,Pavol,Strhák,,39,konateľ spoločnosti,Banská Bystrica,
22,Demokrati,41,Slavomír,Novák,Ing.,57,lesný inžinier,Humenné,
22,Demokrati,42,Klára,Dynisová,Bc.,58,koordinátorka denného centra pre seniorov,Bratislava,
22,Demokrati,43,Peter,Varsányi,Ing.,35,živnostník,Kvetoslavov,
22,Demokrati,44,Michal,Spevák,Mgr.,49,analytik západného balkánu,Bratislava,
22,Demokrati,45,Peter,Novoveský,,72,dôchodca,Trnava,
22,Demokrati,46,Radoslav,Pavelka,Mgr.,50,štátny zamestnanec,Nitra,
22,Demokrati,47,Matej,Farbula,,34,podnikateľ,Pezinok,
22,Demokrati,48,Viera,Vančová,"Ing., PhD.",52,"riaditeľka úradu práce, sociálnych vecí a rodiny",Špačince,
22,Demokrati,49,Ján,Drahoš,Bc.,25,študent,Martin,
22,Demokrati,50,Ján,Kučera,Mgr.,52,revízny technik,Trebišov,
22,Demokrati,51,Eva,Pavliková,Ing.,40,podnikateľka,Košice,
22,Demokrati,52,Tomáš,Köppl,Ing.,52,grafik,Trnava,
22,Demokrati,53,Dominika,Tibenská,Mgr.,33,administratívna pracovníčka,Suchá nad Parnou,
22,Demokrati,54,Robert Erik,Kittler,Bsc.,25,senior IT lead,Bratislava,
22,Demokrati,55,Jaroslav,Slaný,Ing.,59,samostatne hospodáriaci roľník,Sebechleby,
22,Demokrati,56,Martin,Kalužák,Mgr.,44,asistent poslanca parlamentu,Nová Lesná,
22,Demokrati,57,Juraj,Dobšovič,Mgr.,35,hlavný štátny radca,Bratislava,
22,Demokrati,58,Miloš,Šimončič,"Ing., CSc.",56,autorizovaný statik,Čachtice,
22,Demokrati,59,Dezider,Balázs,,64,dôchodca,Košice,
22,Demokrati,60,Magdaléna,Haburová,,73,občianska aktivistka,Trebišov,
22,Demokrati,61,Juraj,Čarný,,36,podnikateľ - BOZP technik,Zalužice,
22,Demokrati,62,Martina,Sedliaková,MUDr.,52,lekárka,Vyšný Kubín,
22,Demokrati,63,Radúz,Dula,"Mag. (FH), PhD.",44,"vysokoškolský pedagóg, expert na vzdelávanie",Bratislava,
22,Demokrati,64,Pavol,Sabol,Ing. arch.,55,architekt,Prešov,
22,Demokrati,65,Emil,Petrvalský,"Ing. RNDr., CSc.",65,"biofyzik, elektrotechnický inžinier",Košice,
22,Demokrati,66,Lukáš,Meravý,Mag.,33,právnik,Viničné,
22,Demokrati,67,Jozef,Oľha,Mgr.,55,učiteľ,Humenné,
22,Demokrati,68,Anton,Švehla,,68,podnikateľ,Dolná Streda,
22,Demokrati,69,Viera,Dankovičová,,67,dochôdkyňa,Rimavská Sobota,
22,Demokrati,70,Vilibald,Žižak,Ing.,65,expert v oblasti stavebníctva,Košice,
22,Demokrati,71,Jozef,Kis,,54,expert v oblasti stavebníctva,Košice,
22,Demokrati,72,Igor,Kopáčik,Ing.,58,konštruktér,Piešťany,
22,Demokrati,73,Ľuboš,Radakovič,,61,výsluhový dôchodca,Banka,
22,Demokrati,74,Hedviga,Markotánová,,53,finančná účtovníčka,Veľký Ďur,
22,Demokrati,75,Roman,Móric,Mgr.,29,"právnik, štátny radca",Kysucké Nové Mesto,
22,Demokrati,76,Filip,Ondrej,,35,"administratívny pracovník, SZČO",Kendice,
22,Demokrati,77,Peter,Pastucha,Mgr.,49,učiteľ,Senica,
22,Demokrati,78,Pavol,Polák,"Ing., PhD.",51,podnikateľ,Senica,
22,Demokrati,79,Viera,Psotková,Mgr.,52,IT analytička,Bratislava,
22,Demokrati,80,Valér,Dunda,Ing.,43,expert na rozvoj informatizácie,Košice,
22,Demokrati,81,Martin,Javorček,JUDr.,49,advokát,Bratislava,
22,Demokrati,82,Ondrej,Sirota,Mgr.,50,"hasič - záchranár, veliteľ družstva",Šaľa,
22,Demokrati,83,Peter,Dráb,"Mgr., LL.M.",41,zakladateľ rodinnej potravinárskej firmy,Piešťany,
22,Demokrati,84,Katarína,Golodžejová,Mgr.,46,ekonómka - účtovníčka,Drienov,
22,Demokrati,85,Zuzana,Šavrnoch,Mgr.,34,recepčná,Štiavnička,
22,Demokrati,86,Milan,Simušiak,Ing.,54,vodič taxislužby,Prievidza,
22,Demokrati,87,Maroš,Mikuš,,52,konateľ,Cigeľ,
22,Demokrati,88,Radovan,Huba,Bc.,22,"študent, marketingový manažér",Prievidza,
22,Demokrati,89,Roderik,Weissabel,Ing.,44,vedúci ekonomického úseku,Handlová,
22,Demokrati,90,Marek,Gehry,Ing.,45,účtovník,Rovinka,
22,Demokrati,91,Miroslav,Hudaček,,40,skladník,Rovinka,
22,Demokrati,92,Peter,Valachovič,,48,manažér,Veľký Biel,
22,Demokrati,93,Martin,Drozd,Ing.,40,odborník na informatizáciu,Prievidza,
22,Demokrati,94,Michal,Verchola,,63,technický pracovník,Piešťany,
22,Demokrati,95,Marta,Potočniková,,78,zdravotná sestra,Spišská Nová Ves,
22,Demokrati,96,Ondrej,Cehula,Ing.,30,manažér,Nitra,
22,Demokrati,97,Richard,Šturmankin,Mgr.,29,špeciálny pedagóg,Muránska Dlhá Lúka,
22,Demokrati,98,Daria,Štrosová,Ing.,57,ekonómka,Topoľčany,
22,Demokrati,99,Daniela,Maják Cedulová,Ing.,40,starostka,Pavlice,
22,Demokrati,100,Peter,Štepánek,Ing.,47,manažér,Bystrička,
22,Demokrati,101,Anna,Habdáková,Ing.,45,SZČO,Bratislava,
22,Demokrati,102,Terézia,Kadlub,Mgr.,43,učiteľka,Hlohovec,
22,Demokrati,103,Ľubomír,Tuželák,,50,"správca, údržbár",Červený Kláštor,
22,Demokrati,104,Juraj,Skalický,,70,dôchodca,Bratislava,
22,Demokrati,105,Ján,Vozár,JUDr.,64,advokát,Banská Bystrica,
22,Demokrati,106,Jaroslav,Kovács,Mgr.,39,projektový manažér,Tešedíkovo,
22,Demokrati,107,Edmund,Capák,Ing.,56,stavbyvedúci,Košice,
22,Demokrati,108,Juraj,Kukučka,Ing.,77,dôchodca,Zvolen,
22,Demokrati,109,Rastislav,Styk,Mgr.,42,technical deal manager,Rovinka,
22,Demokrati,110,Monika,Szitási,Mgr.,24,pohľadávková analytička,Gbely,
22,Demokrati,111,Róbert,Bolfa,Ing.,41,manažér nákupu,Nové Zámky,
22,Demokrati,112,Juraj,Ondrej,,31,elektrotechnik SZČO,Prešov,
22,Demokrati,113,Miroslav,Kuchta,Ing.,52,pedagóg,Prakovce,
22,Demokrati,114,Igor,Tkáč,Mgr.,37,manažér,Prešov,
22,Demokrati,115,Slavomír,Staško,Ing.,61,referent,Košice,
22,Demokrati,116,Eva,Chudá,"Ing., MBA",33,finančná analytička,Bratislava,
22,Demokrati,117,Miloš,Somorovský,Mgr.,57,pedagóg,Trenčín,
22,Demokrati,118,František,Monček,Ing.,72,dôchodca,Trnava,
22,Demokrati,119,Martin,Hurný,PhDr.,43,štátny zamestnanec,Stropkov,
22,Demokrati,120,Júlia,Kostolná,Ing.,75,"poradkyňa, SZČO",Košice,
22,Demokrati,121,Jakub,Johanes,,29,študent,Trnava,
22,Demokrati,122,Pavol,Halaš,"MUDr., MPH",46,lekár,Jablonka,
22,Demokrati,123,Katarína,Fedorová,"JUDr., PhD., LL.M.",41,"právnička, vysokoškolská učiteľka",Trnava,
22,Demokrati,124,Zoltán,Komlóši,Mgr.,41,IT manažér,Nové Zámky,
22,Demokrati,125,Ladislav,Bruňák,Ing.,79,živnostník,Košice,
22,Demokrati,126,Ján,Pekar,Ing.,42,projektant,Radošovce,
22,Demokrati,127,Jozef,Štefčík,"Mgr., PhD.",47,vysokoškolský učiteľ,Topoľčany,
22,Demokrati,128,Viliam,Vojtek,,52,projektový manažér,Ondavské Matiašovce,
22,Demokrati,129,Róbert,Herda,Ing.,53,manažér,Topoľčianky,
22,Demokrati,130,Viera,Hasidlová,Mgr.,51,živnostníčka,Nemšová,
22,Demokrati,131,Ján,Šadibol,,66,dôchodca,Nová Bystrica,
22,Demokrati,132,Ján,Paukov,Ing.,47,manažér,Ráztočno,
22,Demokrati,133,Ján,Mičovský,"Ing., CSc.",68,"lesník, protikorupčný aktivista",Humenné,
22,Demokrati,134,Michala,Hadušovská,Mgr.,40,režisérka,Rožňava,
22,Demokrati,135,Ladislav,Ďurkovič,PhDr.,49,"novinár, občiansky aktivista",Bratislava,
22,Demokrati,136,Július,Staško,Bc.,67,manažér,Košice,
22,Demokrati,137,Miloš,Lešták,Ing. arch.,69,krajinný architekt,Košice,
22,Demokrati,138,Štefánia,Hadušovská,,62,učiteľka,Rožňava,
22,Demokrati,139,Vladimír,Zajačik,,74,dôchodca,Rejdová,
22,Demokrati,140,Elena,Pätoprstá,Ing. arch. Mgr. art.,63,dizajnérka a protikorupčná aktivistka,Bratislava,
22,Demokrati,141,Miroslav,Vrábel,Mgr. arch.,57,architekt,Bratislava,
22,Demokrati,142,Branislav,Kaliský,Ing. arch.,55,architekt,Bratislava,
22,Demokrati,143,Juraj,Smatana,Mgr.,57,"učiteľ, environmentalista",Považská Bystrica,
22,Demokrati,144,Martin,Áč,PhDr.,29,manažér,Modra,
22,Demokrati,145,Jozef,Mihál,RNDr.,58,autor odborných publikácií a lektor,Slovenský Grob,
22,Demokrati,146,Milan,Kaplan,Mgr.,36,poslanec samosprávneho kraja,Michalovce,
22,Demokrati,147,Bibiána,Kudziová,,43,"živnostníčka, zástupkyňa opatrovateľov",Stropkov,
22,Demokrati,148,Karolína,Bortáková,Ing.,52,manažérka,Valaliky,
22,Demokrati,149,Pavol,Boroš,Ing.,58,podnikateľ,Bratislava,
22,Demokrati,150,Lucia,Ďuriš Nicholsonová,,46,europoslankyňa,Bratislava,
23,Kresťanskodemokratické hnutie,1,Milan,Majerský,"PaedDr., PhD.",52,predseda samosprávneho kraja,Levoča,
23,Kresťanskodemokratické hnutie,2,Jozef,Hajko,Ing.,60,analytik,Bratislava,
23,Kresťanskodemokratické hnutie,3,Martina,Holečková,Mgr.,39,podpredsedníčka samosprávneho kraja,Kozárovce,
23,Kresťanskodemokratické hnutie,4,Marián,Čaučík,Ing.,58,talentový kouč a mentor,Bratislava,
23,Kresťanskodemokratické hnutie,5,Igor,Janckulík,Bc.,55,podnikateľ,Krušetnica,
23,Kresťanskodemokratické hnutie,6,Tomáš,Merašický,,40,manažér,Partizánske,
23,Kresťanskodemokratické hnutie,7,Peter,Stachura,"MUDr. Dr. med., MBA",44,lekár,Miloslavov,
23,Kresťanskodemokratické hnutie,8,Monika,Kolejáková,"MUDr., MBA",52,lekárka,Nové Zámky,
23,Kresťanskodemokratické hnutie,9,Martin,Šmilňák,Mgr.,49,riaditeľ cirkevnej školy,Bardejov,
23,Kresťanskodemokratické hnutie,10,Marek,Michalčík,Ing.,47,generálny manažér hnutia,Brestovany,
23,Kresťanskodemokratické hnutie,11,Ján,Horecký,Mgr.,55,manažér súkromnej siete škôl,Bratislava,
23,Kresťanskodemokratické hnutie,12,František,Mikloško,RNDr.,76,publicista,Bratislava,
23,Kresťanskodemokratické hnutie,13,Lucia,Gurbáľová,Mgr.,52,námestníčka primátora,Košice,
23,Kresťanskodemokratické hnutie,14,Marek,Šmid,"Dr. h. c. prof. doc. JUDr., PhD.",63,"vysokoškolský učiteľ, dekan fakulty",Ivanka pri Dunaji,
23,Kresťanskodemokratické hnutie,15,Andrea,Baníková,MUDr.,57,lekárka,Poltár,
23,Kresťanskodemokratické hnutie,16,Andrea,Turčanová,Ing.,56,poslankyňa samosprávneho kraja,Prešov,
23,Kresťanskodemokratické hnutie,17,Branislav,Škripek,Mgr.,53,"evanjelizátor, prekladateľ - tlmočník z AJ",Štúrovo,
23,Kresťanskodemokratické hnutie,18,Eleonóra,Porubcová,PaedDr.,57,riaditeľka gymnázia,Prievidza,
23,Kresťanskodemokratické hnutie,19,Anna,Laurinec Šmehilová,"PhDr., PhD.",44,riaditeľka sociálnych služieb,Nitra,
