Číslo politického subjektu,Názov politického subjektu,Poradie na hlasovacom lístku,Meno,Priezvisko,Titul,Vek,Zamestnanie,Obec trvalého pobytu,Poznámka
23,Kresťanskodemokratické hnutie,20,Michal,Strnál,Ing.,39,starosta,Oravská Polhora,
23,Kresťanskodemokratické hnutie,21,Ladislav,Rosival,Mgr.,55,konateľ spoločnosti v oblasti lesníctva,Bratislava,
23,Kresťanskodemokratické hnutie,22,Peter,Bobula,Mgr. Ing.,56,živnostník,Urmince,
23,Kresťanskodemokratické hnutie,23,Gabriel,Paľa,"prof. ThDr. PaedDr. Ing., PhD.",51,vysokoškolský pedagóg,Gregorovce,
23,Kresťanskodemokratické hnutie,24,Juraj,Mikúš,JUDr.,36,profesionálny hokejista,Skalica,
23,Kresťanskodemokratické hnutie,25,Dávid,Skokan,,34,profesionálny hokejista,Poprad,
23,Kresťanskodemokratické hnutie,26,Marcel,Mikolášik,Ing.,43,ekonóm,Ivanka pri Dunaji,
23,Kresťanskodemokratické hnutie,27,Martin,Štuk,Ing.,46,generálny riaditeľ,Bratislava,
23,Kresťanskodemokratické hnutie,28,Patrik,Mihaľ,MUDr.,49,lekár,Bardejov,
23,Kresťanskodemokratické hnutie,29,Marián,Damankoš,"PhDr., PhD.",47,riaditeľ školy,Prešov,
23,Kresťanskodemokratické hnutie,30,Mária,Sliacka,Ing.,43,humanitárna pracovníčka,Bratislava,
23,Kresťanskodemokratické hnutie,31,Jozef,Mičo,Mgr.,60,riaditeľ spoločnosti,Terchová,
23,Kresťanskodemokratické hnutie,32,Peter,Weber,Ing.,47,podpredseda samosprávneho kraja,Bytča,
23,Kresťanskodemokratické hnutie,33,Alexander,Füle,,24,študent,Bratislava,
23,Kresťanskodemokratické hnutie,34,Juraj,Maláň,Ing.,46,projektový manažér,Soblahov,
23,Kresťanskodemokratické hnutie,35,Ladislav,Ruttkay,RNDr.,63,riaditeľ strednej technickej školy,Spišská Nová Ves,
23,Kresťanskodemokratické hnutie,36,Emil,Mucha,Mgr.,51,projektový manažér,Bratislava,
23,Kresťanskodemokratické hnutie,37,Richard,Kráľovič,Bc.,46,riaditeľ,Košice,
23,Kresťanskodemokratické hnutie,38,Andrej,Čopík,Ing.,46,starosta obce,Kovarce,
23,Kresťanskodemokratické hnutie,39,Peter,Mach,RNDr.,72,senior špecialista informačných technológií,Bratislava,
23,Kresťanskodemokratické hnutie,40,Tomáš,Sobota,Ing. arch.,49,architekt-urbanista,Banská Bystrica,
23,Kresťanskodemokratické hnutie,41,Zuzana,Bošnáková,Bc. JUDr.,37,riaditeľka vysokoškolského internátu,Trnava,
23,Kresťanskodemokratické hnutie,42,Peter,Vološin,,49,primátor,Snina,
23,Kresťanskodemokratické hnutie,43,Peter,Berinšter,Mgr.,34,projektový manažér,Košice,
23,Kresťanskodemokratické hnutie,44,Zdenko,Kubáň,Mgr.,43,politológ,Malatiná,
23,Kresťanskodemokratické hnutie,45,Peter,Kasterko,Mgr.,44,prednosta úradu,Košice,
23,Kresťanskodemokratické hnutie,46,Jozef,Humenský,JUDr.,47,právnik,Bratislava,
23,Kresťanskodemokratické hnutie,47,Martin,Novodomec,Mgr. Ing.,41,primátor,Kremnica,
23,Kresťanskodemokratické hnutie,48,Jozef,Baláž,MUDr.,44,lekár,Banská Bystrica,
23,Kresťanskodemokratické hnutie,49,Mária,Szegfüová,PhDr. Bc.,52,"sociálna pracovníčka, lektorka",Čenkovce,
23,Kresťanskodemokratické hnutie,50,Rastislav,Mráz,Mgr.,45,právnik,Trnava,
23,Kresťanskodemokratické hnutie,51,Patrícia,Popovičová,Mgr.,49,podnikateľka,Prešov,
23,Kresťanskodemokratické hnutie,52,Peter,Cocher,PhDr.,46,vedúci pracovník vo verejnej správe,Veľké Zálužie,
23,Kresťanskodemokratické hnutie,53,Stanislav,Genčúr,JUDr.,28,hlavný radca na katastrálnom odbore,Brezovica,
23,Kresťanskodemokratické hnutie,54,Veronika,Adamová,PaedDr.,40,učiteľka základnej školy,Pezinok,
23,Kresťanskodemokratické hnutie,55,Pavel,Hudáček,,62,dôchodca,Lendak,
23,Kresťanskodemokratické hnutie,56,Alojz,Lajčin,JUDr.,53,starosta,Habovka,
23,Kresťanskodemokratické hnutie,57,Branislav,Bratko,Mgr.,46,"konzultant, živnostník",Nová Baňa,
23,Kresťanskodemokratické hnutie,58,Peter,Mikuláš,,34,projektový manažér,Trenčín,
23,Kresťanskodemokratické hnutie,59,Ján,Dobránsky,Ing.,56,riaditeľ zariadenia pre seniorov,Sečovce,
23,Kresťanskodemokratické hnutie,60,Robert,Dohál,Ing.,61,predseda predstavenstva firmy,Bratislava,X
23,Kresťanskodemokratické hnutie,61,Andrej,Klapica,Dott.,46,ekonóm,Piešťany,
23,Kresťanskodemokratické hnutie,62,Katarína,Ballová,Ing.,41,samostatne hospodáriaci roľník,Veľký Lapáš,
23,Kresťanskodemokratické hnutie,63,Jaroslav,Križánek,Ing. arch.,28,architekt,Giraltovce,
23,Kresťanskodemokratické hnutie,64,Daniel,Mikloško,"Mgr., PhD.",47,riaditeľ domova na polceste,Dunajská Lužná,
23,Kresťanskodemokratické hnutie,65,František,Orlovský,MUDr.,61,lekár,Stará Ľubovňa,
23,Kresťanskodemokratické hnutie,66,Rastislav,Zanovit,MUDr.,49,lekár,Námestovo,
23,Kresťanskodemokratické hnutie,67,Radovan,Junas,"MUDr., MPH, MHA",51,lekár,Kremnica,
23,Kresťanskodemokratické hnutie,68,Viera,Beňová,RNDr.,58,riaditeľka strednej zdravotníckej školy,Bojnice,
23,Kresťanskodemokratické hnutie,69,Lucia,Pivarníková,JUDr. Ing.,35,právnička,Ložín,
23,Kresťanskodemokratické hnutie,70,Jana,Štilichová,Mgr.,45,nezamestnaná,Trenčín,
23,Kresťanskodemokratické hnutie,71,Ján,Krupa,Mgr.,52,zástupca primátora,Piešťany,
23,Kresťanskodemokratické hnutie,72,Peter,Hlavatý,,46,realitný maklér,Šaľa,
23,Kresťanskodemokratické hnutie,73,Martin,Čuchor,Ing.,45,technický pracovník,Zvolen,
23,Kresťanskodemokratické hnutie,74,Radomír,Ševeček,,58,starosta,Závod,
23,Kresťanskodemokratické hnutie,75,Jozef,Mikita,"Ing., MBA",43,manažér v zahraničnej spoločnosti,Vranov nad Topľou,
23,Kresťanskodemokratické hnutie,76,Juliana,Gregová,MUDr.,53,lekárka,Dolný Kubín,
23,Kresťanskodemokratické hnutie,77,Anton,Frič,Mgr.,48,charitný pracovník,Poprad,
23,Kresťanskodemokratické hnutie,78,Rudolf,Karas,MUDr.,64,lekár,Považská Bystrica,
23,Kresťanskodemokratické hnutie,79,Mikuláš,Kurimský,Mgr.,47,koordinátor potravinovej a materiálnej pomoci,Košice,
23,Kresťanskodemokratické hnutie,80,Peter,Zibura,"Ing., Mgr.",39,primátor,Spišská Belá,
23,Kresťanskodemokratické hnutie,81,Ján,Gašpárek,Mgr.,46,manažér,Cífer,
23,Kresťanskodemokratické hnutie,82,Ján,Holinka,,55,starosta,Ulič,
23,Kresťanskodemokratické hnutie,83,Margaréta,Žigová,"Mgr., MBA",45,projektová a finančná manažérka,Lovinobaňa,
23,Kresťanskodemokratické hnutie,84,Milín,Kaňuščák,Ing.,52,manažér,Bratislava,
23,Kresťanskodemokratické hnutie,85,Václav,Trnka,,62,živnostník,Levoča,
23,Kresťanskodemokratické hnutie,86,Bohdan,Hroboň,"Doc. Ing., PhD., MA",55,"biblista, učiteľ",Martin,
23,Kresťanskodemokratické hnutie,87,Dušan,Cina,Mgr.,57,evanjelický farár,Šarišská Poruba,
23,Kresťanskodemokratické hnutie,88,Peter,Štefanec,Ing.,51,podnikateľ,Dubnica nad Váhom,
23,Kresťanskodemokratické hnutie,89,Norbert,Borovský,Ing.,60,informatik,Košice,
23,Kresťanskodemokratické hnutie,90,Jozef,Gabčo,Ing.,45,fotogrameter,Jánovce,
23,Kresťanskodemokratické hnutie,91,Radovan,Minarčík,,49,špecialista prevádzky atómovej elektrárne,Hlohovec,
23,Kresťanskodemokratické hnutie,92,Silvia,Kostyálová,Ing.,45,manažérka,Nové Zámky,
23,Kresťanskodemokratické hnutie,93,Martina,Stieranková,Mgr.,43,učiteľka,Dolná Lehota,
23,Kresťanskodemokratické hnutie,94,Andrej,Botek,doc. Mgr. Ing. arch.,66,"architekt, vysokoškolský pedagóg",Bratislava,
23,Kresťanskodemokratické hnutie,95,Stanislav,Striženec,Mgr.,35,pedagóg,Humenné,
23,Kresťanskodemokratické hnutie,96,Martin,Klimek,Mgr.,50,stredoškolský pedagóg,Čadca,
23,Kresťanskodemokratické hnutie,97,Zoltán,Oslanec,,40,projektový manažér,Nesvady,
23,Kresťanskodemokratické hnutie,98,Vladislav,Galko,Ing.,46,obchodný riaditeľ,Borčice,
23,Kresťanskodemokratické hnutie,99,Peter,Lačný,,45,starosta,Teplička,
23,Kresťanskodemokratické hnutie,100,Milan,Polhoš,Mgr.,34,odborný pracovník komunitného centra,Veľká Lomnica,
23,Kresťanskodemokratické hnutie,101,Branislav,Kramár,MUDr.,50,chirurg,Trnava,
23,Kresťanskodemokratické hnutie,102,Andrej,Sitár,Mgr.,50,učiteľ,Topoľčany,
23,Kresťanskodemokratické hnutie,103,Anna,Václavíková,Ing. arch.,71,architektka,Lučenec,
23,Kresťanskodemokratické hnutie,104,Michal,Černý,"Ing., PhD.",34,konštruktér,Bratislava,
23,Kresťanskodemokratické hnutie,105,Marcel,Tkáč,RNDr.,50,riaditeľ školy,Lúčka,
23,Kresťanskodemokratické hnutie,106,Štefan,Kristofčák,Mgr.,60,riaditeľ gymnázia,Tvrdošín,
23,Kresťanskodemokratické hnutie,107,Tomáš,Šimoňák,Mgr.,39,učiteľ,Kežmarok,
23,Kresťanskodemokratické hnutie,108,Peter,Gablech,,61,podnikateľ,Hrachovište,
23,Kresťanskodemokratické hnutie,109,Peter,Sovák,Mgr.,55,prednosta mestského úradu,Trebišov,
23,Kresťanskodemokratické hnutie,110,Matúš,Lakoštík,"Mgr., PhD.",42,zástupca primátora,Dolný Kubín,
23,Kresťanskodemokratické hnutie,111,Peter,Štuller,MUDr.,68,detský lekár,Dunajská Streda,
23,Kresťanskodemokratické hnutie,112,Eduard,Novák,Mag. Phil.,44,obchodný referent,Jarok,
23,Kresťanskodemokratické hnutie,113,Ján,Hyžnaj,Ing.,53,riaditeľ príspevkovej organizácie mesta,Jelšava,
23,Kresťanskodemokratické hnutie,114,Michaela,Jakubová,MUDr.,39,lekárka,Bratislava,
23,Kresťanskodemokratické hnutie,115,Anna,Dudová,"PaedDr., PhD.",50,riaditeľka školy,Veľká Lesná,
23,Kresťanskodemokratické hnutie,116,Vincent,Kultan,Mgr.,41,geofyzik,Liptovský Mikuláš,
23,Kresťanskodemokratické hnutie,117,Ján,Šurkala,"Mgr., PhD.",33,starosta obce,Zborov,
23,Kresťanskodemokratické hnutie,118,Martin,Šimík,,44,živnostník,Považská Bystrica,
23,Kresťanskodemokratické hnutie,119,Michal,Paľovčík,Mgr.,38,referent,Michalovce,
23,Kresťanskodemokratické hnutie,120,Marián,Adamčík,Ing.,32,geodet,Bratislava,
23,Kresťanskodemokratické hnutie,121,Róbert,Korec,Mgr.,52,projektový manažér,Pata,
23,Kresťanskodemokratické hnutie,122,Ľubica,Černá,"doc. Ing., PhD.",56,vysokoškolská pedagogička,Bánov,
23,Kresťanskodemokratické hnutie,123,Albert,Macko,Ing.,43,lesný inžinier,Krupina,
23,Kresťanskodemokratické hnutie,124,Andrej,Valent,Ing.,60,energetik,Zohor,
23,Kresťanskodemokratické hnutie,125,Ján,Baloga,Ing.,64,elektrotechnik,Víťaz,
23,Kresťanskodemokratické hnutie,126,Pavel,Pavlásek,"doc. Ing., PhD.",71,"vysokoškolský pedagóg, dopravný expert",Žilina,
23,Kresťanskodemokratické hnutie,127,Martin,Ždiňak,,50,živnostník,Svidník,
23,Kresťanskodemokratické hnutie,128,Ivan,Porubec,Mgr.,35,manažér,Prievidza,
23,Kresťanskodemokratické hnutie,129,Mária,Tomášová,Ing.,61,pracovníčka v sociálnych službách,Košice,
23,Kresťanskodemokratické hnutie,130,Zuzana,Boteková,Mgr. Art.,54,"výtvarníčka, pedagogička",Bratislava,
23,Kresťanskodemokratické hnutie,131,Peter,Radošinský,Ing.,50,referent mestského úradu,Chtelnica,
23,Kresťanskodemokratické hnutie,132,Elena,Klocháňová,Bc.,46,zdravotná sestra,Turčianske Teplice,
23,Kresťanskodemokratické hnutie,133,František,Korytko,Ing.,45,podnikateľ,Malé Ozorovce,
23,Kresťanskodemokratické hnutie,134,Dušan,Steinhauser,"doc. Ing., PhD.",35,vysokoškolský pedagóg,Bratislava,
23,Kresťanskodemokratické hnutie,135,Gabriela,Viazanková,Mgr.,41,starostka obce,Radatice,
23,Kresťanskodemokratické hnutie,136,Jaroslav,Ivan,Ing.,67,manažér,Krškany,
23,Kresťanskodemokratické hnutie,137,Marián,Krivuš,ThDr.,47,evanjelický farár,Vrútky,
23,Kresťanskodemokratické hnutie,138,Luboš,Žiško,Mgr.,49,programátor - analytik,Čereňany,
23,Kresťanskodemokratické hnutie,139,Martin,Galgoczy,"JUDr., LL.M.",37,prednosta mestského úradu,Veľké Ozorovce,
23,Kresťanskodemokratické hnutie,140,Peter,Graňák,Ing.,45,stratég elektroenergetiky a expert na bytovú politiku,Bratislava,
23,Kresťanskodemokratické hnutie,141,Jozef,Špano,Ing.,47,technik,Dvorníky,
23,Kresťanskodemokratické hnutie,142,František,Finta,Ing.,37,finančný kontrolór,Nitra,
23,Kresťanskodemokratické hnutie,143,Tomáš,Orfánus,"RNDr., PhD.",47,živnostník - environmentalista,Bratislava,
23,Kresťanskodemokratické hnutie,144,Štefan,Šutý,"doc. Ing., PhD.",58,vysokoškolský učiteľ,Bratislava,
23,Kresťanskodemokratické hnutie,145,Marek,Hudák,"Ing., MBA",28,dátový analytik,Bardejov,
23,Kresťanskodemokratické hnutie,146,Juraj,Kuciak,Ing.,45,stavebný inžinier,Štiavnik,
23,Kresťanskodemokratické hnutie,147,Daniel,Mikolaj,"Ing., PhD.",46,starosta obce,Šarišské Sokolovce,
23,Kresťanskodemokratické hnutie,148,Peter,Janků,"Mgr., PhD., ArtD.",49,"pesničkár, scénograf, publicista, dramatik",Chorvátsky Grob,
23,Kresťanskodemokratické hnutie,149,Ivan,Bošňák,Ing.,54,finančný manažér,Bratislava,
23,Kresťanskodemokratické hnutie,150,František,Majerský,Mgr.,39,záchranár,Poprad,
24,KARMA,1,Adriana,Szaboová,JUDr.,57,obchodná diplomatka,Humenné,
24,KARMA,2,Marek,Grussmann,Ing.,60,podnikateľ,Piešťany,
24,KARMA,3,Roman,Chudý,Mgr.,54,advokát,Piešťany,
24,KARMA,4,Martin,Tehlár,PhDr.,36,manažér,Bratislava,
24,KARMA,5,Miroslava,Kovarská,Mgr.,42,pedagogická pracovníčka,Hlohovec,
24,KARMA,6,Andrej,Rusnák,"Ing., PhD.",47,podnikateľ,Bratislava,
24,KARMA,7,Silvia,Kissová,"MUDr., MPH.",37,lekárka - cievna chirurgička,Bratislava,
24,KARMA,8,Ivan,Hlbocký,Ing.,48,dôchodca,Trenčín,
24,KARMA,9,Jozef,Blaško,Mgr.,55,výsluhový dôchodca,Dvorníky,
24,KARMA,10,Viliam,Kapusta,Mgr.,46,štátny zamestnanec,Piešťany,
24,KARMA,11,Michaela,Veigl Svitoková,"Ing., PhD.",47,špecialistka vyraďovania jadrových zariadení,Trnava,
24,KARMA,12,Tomáš,Raslavský,Ing.,36,finančný kontrolór,Trnava,
24,KARMA,13,Katarína,Orviská,Mgr.,29,doktorandka,Piešťany,
24,KARMA,14,Jana,Klucová,,43,podnikateľka,Banka,
24,KARMA,15,Marián,Lipták,,35,podnikateľ,Slavoška,
24,KARMA,16,Ján,Bartoň,,43,podnikateľ,Poriadie,
24,KARMA,17,Martin,Kovarsky,,43,podnikateľ,Hlohovec,
25,REPUBLIKA,1,Milan,Uhrík,"Ing., PhD.",38,europoslanec,Nitra,
25,REPUBLIKA,2,Miroslav,Suja,PaedDr. Mgr.,47,poslanec parlamentu,Detva,
25,REPUBLIKA,3,Ondrej,Ďurica,,45,poslanec parlamentu,Nitra,
25,REPUBLIKA,4,Ján,Kecskés,Mgr.,34,"asistent europoslanca, konateľ",Nitra,
25,REPUBLIKA,5,Jozef,Viktorín,PhDr.,62,výsluhový dôchodca,Solčany,
25,REPUBLIKA,6,Michaela,Riapošová,"PhDr., MBA",35,asistentka europoslanca,Banská Bystrica,
25,REPUBLIKA,7,Marek,Géci,JUDr.,39,právnik,Ludanice,
25,REPUBLIKA,8,Marián,Ďuriš,Bc.,34,zahraničnopolitický poradca,Partizánske,
25,REPUBLIKA,9,Eduard,Kočiš,PhDr.,41,poslanec parlamentu,Stropkov,
25,REPUBLIKA,10,Jana,Šimová,Mgr.,45,starostka,Liptovské Revúce,
25,REPUBLIKA,11,Erik,Nevolný,"Ing., MBA",38,konateľ,Detva,
25,REPUBLIKA,12,Viliam,Ostrožlík,"Ing., MBA",54,ekonóm,Bratislava,
25,REPUBLIKA,13,Andrej,Janco,MUDr.,66,lekár,Košice,
25,REPUBLIKA,14,Ivana,Slivková,JUDr.,35,asistentka europoslanca,Banská Bystrica,
25,REPUBLIKA,15,Peter,Pukan,Ing.,48,asistent poslanca parlamentu,Čeľadice,
25,REPUBLIKA,16,Mariana,Chylík Riboňová,JUDr.,44,výsluhová dôchodkyňa,Turzovka,
25,REPUBLIKA,17,Lukáš,Kopáč,"PhDr. Mgr., MSc., MBA",37,asistent europoslanca,Dolné Trhovište,
25,REPUBLIKA,18,Peter,Súlovský,Ing.,74,dôchodca,Šamorín,
25,REPUBLIKA,19,Miroslav,Urban,MUDr.,50,"poslanec parlamentu, lekár",Štiavnička,
25,REPUBLIKA,20,Alica,Mikitovičová,Mgr.,52,personálna špecialistka,Michalovce,
25,REPUBLIKA,21,Igor,Valach,,54,"športový odborník, manažér",Partizánske,
25,REPUBLIKA,22,Michala,Gánovská,LL.M,41,asistentka poslanca parlamentu,Poprad,
25,REPUBLIKA,23,Rafael,Rafaj,Mgr.,63,novinár,Bratislava,
25,REPUBLIKA,24,Miloš,Sušarský,"JUDr. Ing., LL.M",58,vrcholový manažér,Bratislava,
25,REPUBLIKA,25,Tomáš,Špaček,Mgr.,27,asistent poslanca parlamentu,Bratislava,
25,REPUBLIKA,26,Lenka,Nagyová,Ing.,39,projektová manažérka,Devičany,
25,REPUBLIKA,27,Lea,Lauková,Ing.,27,asistentka europoslanca,Svätý Anton,
25,REPUBLIKA,28,Alexandra,Jašurková,Ing.,24,asistentka poslanca parlamentu,Podolínec,
25,REPUBLIKA,29,Jozef,Remenár,,47,hasič - záchranár,Bučany,
25,REPUBLIKA,30,Dalimír,Solčanský,"JUDr., PhD.",55,advokát,Nitra,
25,REPUBLIKA,31,Stanislav,Dzugas,Ing.,34,konateľ,Gelnica,
25,REPUBLIKA,32,Erik,Mikurčík,"Mgr., MBA",48,podnikateľ,Bratislava,
25,REPUBLIKA,33,Pavol,Kopecký,Ing.,45,programátor,Kežmarok,
25,REPUBLIKA,34,Andrej,Kaššiak,,49,živnostník,Bratislava,
25,REPUBLIKA,35,Miroslav,Magdech,"Mgr., MBA",37,odborný garant,Považská Bystrica,
25,REPUBLIKA,36,Tomáš,Janco,Mgr.,37,právnik,Košice,
25,REPUBLIKA,37,Ladislav,Lysák,"Ing., DrSc.",90,predseda združenia,Bratislava,
25,REPUBLIKA,38,Peter,Demjan,,38,manažér predaja,Humenné,
25,REPUBLIKA,39,Radovan,Tóth,Mgr.,43,hasič - záchranár,Šaľa,
25,REPUBLIKA,40,Vladimír,Antal,,47,technológ,Žarnovica,
25,REPUBLIKA,41,Roman,Hubert,Mgr.,49,starosta obce,Lukovištia,
25,REPUBLIKA,42,Martin,Klepkoň,,54,živnostník,Brezovica,
25,REPUBLIKA,43,Veronika,Temňáková,Ing. Mgr.,34,podnikateľka,Galanta,
25,REPUBLIKA,44,Zuzana,Múčková,Mgr.,43,asistentka učiteľa na základnej škole,Detva,
25,REPUBLIKA,45,Branislav,Doboš,,42,riaditeľ dopravnej spoločnosti,Lehota pod Vtáčnikom,
25,REPUBLIKA,46,Ján,Kuchárik,RNDr. Ing.,42,"ekológ, lesný inžinier",Prievidza,
25,REPUBLIKA,47,Jaromír,Šmátrala,"JUDr., PhD.",45,advokát,Bratislava,
25,REPUBLIKA,48,Ivona,Kellnerová,Mgr.,53,učiteľka základnej školy,Spišská Nová Ves,
25,REPUBLIKA,49,Adam,Čarňanský,Dipl. f.,33,"konateľ, fyzioterapeut",Spišská Nová Ves,
25,REPUBLIKA,50,Marek,Kurta,Mgr.,40,konateľ,Prešov,
25,REPUBLIKA,51,Jana,Kočišová,PhDr. Mgr.,40,odborná radkyňa,Vranov nad Topľou,
25,REPUBLIKA,52,Štefan,Zima,Mgr. art.,74,dôchodca,Vinosady,
25,REPUBLIKA,53,Bohumír,Šabík,Mgr. Ing.,50,riaditeľ regionálnej rozvojovej agentúry,Červený Hrádok,
25,REPUBLIKA,54,Sylvia,Kulašik,,58,podnikateľka,Ružomberok,
25,REPUBLIKA,55,Janka,Kušpálová,Mgr.,45,zdravotná sestra,Bušince,
25,REPUBLIKA,56,Soňa,Žygliňská,,26,konateľka,Námestovo,
25,REPUBLIKA,57,Lívia,Voleková,"PhDr., MPH",47,zdravotná sestra,Biely Kostol,
25,REPUBLIKA,58,Igor,Moravčík,,47,podnikateľ,Bratislava,
25,REPUBLIKA,59,Štefan,Krnáč,MUDr.,46,lekár,Hriňová,
25,REPUBLIKA,60,Miriam,Furdíková,Mgr.,52,realitná poradkyňa,Bratislava,
25,REPUBLIKA,61,Ján,Marenčík,Ing.,50,"živnostník, statik",Košice,
25,REPUBLIKA,62,Michal,Prešinský,Bc.,39,"obchodný riaditeľ spoločnosti, poslanec mestského zastupiteľstva",Nové Zámky,
25,REPUBLIKA,63,Július,Chriašteľ,Ing.,65,konateľ,Košice,
25,REPUBLIKA,64,Jana,Palíková,Ing.,29,prevádzkarka,Cinobaňa,
25,REPUBLIKA,65,Andrej,Kosorín,Mgr.,37,konateľ,Svätý Anton,
25,REPUBLIKA,66,Štefan,Havlík,,48,podnikateľ,Bratislava,
25,REPUBLIKA,67,Miroslav,Čimo,,46,generálny manažér,Semerovo,
25,REPUBLIKA,68,Peter,Mareček,Bc.,37,manažér,Senica,
25,REPUBLIKA,69,Dávid,Michal,,30,vedúci skladu,Piešťany,
25,REPUBLIKA,70,Martin,Chudý,Mgr. Bc.,31,vysokoškolský pedagóg,Leopoldov,
25,REPUBLIKA,71,Denis,Maslák,,29,konateľ,Čadca,
25,REPUBLIKA,72,Igor,Macúch,JUDr.,58,právnik,Bratislava,
25,REPUBLIKA,73,Marek,Gábriš,,35,manažér predaja,Rybany,
25,REPUBLIKA,74,Peter,Čibenka,Ing.,44,manažér,Púchov,
25,REPUBLIKA,75,Robert,Russel,,32,asistent poslanca parlamentu,Ivanka pri Dunaji,
25,REPUBLIKA,76,Jozef,Keller,MVDr.,71,veterinárny lekár,Levoča,
25,REPUBLIKA,77,Ján,Cogan,,41,burzový maklér,Snina,
25,REPUBLIKA,78,Klaudia,Ianos,,51,"asistentka, podpora odborného útvaru",Stupava,
25,REPUBLIKA,79,Peter,Gerencséry,,41,zdravotnícky záchranár,Komárno,
25,REPUBLIKA,80,Jozef,Týnus,Ing.,66,konateľ,Lučenec,
25,REPUBLIKA,81,Ján,Matyščák,MUDr.,60,lekár,Humenné,
25,REPUBLIKA,82,Ivan,Bielik,"PhDr. Mgr., PhD., MPH, MHA",69,šéfredaktor časopisu,Bratislava,
25,REPUBLIKA,83,Martin,Kajzer,"Mgr., MSc.",41,hlavný inšpektor,Borský Svätý Jur,
25,REPUBLIKA,84,Ľudovít,Žambokréthy,Mgr.,56,podnikateľ,Malženice,
25,REPUBLIKA,85,Miloš,Kováčik,,53,konateľ,Rosina,
25,REPUBLIKA,86,Lucia,Čorosová,Ing.,43,manažérka neustáleho zlepšovania procesov,Košice,
25,REPUBLIKA,87,Milan Henrich,Schmidt,,51,operátor hlavného pultu,Košice,
25,REPUBLIKA,88,Václav,Mitošinka,Ing.,71,stredoškolský učiteľ,Piešťany,
25,REPUBLIKA,89,Martina,Dulajová,PhDr.,44,podnikateľka,Bratislava,
25,REPUBLIKA,90,Otília,Hamacková,"Ing. JUDr., PhD.",68,živnostníčka,Plevník - Drienové,
25,REPUBLIKA,91,Štefan,Šimko,Mgr.,41,starosta,Bešeňov,
25,REPUBLIKA,92,Ivan,Janovec,,58,starosta,Turecká,
25,REPUBLIKA,93,Maroš,Klika,Mgr.,39,konateľ,Stropkov,
25,REPUBLIKA,94,Darina,Ňakatová,"PhDr., PhD.",64,konateľka,Ličartovce,
25,REPUBLIKA,95,Ivan,Fodor,,59,referent kultúry,Osuské,
25,REPUBLIKA,96,Michal,Prišťák,,50,vedúci údržby,Levice,
25,REPUBLIKA,97,Miroslav,Políček,,42,odborný referent,Močenok,
25,REPUBLIKA,98,Peter,Vician,Mgr.,50,technický pracovník,Krupina,
25,REPUBLIKA,99,Martin,Sklenka,Ing.,44,technický pracovník,Žiar nad Hronom,
25,REPUBLIKA,100,Monika,Sklenár Kozánková,Ing.,47,asistentka riaditeľa,Majcichov,
25,REPUBLIKA,101,Miroslav,Mokrý,"doc. Ing., PhD.",68,súdny znalec,Mostová,
25,REPUBLIKA,102,Marek,Kukučka,"doc. Ing., PhD.",47,lektor energetiky,Trnava,
25,REPUBLIKA,103,Veronika,Dolníková,Ing.,43,banková špecialistka,Bratislava,
25,REPUBLIKA,104,Roman,Bubelíni,Ing.,47,živnostník,Košice,
25,REPUBLIKA,105,Ján,Kubica,Mgr.,36,knihovník,Moravské Lieskové,
25,REPUBLIKA,106,Radek,Trenčanský,,34,obchodný riaditeľ,Topoľčany,
