Kód kraja,Názov kraja,Kód územného obvodu,Názov územného obvodu,Kód okresu,Názov okresu,Kód obce,Názov obce,Okrsok,Počet platných hlasov spolu,Počet platných hlasov za Piráti,Podiel platných hlasov v % za Piráti,Počet platných hlasov za PRINCÍP,Podiel platných hlasov v % za PRINCÍP,Počet platných hlasov za PS,Podiel platných hlasov v % za PS,Počet platných hlasov za SOS,Podiel platných hlasov v % za SOS,"Počet platných hlasov za OĽANO A PRIATELIA, KÚ a ZA ĽUDÍ","Podiel platných hlasov v % za OĽANO A PRIATELIA, KÚ a ZA ĽUDÍ",Počet platných hlasov za KSS,Podiel platných hlasov v % za KSS,"Počet platných hlasov za MF, ODS, ZR, RK, DS","Podiel platných hlasov v % za MF, ODS, ZR, RK, DS",Počet platných hlasov za VB,Podiel platných hlasov v % za VB,Počet platných hlasov za MM,Podiel platných hlasov v % za MM,Počet platných hlasov za SPRAVODLIVOSŤ,Podiel platných hlasov v % za SPRAVODLIVOSŤ,Počet platných hlasov za SHO,Podiel platných hlasov v % za SHO,Počet platných hlasov za SaS,Podiel platných hlasov v % za SaS,Počet platných hlasov za SME RODINA,Podiel platných hlasov v % za SME RODINA,Počet platných hlasov za MySlovensko,Podiel platných hlasov v % za MySlovensko,Počet platných hlasov za SNS,Podiel platných hlasov v % za SNS,Počet platných hlasov za SMER - SD,Podiel platných hlasov v % za SMER - SD,Počet platných hlasov za HLAS - SD,Podiel platných hlasov v % za HLAS - SD,Počet platných hlasov za SZÖVETSÉG - ALIANCIA,Podiel platných hlasov v % za SZÖVETSÉG - ALIANCIA,Počet platných hlasov za SRDCE - SNJ,Podiel platných hlasov v % za SRDCE - SNJ,Počet platných hlasov za SDKÚ - DS,Podiel platných hlasov v % za SDKÚ - DS,Počet platných hlasov za ĽSNS,Podiel platných hlasov v % za ĽSNS,Počet platných hlasov za Demokrati,Podiel platných hlasov v % za Demokrati,Počet platných hlasov za KDH,Podiel platných hlasov v % za KDH,Počet platných hlasov za KARMA,Podiel platných hlasov v % za KARMA,Počet platných hlasov za REPUBLIKA,Podiel platných hlasov v % za REPUBLIKA
7,Prešovský kraj,707,Stropkov,711,Stropkov,527416,Kožuchovce,1,45,,,,,4.0,8.88,,,,,1.0,2.22,,,,,,,,,,,,,1.0,2.22,,,5.0,11.11,18.0,40.0,9.0,20.0,,,,,,,,,,,3.0,6.66,,,4.0,8.88
7,Prešovský kraj,707,Stropkov,711,Stropkov,527467,Krišľovce,1,18,,,1.0,5.55,2.0,11.11,,,,,,,,,,,,,,,,,,,2.0,11.11,,,,,2.0,11.11,4.0,22.22,,,,,,,,,,,5.0,27.77,,,2.0,11.11
7,Prešovský kraj,707,Stropkov,711,Stropkov,527793,Kručov,1,129,1.0,0.77,1.0,0.77,2.0,1.55,,,1.0,0.77,,,,,,,,,,,,,4.0,3.1,13.0,10.07,,,9.0,6.97,56.0,43.41,15.0,11.62,,,,,,,3.0,2.32,5.0,3.87,12.0,9.3,,,7.0,5.42
7,Prešovský kraj,707,Stropkov,711,Stropkov,527475,Krušinec,1,98,,,1.0,1.02,7.0,7.14,,,13.0,13.26,1.0,1.02,,,,,,,,,,,4.0,4.08,1.0,1.02,,,8.0,8.16,27.0,27.55,18.0,18.36,,,,,,,,,2.0,2.04,13.0,13.26,,,3.0,3.06
7,Prešovský kraj,707,Stropkov,711,Stropkov,527513,Lomné,1,130,,,,,17.0,13.07,,,9.0,6.92,,,1.0,0.76,,,2.0,1.53,,,,,8.0,6.15,3.0,2.3,1.0,0.76,9.0,6.92,35.0,26.92,22.0,16.92,,,,,,,,,8.0,6.15,12.0,9.23,1.0,0.76,2.0,1.53
7,Prešovský kraj,707,Stropkov,711,Stropkov,527521,Makovce,1,75,,,2.0,2.66,4.0,5.33,,,7.0,9.33,1.0,1.33,,,,,,,,,,,1.0,1.33,5.0,6.66,,,13.0,17.33,22.0,29.33,10.0,13.33,,,,,,,1.0,1.33,,,6.0,8.0,,,3.0,4.0
7,Prešovský kraj,707,Stropkov,711,Stropkov,527530,Malá Poľana,1,64,,,7.0,10.93,2.0,3.12,1.0,1.56,6.0,9.37,2.0,3.12,,,,,,,,,,,1.0,1.56,3.0,4.68,,,3.0,4.68,9.0,14.06,16.0,25.0,,,,,,,3.0,4.68,2.0,3.12,6.0,9.37,,,3.0,4.68
7,Prešovský kraj,707,Stropkov,711,Stropkov,527572,Miková,1,68,,,3.0,4.41,2.0,2.94,,,9.0,13.23,,,,,,,,,,,,,1.0,1.47,11.0,16.17,,,2.0,2.94,18.0,26.47,9.0,13.23,,,,,,,,,3.0,4.41,9.0,13.23,,,1.0,1.47
7,Prešovský kraj,707,Stropkov,711,Stropkov,527581,Miňovce,1,211,,,6.0,2.84,15.0,7.1,3.0,1.42,11.0,5.21,,,,,,,1.0,0.47,,,,,7.0,3.31,10.0,4.73,,,4.0,1.89,74.0,35.07,42.0,19.9,,,,,,,1.0,0.47,8.0,3.79,16.0,7.58,,,13.0,6.16
7,Prešovský kraj,707,Stropkov,711,Stropkov,527611,Mrázovce,1,52,,,,,3.0,5.76,1.0,1.92,8.0,15.38,,,,,,,,,,,,,3.0,5.76,,,,,7.0,13.46,13.0,25.0,8.0,15.38,,,,,,,,,1.0,1.92,5.0,9.61,,,3.0,5.76
7,Prešovský kraj,707,Stropkov,711,Stropkov,527637,Nižná Olšava,1,196,,,,,9.0,4.59,,,13.0,6.63,2.0,1.02,,,,,,,,,,,6.0,3.06,2.0,1.02,,,12.0,6.12,60.0,30.61,54.0,27.55,1.0,0.51,,,,,,,,,27.0,13.77,,,10.0,5.1
7,Prešovský kraj,707,Stropkov,711,Stropkov,527700,Oľšavka,1,113,1.0,0.88,1.0,0.88,8.0,7.07,2.0,1.76,5.0,4.42,,,1.0,0.88,,,,,,,,,2.0,1.76,5.0,4.42,,,8.0,7.07,37.0,32.74,16.0,14.15,,,,,,,2.0,1.76,4.0,3.53,15.0,13.27,,,6.0,5.3
7,Prešovský kraj,707,Stropkov,711,Stropkov,527726,Potoky,1,50,,,1.0,2.0,3.0,6.0,,,,,,,,,,,,,,,,,1.0,2.0,,,,,5.0,10.0,26.0,52.0,6.0,12.0,,,,,,,2.0,4.0,,,3.0,6.0,,,3.0,6.0
7,Prešovský kraj,707,Stropkov,711,Stropkov,527718,Potôčky,1,42,,,,,1.0,2.38,,,5.0,11.9,,,,,,,,,,,,,,,1.0,2.38,,,1.0,2.38,11.0,26.19,8.0,19.04,,,,,,,1.0,2.38,1.0,2.38,6.0,14.28,,,7.0,16.66
7,Prešovský kraj,707,Stropkov,711,Stropkov,527815,Soľník,1,35,1.0,2.85,,,2.0,5.71,1.0,2.85,1.0,2.85,,,,,,,,,,,,,,,,,1.0,2.85,6.0,17.14,9.0,25.71,4.0,11.42,,,,,,,,,1.0,2.85,8.0,22.85,,,1.0,2.85
7,Prešovský kraj,707,Stropkov,711,Stropkov,527823,Staškovce,1,137,,,1.0,0.72,6.0,4.37,1.0,0.72,6.0,4.37,1.0,0.72,,,,,,,,,,,4.0,2.91,6.0,4.37,,,18.0,13.13,42.0,30.65,34.0,24.81,,,1.0,0.72,,,2.0,1.45,1.0,0.72,12.0,8.75,,,2.0,1.45
7,Prešovský kraj,707,Stropkov,711,Stropkov,527840,Stropkov,1,230,,,,,19.0,8.26,,,18.0,7.82,1.0,0.43,,,,,,,,,,,4.0,1.73,15.0,6.52,,,27.0,11.73,41.0,17.82,49.0,21.3,,,,,,,2.0,0.86,10.0,4.34,36.0,15.65,,,8.0,3.47
7,Prešovský kraj,707,Stropkov,711,Stropkov,527840,Stropkov,2,552,1.0,0.18,2.0,0.36,63.0,11.41,,,40.0,7.24,2.0,0.36,,,,,,,,,,,21.0,3.8,9.0,1.63,,,46.0,8.33,147.0,26.63,82.0,14.85,,,,,,,5.0,0.9,14.0,2.53,84.0,15.21,1.0,0.18,35.0,6.34
7,Prešovský kraj,707,Stropkov,711,Stropkov,527840,Stropkov,3,447,3.0,0.67,1.0,0.22,29.0,6.48,1.0,0.22,55.0,12.3,2.0,0.44,,,,,,,,,,,19.0,4.25,8.0,1.78,1.0,0.22,37.0,8.27,107.0,23.93,81.0,18.12,,,1.0,0.22,1.0,0.22,5.0,1.11,22.0,4.92,56.0,12.52,,,18.0,4.02
7,Prešovský kraj,707,Stropkov,711,Stropkov,527840,Stropkov,4,647,5.0,0.77,4.0,0.61,22.0,3.4,4.0,0.61,218.0,33.69,5.0,0.77,2.0,0.3,,,1.0,0.15,1.0,0.15,,,12.0,1.85,15.0,2.31,1.0,0.15,38.0,5.87,127.0,19.62,86.0,13.29,,,1.0,0.15,,,7.0,1.08,22.0,3.4,50.0,7.72,,,26.0,4.01
7,Prešovský kraj,707,Stropkov,711,Stropkov,527840,Stropkov,5,455,2.0,0.43,3.0,0.65,61.0,13.4,1.0,0.21,92.0,20.21,,,,,,,,,,,,,16.0,3.51,6.0,1.31,2.0,0.43,31.0,6.81,90.0,19.78,64.0,14.06,1.0,0.21,1.0,0.21,,,2.0,0.43,13.0,2.85,47.0,10.32,,,23.0,5.05
7,Prešovský kraj,707,Stropkov,711,Stropkov,527840,Stropkov,6,617,4.0,0.64,2.0,0.32,71.0,11.5,,,59.0,9.56,2.0,0.32,,,,,,,,,,,20.0,3.24,11.0,1.78,,,48.0,7.77,126.0,20.42,108.0,17.5,,,,,1.0,0.16,4.0,0.64,14.0,2.26,112.0,18.15,,,35.0,5.67
7,Prešovský kraj,707,Stropkov,711,Stropkov,527840,Stropkov,7,539,1.0,0.18,1.0,0.18,42.0,7.79,4.0,0.74,25.0,4.63,1.0,0.18,,,,,,,,,,,29.0,5.38,15.0,2.78,,,51.0,9.46,151.0,28.01,101.0,18.73,,,,,,,1.0,0.18,26.0,4.82,65.0,12.05,,,26.0,4.82
7,Prešovský kraj,707,Stropkov,711,Stropkov,527840,Stropkov,8,607,1.0,0.16,4.0,0.65,62.0,10.21,1.0,0.16,51.0,8.4,1.0,0.16,,,,,,,,,1.0,0.16,26.0,4.28,18.0,2.96,2.0,0.32,44.0,7.24,153.0,25.2,89.0,14.66,1.0,0.16,,,,,2.0,0.32,22.0,3.62,95.0,15.65,,,34.0,5.6
7,Prešovský kraj,707,Stropkov,711,Stropkov,527840,Stropkov,9,431,,,1.0,0.23,46.0,10.67,,,19.0,4.4,1.0,0.23,,,,,1.0,0.23,,,,,18.0,4.17,15.0,3.48,,,37.0,8.58,107.0,24.82,81.0,18.79,,,,,,,4.0,0.92,13.0,3.01,65.0,15.08,1.0,0.23,22.0,5.1
7,Prešovský kraj,707,Stropkov,711,Stropkov,527840,Stropkov,10,252,1.0,0.39,,,30.0,11.9,,,19.0,7.53,1.0,0.39,1.0,0.39,,,,,,,1.0,0.39,8.0,3.17,6.0,2.38,,,24.0,9.52,65.0,25.79,44.0,17.46,,,,,,,2.0,0.79,5.0,1.98,38.0,15.07,1.0,0.39,6.0,2.38
7,Prešovský kraj,707,Stropkov,711,Stropkov,527866,Šandal,1,170,,,1.0,0.58,7.0,4.11,,,15.0,8.82,2.0,1.17,,,,,,,,,,,6.0,3.52,4.0,2.35,,,18.0,10.58,44.0,25.88,32.0,18.82,,,1.0,0.58,,,2.0,1.17,4.0,2.35,23.0,13.52,,,11.0,6.47
7,Prešovský kraj,707,Stropkov,711,Stropkov,527912,Tisinec,1,271,,,1.0,0.36,22.0,8.11,,,13.0,4.79,,,,,,,,,,,,,13.0,4.79,5.0,1.84,,,14.0,5.16,118.0,43.54,35.0,12.91,1.0,0.36,,,,,2.0,0.73,1.0,0.36,30.0,11.07,1.0,0.36,15.0,5.53
7,Prešovský kraj,707,Stropkov,711,Stropkov,527921,Tokajík,1,65,,,,,1.0,1.53,,,2.0,3.07,1.0,1.53,,,,,,,,,,,,,1.0,1.53,,,3.0,4.61,24.0,36.92,22.0,33.84,,,,,,,,,,,7.0,10.76,,,4.0,6.15
7,Prešovský kraj,707,Stropkov,711,Stropkov,527939,Turany nad Ondavou,1,203,,,,,21.0,10.34,,,17.0,8.37,1.0,0.49,,,,,,,,,,,11.0,5.41,1.0,0.49,1.0,0.49,16.0,7.88,48.0,23.64,30.0,14.77,,,,,,,1.0,0.49,1.0,0.49,47.0,23.15,,,8.0,3.94
7,Prešovský kraj,707,Stropkov,711,Stropkov,527971,Varechovce,1,79,,,,,5.0,6.32,,,3.0,3.79,,,,,,,,,,,,,3.0,3.79,3.0,3.79,,,5.0,6.32,25.0,31.64,22.0,27.84,,,2.0,2.53,,,,,2.0,2.53,5.0,6.32,,,4.0,5.06
7,Prešovský kraj,707,Stropkov,711,Stropkov,527980,Veľkrop,1,121,,,,,,,,,51.0,42.14,,,,,,,,,,,,,1.0,0.82,5.0,4.13,,,5.0,4.13,32.0,26.44,17.0,14.04,,,,,,,,,1.0,0.82,6.0,4.95,,,3.0,2.47
7,Prešovský kraj,707,Stropkov,711,Stropkov,527998,Vislava,1,126,1.0,0.79,,,2.0,1.58,1.0,0.79,3.0,2.38,1.0,0.79,,,,,,,1.0,0.79,,,4.0,3.17,16.0,12.69,,,3.0,2.38,60.0,47.61,15.0,11.9,,,1.0,0.79,,,,,,,8.0,6.34,,,10.0,7.93
7,Prešovský kraj,707,Stropkov,711,Stropkov,528005,Vladiča,1,45,,,,,4.0,8.88,,,3.0,6.66,1.0,2.22,,,,,,,,,,,1.0,2.22,3.0,6.66,,,2.0,4.44,15.0,33.33,7.0,15.55,,,,,,,2.0,4.44,,,3.0,6.66,,,4.0,8.88
7,Prešovský kraj,707,Stropkov,711,Stropkov,528013,Vojtovce,1,53,,,,,2.0,3.77,1.0,1.88,2.0,3.77,,,,,,,,,,,,,2.0,3.77,1.0,1.88,,,4.0,7.54,19.0,35.84,12.0,22.64,,,,,,,1.0,1.88,1.0,1.88,5.0,9.43,,,3.0,5.66
7,Prešovský kraj,707,Stropkov,711,Stropkov,528021,Vyškovce,1,86,1.0,1.16,1.0,1.16,7.0,8.13,,,8.0,9.3,,,,,,,,,,,,,1.0,1.16,2.0,2.32,,,7.0,8.13,26.0,30.23,9.0,10.46,,,,,,,1.0,1.16,4.0,4.65,14.0,16.27,,,5.0,5.81
7,Prešovský kraj,707,Stropkov,711,Stropkov,528048,Vyšná Olšava,1,280,,,,,19.0,6.78,,,42.0,15.0,2.0,0.71,2.0,0.71,,,1.0,0.35,,,,,5.0,1.78,5.0,1.78,,,11.0,3.92,69.0,24.64,74.0,26.42,2.0,0.71,,,1.0,0.35,4.0,1.42,4.0,1.42,28.0,10.0,,,11.0,3.92
7,Prešovský kraj,707,Stropkov,711,Stropkov,560073,Vyšný Hrabovec,1,93,1.0,1.07,1.0,1.07,5.0,5.37,,,3.0,3.22,,,,,,,,,,,,,3.0,3.22,6.0,6.45,,,4.0,4.3,27.0,29.03,22.0,23.65,,,,,,,1.0,1.07,,,10.0,10.75,,,10.0,10.75
7,Prešovský kraj,708,Svidník,712,Svidník,527122,Belejovce,1,18,,,,,6.0,33.33,,,1.0,5.55,,,,,,,,,,,1.0,5.55,1.0,5.55,,,,,2.0,11.11,3.0,16.66,4.0,22.22,,,,,,,,,,,,,,,,
7,Prešovský kraj,708,Svidník,712,Svidník,527131,Beňadikovce,1,86,,,,,4.0,4.65,,,5.0,5.81,1.0,1.16,,,,,,,,,,,4.0,4.65,2.0,2.32,,,10.0,11.62,28.0,32.55,17.0,19.76,,,,,,,2.0,2.32,1.0,1.16,6.0,6.97,,,6.0,6.97
7,Prešovský kraj,708,Svidník,712,Svidník,527149,Bodružal,1,46,,,,,1.0,2.17,1.0,2.17,6.0,13.04,,,,,,,,,,,,,1.0,2.17,2.0,4.34,,,2.0,4.34,21.0,45.65,7.0,15.21,,,1.0,2.17,,,,,1.0,2.17,1.0,2.17,,,2.0,4.34
7,Prešovský kraj,708,Svidník,712,Svidník,527211,Cernina,1,279,,,,,8.0,2.86,,,23.0,8.24,,,,,,,,,,,,,8.0,2.86,8.0,2.86,,,12.0,4.3,117.0,41.93,68.0,24.37,,,,,,,,,8.0,2.86,20.0,7.16,1.0,0.35,6.0,2.15
7,Prešovský kraj,708,Svidník,712,Svidník,527220,Cigla,1,57,,,,,1.0,1.75,,,3.0,5.26,3.0,5.26,,,,,,,,,,,3.0,5.26,1.0,1.75,,,7.0,12.28,12.0,21.05,19.0,33.33,,,,,,,1.0,1.75,,,1.0,1.75,,,6.0,10.52
7,Prešovský kraj,708,Svidník,712,Svidník,527238,Dlhoňa,1,44,,,,,,,,,17.0,38.63,2.0,4.54,,,,,,,,,,,1.0,2.27,,,,,2.0,4.54,15.0,34.09,3.0,6.81,,,,,,,1.0,2.27,1.0,2.27,1.0,2.27,,,1.0,2.27
7,Prešovský kraj,708,Svidník,712,Svidník,527246,Dobroslava,1,33,,,,,6.0,18.18,,,,,,,,,,,,,1.0,3.03,,,,,1.0,3.03,,,1.0,3.03,13.0,39.39,7.0,21.21,,,,,,,,,1.0,3.03,2.0,6.06,,,1.0,3.03
7,Prešovský kraj,708,Svidník,712,Svidník,527254,Dubová,1,121,,,2.0,1.65,9.0,7.43,,,10.0,8.26,,,,,,,,,,,,,1.0,0.82,4.0,3.3,,,5.0,4.13,51.0,42.14,20.0,16.52,,,,,,,5.0,4.13,4.0,3.3,6.0,4.95,,,4.0,3.3
7,Prešovský kraj,708,Svidník,712,Svidník,580601,Dukovce,1,160,,,,,15.0,9.37,,,8.0,5.0,1.0,0.62,,,,,,,,,,,7.0,4.37,1.0,0.62,,,14.0,8.75,32.0,20.0,31.0,19.37,,,,,,,3.0,1.87,5.0,3.12,28.0,17.5,,,15.0,9.37
7,Prešovský kraj,708,Svidník,712,Svidník,527271,Fijaš,1,89,1.0,1.12,,,2.0,2.24,,,16.0,17.97,,,,,,,,,,,,,3.0,3.37,5.0,5.61,,,3.0,3.37,17.0,19.1,24.0,26.96,,,,,,,,,,,12.0,13.48,,,6.0,6.74
7,Prešovský kraj,708,Svidník,712,Svidník,519197,Giraltovce,1,669,,,,,49.0,7.32,,,94.0,14.05,5.0,0.74,,,,,,,,,,,14.0,2.09,20.0,2.98,,,49.0,7.32,168.0,25.11,127.0,18.98,,,,,,,7.0,1.04,6.0,0.89,92.0,13.75,,,38.0,5.68
7,Prešovský kraj,708,Svidník,712,Svidník,519197,Giraltovce,2,720,4.0,0.55,2.0,0.27,32.0,4.44,,,329.0,45.69,,,,,1.0,0.13,,,,,,,15.0,2.08,12.0,1.66,,,12.0,1.66,107.0,14.86,87.0,12.08,1.0,0.13,1.0,0.13,1.0,0.13,1.0,0.13,8.0,1.11,90.0,12.5,,,17.0,2.36
7,Prešovský kraj,708,Svidník,712,Svidník,519197,Giraltovce,3,602,,,1.0,0.16,62.0,10.29,1.0,0.16,100.0,16.61,2.0,0.33,,,,,1.0,0.16,,,,,12.0,1.99,16.0,2.65,1.0,0.16,29.0,4.81,131.0,21.76,122.0,20.26,2.0,0.33,1.0,0.16,,,,,17.0,2.82,70.0,11.62,,,34.0,5.64
7,Prešovský kraj,708,Svidník,712,Svidník,527301,Havranec,1,16,,,,,2.0,12.5,,,1.0,6.25,,,,,,,,,,,,,1.0,6.25,1.0,6.25,,,2.0,12.5,4.0,25.0,3.0,18.75,,,,,,,,,1.0,6.25,1.0,6.25,,,,
7,Prešovský kraj,708,Svidník,712,Svidník,527319,Hrabovčík,1,206,,,,,10.0,4.85,,,8.0,3.88,1.0,0.48,,,,,,,,,1.0,0.48,7.0,3.39,4.0,1.94,,,6.0,2.91,65.0,31.55,87.0,42.23,,,,,,,,,3.0,1.45,12.0,5.82,,,2.0,0.97
7,Prešovský kraj,708,Svidník,712,Svidník,527327,Hunkovce,1,169,1.0,0.59,1.0,0.59,10.0,5.91,,,46.0,27.21,,,,,,,,,,,,,2.0,1.18,4.0,2.36,,,16.0,9.46,37.0,21.89,34.0,20.11,,,,,,,1.0,0.59,2.0,1.18,9.0,5.32,,,6.0,3.55
7,Prešovský kraj,708,Svidník,712,Svidník,527351,Jurkova Voľa,1,58,,,,,7.0,12.06,,,3.0,5.17,1.0,1.72,,,,,,,1.0,1.72,,,1.0,1.72,3.0,5.17,,,3.0,5.17,15.0,25.86,18.0,31.03,,,,,,,,,,,5.0,8.62,,,1.0,1.72
7,Prešovský kraj,708,Svidník,712,Svidník,519316,Kalnište,1,266,2.0,0.75,,,21.0,7.89,,,14.0,5.26,,,,,,,,,,,,,3.0,1.12,10.0,3.75,,,17.0,6.39,71.0,26.69,41.0,15.41,2.0,0.75,,,,,1.0,0.37,4.0,1.5,64.0,24.06,,,16.0,6.01
7,Prešovský kraj,708,Svidník,712,Svidník,527360,Kapišová,1,207,1.0,0.48,,,10.0,4.83,,,49.0,23.67,,,,,,,,,,,1.0,0.48,5.0,2.41,6.0,2.89,,,20.0,9.66,51.0,24.63,35.0,16.9,,,1.0,0.48,,,,,,,20.0,9.66,,,8.0,3.86
7,Prešovský kraj,708,Svidník,712,Svidník,527378,Kečkovce,1,83,1.0,1.2,1.0,1.2,6.0,7.22,,,19.0,22.89,1.0,1.2,,,,,,,1.0,1.2,,,3.0,3.61,3.0,3.61,,,,,21.0,25.3,13.0,15.66,,,,,,,,,1.0,1.2,10.0,12.04,,,3.0,3.61
7,Prešovský kraj,708,Svidník,712,Svidník,519332,Kobylnice,1,60,,,1.0,1.66,3.0,5.0,,,1.0,1.66,,,,,,,,,,,,,1.0,1.66,2.0,3.33,,,,,31.0,51.66,15.0,25.0,,,,,,,,,1.0,1.66,3.0,5.0,,,2.0,3.33
7,Prešovský kraj,708,Svidník,712,Svidník,527394,Korejovce,1,54,,,,,6.0,11.11,,,2.0,3.7,,,,,,,,,,,,,3.0,5.55,2.0,3.7,,,1.0,1.85,12.0,22.22,14.0,25.92,,,,,,,1.0,1.85,,,5.0,9.25,,,8.0,14.81
7,Prešovský kraj,708,Svidník,712,Svidník,519391,Kračúnovce,1,674,,,1.0,0.14,45.0,6.67,2.0,0.29,54.0,8.01,2.0,0.29,,,,,,,,,,,19.0,2.81,29.0,4.3,1.0,0.14,37.0,5.48,146.0,21.66,123.0,18.24,,,,,,,,,20.0,2.96,153.0,22.7,,,42.0,6.23
7,Prešovský kraj,708,Svidník,712,Svidník,527424,Krajná Bystrá,1,176,3.0,1.7,,,4.0,2.27,,,54.0,30.68,,,1.0,0.56,,,,,,,,,6.0,3.4,3.0,1.7,,,13.0,7.38,30.0,17.04,51.0,28.97,1.0,0.56,,,,,2.0,1.13,,,4.0,2.27,,,4.0,2.27
7,Prešovský kraj,708,Svidník,712,Svidník,527432,Krajná Poľana,1,94,1.0,1.06,,,3.0,3.19,,,24.0,25.53,,,,,,,,,,,,,1.0,1.06,2.0,2.12,,,4.0,4.25,28.0,29.78,16.0,17.02,,,3.0,3.19,1.0,1.06,2.0,2.12,1.0,1.06,4.0,4.25,,,4.0,4.25
7,Prešovský kraj,708,Svidník,712,Svidník,527441,Krajná Porúbka,1,31,,,,,1.0,3.22,,,1.0,3.22,,,,,,,,,,,,,2.0,6.45,,,,,2.0,6.45,13.0,41.93,3.0,9.67,,,,,,,1.0,3.22,,,,,,,8.0,25.8
7,Prešovský kraj,708,Svidník,712,Svidník,527459,Krajné Čierno,1,54,,,,,6.0,11.11,,,4.0,7.4,1.0,1.85,,,,,,,,,,,4.0,7.4,3.0,5.55,,,2.0,3.7,9.0,16.66,23.0,42.59,,,,,,,,,,,2.0,3.7,,,,
7,Prešovský kraj,708,Svidník,712,Svidník,527483,Kružlová,1,294,2.0,0.68,1.0,0.34,7.0,2.38,1.0,0.34,146.0,49.65,,,,,,,,,,,,,6.0,2.04,6.0,2.04,,,16.0,5.44,54.0,18.36,46.0,15.64,,,,,,,,,2.0,0.68,5.0,1.7,,,2.0,0.68
7,Prešovský kraj,708,Svidník,712,Svidník,519448,Kuková,1,385,2.0,0.51,,,37.0,9.61,,,33.0,8.57,1.0,0.25,,,,,,,,,,,13.0,3.37,12.0,3.11,,,20.0,5.19,87.0,22.59,82.0,21.29,,,,,,,1.0,0.25,8.0,2.07,59.0,15.32,,,30.0,7.79
7,Prešovský kraj,708,Svidník,712,Svidník,527491,Kurimka,1,184,,,,,2.0,1.08,,,13.0,7.06,2.0,1.08,,,,,,,,,,,4.0,2.17,3.0,1.63,,,10.0,5.43,74.0,40.21,48.0,26.08,1.0,0.54,,,,,1.0,0.54,1.0,0.54,11.0,5.97,,,14.0,7.6
7,Prešovský kraj,708,Svidník,712,Svidník,527505,Ladomirová,1,446,,,,,20.0,4.48,2.0,0.44,143.0,32.06,2.0,0.44,,,,,1.0,0.22,,,,,3.0,0.67,2.0,0.44,,,25.0,5.6,120.0,26.9,92.0,20.62,,,,,,,5.0,1.12,2.0,0.44,17.0,3.81,,,12.0,2.69
7,Prešovský kraj,708,Svidník,712,Svidník,519537,Lúčka,1,291,1.0,0.34,,,21.0,7.21,1.0,0.34,22.0,7.56,,,,,,,,,,,,,9.0,3.09,15.0,5.15,,,6.0,2.06,55.0,18.9,43.0,14.77,,,1.0,0.34,,,,,6.0,2.06,94.0,32.3,,,17.0,5.84
7,Prešovský kraj,708,Svidník,712,Svidník,519561,Lužany pri Topli,1,147,,,,,17.0,11.56,,,15.0,10.2,1.0,0.68,,,,,,,,,,,9.0,6.12,5.0,3.4,,,5.0,3.4,35.0,23.8,45.0,30.61,,,,,,,,,7.0,4.76,7.0,4.76,,,1.0,0.68
7,Prešovský kraj,708,Svidník,712,Svidník,527548,Matovce,1,67,,,,,1.0,1.49,,,3.0,4.47,,,,,,,,,,,,,1.0,1.49,1.0,1.49,,,10.0,14.92,16.0,23.88,21.0,31.34,,,,,,,,,1.0,1.49,11.0,16.41,,,2.0,2.98
7,Prešovský kraj,708,Svidník,712,Svidník,527556,Medvedie,1,35,,,,,3.0,8.57,,,,,1.0,2.85,,,,,,,,,,,,,1.0,2.85,,,1.0,2.85,18.0,51.42,7.0,20.0,,,,,,,,,,,1.0,2.85,,,3.0,8.57
7,Prešovský kraj,708,Svidník,712,Svidník,527564,Mestisko,1,251,,,,,10.0,3.98,1.0,0.39,3.0,1.19,,,,,,,,,,,,,10.0,3.98,4.0,1.59,1.0,0.39,27.0,10.75,90.0,35.85,58.0,23.1,,,,,,,1.0,0.39,1.0,0.39,28.0,11.15,,,17.0,6.77
7,Prešovský kraj,708,Svidník,712,Svidník,519596,Mičakovce,1,69,,,,,1.0,1.44,,,,,,,,,,,,,,,,,,,1.0,1.44,,,10.0,14.49,32.0,46.37,11.0,15.94,,,,,,,1.0,1.44,,,3.0,4.34,,,10.0,14.49
7,Prešovský kraj,708,Svidník,712,Svidník,527599,Miroľa,1,45,,,,,1.0,2.22,,,1.0,2.22,,,,,,,,,,,,,1.0,2.22,,,,,3.0,6.66,25.0,55.55,7.0,15.55,,,,,,,2.0,4.44,,,5.0,11.11,,,,
7,Prešovský kraj,708,Svidník,712,Svidník,527602,Mlynárovce,1,128,,,2.0,1.56,1.0,0.78,,,22.0,17.18,,,,,,,,,,,1.0,0.78,,,5.0,3.9,,,10.0,7.81,45.0,35.15,26.0,20.31,,,,,,,,,,,9.0,7.03,,,7.0,5.46
7,Prešovský kraj,708,Svidník,712,Svidník,527629,Nižná Jedľová,1,77,1.0,1.29,,,10.0,12.98,,,5.0,6.49,,,,,,,,,,,,,3.0,3.89,2.0,2.59,,,8.0,10.38,26.0,33.76,8.0,10.38,,,,,,,1.0,1.29,7.0,9.09,3.0,3.89,,,3.0,3.89
7,Prešovský kraj,708,Svidník,712,Svidník,527645,Nižná Pisaná,1,60,,,,,3.0,5.0,1.0,1.66,2.0,3.33,,,,,,,,,,,,,4.0,6.66,1.0,1.66,,,3.0,5.0,26.0,43.33,14.0,23.33,,,,,,,,,1.0,1.66,4.0,6.66,,,1.0,1.66
