Kód kraja,Názov kraja,Kód územného obvodu,Názov územného obvodu,Kód okresu,Názov okresu,Kód obce,Názov obce,Okrsok,Počet platných hlasov spolu,Počet platných hlasov za Piráti,Podiel platných hlasov v % za Piráti,Počet platných hlasov za PRINCÍP,Podiel platných hlasov v % za PRINCÍP,Počet platných hlasov za PS,Podiel platných hlasov v % za PS,Počet platných hlasov za SOS,Podiel platných hlasov v % za SOS,"Počet platných hlasov za OĽANO A PRIATELIA, KÚ a ZA ĽUDÍ","Podiel platných hlasov v % za OĽANO A PRIATELIA, KÚ a ZA ĽUDÍ",Počet platných hlasov za KSS,Podiel platných hlasov v % za KSS,"Počet platných hlasov za MF, ODS, ZR, RK, DS","Podiel platných hlasov v % za MF, ODS, ZR, RK, DS",Počet platných hlasov za VB,Podiel platných hlasov v % za VB,Počet platných hlasov za MM,Podiel platných hlasov v % za MM,Počet platných hlasov za SPRAVODLIVOSŤ,Podiel platných hlasov v % za SPRAVODLIVOSŤ,Počet platných hlasov za SHO,Podiel platných hlasov v % za SHO,Počet platných hlasov za SaS,Podiel platných hlasov v % za SaS,Počet platných hlasov za SME RODINA,Podiel platných hlasov v % za SME RODINA,Počet platných hlasov za MySlovensko,Podiel platných hlasov v % za MySlovensko,Počet platných hlasov za SNS,Podiel platných hlasov v % za SNS,Počet platných hlasov za SMER - SD,Podiel platných hlasov v % za SMER - SD,Počet platných hlasov za HLAS - SD,Podiel platných hlasov v % za HLAS - SD,Počet platných hlasov za SZÖVETSÉG - ALIANCIA,Podiel platných hlasov v % za SZÖVETSÉG - ALIANCIA,Počet platných hlasov za SRDCE - SNJ,Podiel platných hlasov v % za SRDCE - SNJ,Počet platných hlasov za SDKÚ - DS,Podiel platných hlasov v % za SDKÚ - DS,Počet platných hlasov za ĽSNS,Podiel platných hlasov v % za ĽSNS,Počet platných hlasov za Demokrati,Podiel platných hlasov v % za Demokrati,Počet platných hlasov za KDH,Podiel platných hlasov v % za KDH,Počet platných hlasov za KARMA,Podiel platných hlasov v % za KARMA,Počet platných hlasov za REPUBLIKA,Podiel platných hlasov v % za REPUBLIKA
5,Žilinský kraj,501,Čadca,502,Čadca,509248,Krásno nad Kysucou,4,601,2.0,0.33,,,61.0,10.14,1.0,0.16,25.0,4.15,3.0,0.49,,,,,,,1.0,0.16,,,20.0,3.32,12.0,1.99,,,50.0,8.31,249.0,41.43,90.0,14.97,1.0,0.16,,,,,2.0,0.33,6.0,0.99,34.0,5.65,,,44.0,7.32
5,Žilinský kraj,501,Čadca,502,Čadca,509248,Krásno nad Kysucou,5,584,2.0,0.34,,,50.0,8.56,,,28.0,4.79,1.0,0.17,,,,,,,,,,,30.0,5.13,6.0,1.02,,,65.0,11.13,201.0,34.41,80.0,13.69,,,1.0,0.17,,,2.0,0.34,15.0,2.56,67.0,11.47,,,36.0,6.16
5,Žilinský kraj,501,Čadca,502,Čadca,509248,Krásno nad Kysucou,6,502,1.0,0.19,,,52.0,10.35,1.0,0.19,26.0,5.17,3.0,0.59,,,,,,,,,,,5.0,0.99,7.0,1.39,,,46.0,9.16,202.0,40.23,101.0,20.11,,,,,,,4.0,0.79,3.0,0.59,14.0,2.78,,,37.0,7.37
5,Žilinský kraj,501,Čadca,502,Čadca,509299,Makov,1,606,,,,,114.0,18.81,,,39.0,6.43,1.0,0.16,,,,,,,,,,,43.0,7.09,15.0,2.47,1.0,0.16,27.0,4.45,172.0,28.38,115.0,18.97,,,,,,,6.0,0.99,12.0,1.98,30.0,4.95,,,31.0,5.11
5,Žilinský kraj,501,Čadca,502,Čadca,509299,Makov,2,524,1.0,0.19,,,92.0,17.55,1.0,0.19,44.0,8.39,3.0,0.57,,,,,1.0,0.19,,,,,29.0,5.53,4.0,0.76,,,25.0,4.77,176.0,33.58,95.0,18.12,,,,,1.0,0.19,5.0,0.95,6.0,1.14,18.0,3.43,,,23.0,4.38
5,Žilinský kraj,501,Čadca,502,Čadca,509311,Nová Bystrica,1,1054,1.0,0.09,1.0,0.09,68.0,6.45,1.0,0.09,38.0,3.6,1.0,0.09,,,,,,,,,,,32.0,3.03,7.0,0.66,,,77.0,7.3,529.0,50.18,140.0,13.28,,,,,,,5.0,0.47,7.0,0.66,34.0,3.22,,,113.0,10.72
5,Žilinský kraj,501,Čadca,502,Čadca,509311,Nová Bystrica,2,432,1.0,0.23,,,34.0,7.87,1.0,0.23,25.0,5.78,,,,,,,,,,,,,11.0,2.54,4.0,0.92,,,28.0,6.48,173.0,40.04,82.0,18.98,,,1.0,0.23,,,2.0,0.46,3.0,0.69,29.0,6.71,,,38.0,8.79
5,Žilinský kraj,501,Čadca,502,Čadca,509337,Olešná,1,705,1.0,0.14,,,62.0,8.79,1.0,0.14,31.0,4.39,1.0,0.14,,,,,,,,,1.0,0.14,27.0,3.82,8.0,1.13,,,48.0,6.8,279.0,39.57,137.0,19.43,,,1.0,0.14,,,10.0,1.41,13.0,1.84,33.0,4.68,3.0,0.42,49.0,6.95
5,Žilinský kraj,501,Čadca,502,Čadca,509337,Olešná,2,420,,,,,36.0,8.57,2.0,0.47,25.0,5.95,3.0,0.71,,,,,,,,,,,20.0,4.76,3.0,0.71,,,32.0,7.61,175.0,41.66,82.0,19.52,,,1.0,0.23,,,3.0,0.71,9.0,2.14,11.0,2.61,,,18.0,4.28
5,Žilinský kraj,501,Čadca,502,Čadca,509345,Oščadnica,1,369,,,1.0,0.27,31.0,8.4,1.0,0.27,18.0,4.87,,,,,,,,,,,,,15.0,4.06,6.0,1.62,,,44.0,11.92,129.0,34.95,68.0,18.42,,,,,1.0,0.27,1.0,0.27,3.0,0.81,33.0,8.94,,,18.0,4.87
5,Žilinský kraj,501,Čadca,502,Čadca,509345,Oščadnica,2,488,1.0,0.2,,,69.0,14.13,,,19.0,3.89,,,,,,,,,1.0,0.2,,,25.0,5.12,2.0,0.4,,,54.0,11.06,187.0,38.31,67.0,13.72,,,1.0,0.2,,,3.0,0.61,9.0,1.84,26.0,5.32,,,24.0,4.91
5,Žilinský kraj,501,Čadca,502,Čadca,509345,Oščadnica,3,746,3.0,0.4,,,119.0,15.95,,,39.0,5.22,1.0,0.13,,,,,,,,,,,27.0,3.61,14.0,1.87,,,84.0,11.26,225.0,30.16,116.0,15.54,,,1.0,0.13,,,2.0,0.26,18.0,2.41,51.0,6.83,,,46.0,6.16
5,Žilinský kraj,501,Čadca,502,Čadca,509345,Oščadnica,4,569,2.0,0.35,1.0,0.17,61.0,10.72,1.0,0.17,20.0,3.51,1.0,0.17,,,,,2.0,0.35,,,,,17.0,2.98,6.0,1.05,2.0,0.35,82.0,14.41,211.0,37.08,85.0,14.93,,,,,1.0,0.17,6.0,1.05,8.0,1.4,26.0,4.56,1.0,0.17,36.0,6.32
5,Žilinský kraj,501,Čadca,502,Čadca,509345,Oščadnica,5,623,1.0,0.16,,,65.0,10.43,5.0,0.8,25.0,4.01,1.0,0.16,,,,,,,,,,,26.0,4.17,12.0,1.92,,,62.0,9.95,240.0,38.52,95.0,15.24,,,,,2.0,0.32,4.0,0.64,6.0,0.96,43.0,6.9,,,36.0,5.77
5,Žilinský kraj,501,Čadca,502,Čadca,509345,Oščadnica,6,643,1.0,0.15,,,65.0,10.1,,,45.0,6.99,1.0,0.15,,,,,,,,,,,30.0,4.66,13.0,2.02,1.0,0.15,57.0,8.86,232.0,36.08,118.0,18.35,,,,,1.0,0.15,5.0,0.77,10.0,1.55,43.0,6.68,,,21.0,3.26
5,Žilinský kraj,501,Čadca,502,Čadca,509361,Podvysoká,1,778,1.0,0.12,,,81.0,10.41,2.0,0.25,36.0,4.62,1.0,0.12,,,1.0,0.12,1.0,0.12,,,,,17.0,2.18,13.0,1.67,1.0,0.12,80.0,10.28,297.0,38.17,151.0,19.4,,,1.0,0.12,,,12.0,1.54,11.0,1.41,24.0,3.08,,,48.0,6.16
5,Žilinský kraj,501,Čadca,502,Čadca,509396,Radôstka,1,524,1.0,0.19,,,30.0,5.72,2.0,0.38,25.0,4.77,1.0,0.19,,,,,,,,,,,11.0,2.09,9.0,1.71,,,36.0,6.87,282.0,53.81,65.0,12.4,,,,,,,2.0,0.38,2.0,0.38,25.0,4.77,,,33.0,6.29
5,Žilinský kraj,501,Čadca,502,Čadca,509400,Raková,1,558,,,,,78.0,13.97,,,30.0,5.37,1.0,0.17,1.0,0.17,,,,,1.0,0.17,,,21.0,3.76,6.0,1.07,,,39.0,6.98,184.0,32.97,111.0,19.89,,,,,,,3.0,0.53,10.0,1.79,36.0,6.45,,,37.0,6.63
5,Žilinský kraj,501,Čadca,502,Čadca,509400,Raková,2,983,2.0,0.2,,,139.0,14.14,1.0,0.1,48.0,4.88,2.0,0.2,,,1.0,0.1,,,,,1.0,0.1,37.0,3.76,12.0,1.22,1.0,0.1,50.0,5.08,311.0,31.63,205.0,20.85,,,,,,,7.0,0.71,18.0,1.83,95.0,9.66,,,53.0,5.39
5,Žilinský kraj,501,Čadca,502,Čadca,509400,Raková,3,931,,,,,119.0,12.78,1.0,0.1,50.0,5.37,3.0,0.32,,,,,,,1.0,0.1,,,33.0,3.54,11.0,1.18,,,74.0,7.94,279.0,29.96,185.0,19.87,,,1.0,0.1,,,7.0,0.75,9.0,0.96,97.0,10.41,2.0,0.21,59.0,6.33
5,Žilinský kraj,501,Čadca,502,Čadca,509400,Raková,4,651,1.0,0.15,1.0,0.15,64.0,9.83,,,30.0,4.6,4.0,0.61,,,,,,,,,,,26.0,3.99,21.0,3.22,,,55.0,8.44,238.0,36.55,113.0,17.35,,,,,,,6.0,0.92,13.0,1.99,52.0,7.98,,,27.0,4.14
5,Žilinský kraj,501,Čadca,502,Čadca,509451,Skalité,1,748,1.0,0.13,,,58.0,7.75,1.0,0.13,16.0,2.13,2.0,0.26,,,,,,,,,,,16.0,2.13,9.0,1.2,,,49.0,6.55,317.0,42.37,184.0,24.59,,,2.0,0.26,,,10.0,1.33,11.0,1.47,29.0,3.87,,,43.0,5.74
5,Žilinský kraj,501,Čadca,502,Čadca,509451,Skalité,2,507,3.0,0.59,,,29.0,5.71,,,21.0,4.14,,,,,1.0,0.19,,,,,1.0,0.19,11.0,2.16,3.0,0.59,,,23.0,4.53,185.0,36.48,160.0,31.55,,,1.0,0.19,,,5.0,0.98,4.0,0.78,44.0,8.67,1.0,0.19,15.0,2.95
5,Žilinský kraj,501,Čadca,502,Čadca,509451,Skalité,3,821,1.0,0.12,1.0,0.12,67.0,8.16,,,33.0,4.01,,,1.0,0.12,,,,,,,,,28.0,3.41,2.0,0.24,,,54.0,6.57,319.0,38.85,202.0,24.6,,,1.0,0.12,,,16.0,1.94,13.0,1.58,50.0,6.09,,,33.0,4.01
5,Žilinský kraj,501,Čadca,502,Čadca,509451,Skalité,4,861,3.0,0.34,,,77.0,8.94,,,32.0,3.71,,,1.0,0.11,,,,,,,,,31.0,3.6,17.0,1.97,,,52.0,6.03,286.0,33.21,238.0,27.64,,,,,,,11.0,1.27,15.0,1.74,58.0,6.73,,,40.0,4.64
5,Žilinský kraj,501,Čadca,502,Čadca,509477,Stará Bystrica,1,764,1.0,0.13,,,55.0,7.19,,,31.0,4.05,1.0,0.13,,,1.0,0.13,,,,,,,21.0,2.74,14.0,1.83,,,61.0,7.98,420.0,54.97,74.0,9.68,1.0,0.13,,,,,7.0,0.91,5.0,0.65,26.0,3.4,,,46.0,6.02
5,Žilinský kraj,501,Čadca,502,Čadca,509477,Stará Bystrica,2,975,1.0,0.1,,,100.0,10.25,1.0,0.1,43.0,4.41,1.0,0.1,,,,,1.0,0.1,,,,,23.0,2.35,4.0,0.41,1.0,0.1,53.0,5.43,514.0,52.71,93.0,9.53,,,,,,,2.0,0.2,10.0,1.02,81.0,8.3,1.0,0.1,46.0,4.71
5,Žilinský kraj,501,Čadca,502,Čadca,509485,Staškov,1,821,,,,,59.0,7.18,,,37.0,4.5,4.0,0.48,,,,,,,,,,,24.0,2.92,9.0,1.09,,,68.0,8.28,346.0,42.14,165.0,20.09,1.0,0.12,,,,,3.0,0.36,20.0,2.43,46.0,5.6,,,39.0,4.75
5,Žilinský kraj,501,Čadca,502,Čadca,509485,Staškov,2,732,,,1.0,0.13,62.0,8.46,1.0,0.13,33.0,4.5,,,,,,,,,1.0,0.13,,,23.0,3.14,8.0,1.09,,,68.0,9.28,289.0,39.48,163.0,22.26,,,,,,,1.0,0.13,18.0,2.45,24.0,3.27,1.0,0.13,39.0,5.32
5,Žilinský kraj,501,Čadca,502,Čadca,509493,Svrčinovec,1,813,1.0,0.12,,,71.0,8.73,,,34.0,4.18,1.0,0.12,,,1.0,0.12,,,,,1.0,0.12,25.0,3.07,9.0,1.1,,,60.0,7.38,326.0,40.09,186.0,22.87,,,,,,,7.0,0.86,5.0,0.61,41.0,5.04,1.0,0.12,44.0,5.41
5,Žilinský kraj,501,Čadca,502,Čadca,509493,Svrčinovec,2,838,4.0,0.47,1.0,0.11,95.0,11.33,1.0,0.11,41.0,4.89,4.0,0.47,,,,,,,1.0,0.11,,,32.0,3.81,15.0,1.78,,,73.0,8.71,291.0,34.72,167.0,19.92,,,,,1.0,0.11,17.0,2.02,13.0,1.55,41.0,4.89,1.0,0.11,40.0,4.77
5,Žilinský kraj,501,Čadca,502,Čadca,509493,Svrčinovec,3,227,2.0,0.88,,,19.0,8.37,,,8.0,3.52,,,,,,,,,,,,,2.0,0.88,3.0,1.32,,,7.0,3.08,78.0,34.36,85.0,37.44,,,,,,,3.0,1.32,4.0,1.76,5.0,2.2,,,11.0,4.84
5,Žilinský kraj,501,Čadca,502,Čadca,509507,Turzovka,1,562,,,,,68.0,12.09,1.0,0.17,15.0,2.66,2.0,0.35,,,,,1.0,0.17,,,,,28.0,4.98,1.0,0.17,,,36.0,6.4,208.0,37.01,126.0,22.41,,,,,,,6.0,1.06,8.0,1.42,18.0,3.2,,,44.0,7.82
5,Žilinský kraj,501,Čadca,502,Čadca,509507,Turzovka,2,716,1.0,0.13,,,87.0,12.15,,,25.0,3.49,2.0,0.27,,,,,,,,,,,18.0,2.51,7.0,0.97,,,37.0,5.16,301.0,42.03,140.0,19.55,,,,,1.0,0.13,8.0,1.11,9.0,1.25,34.0,4.74,,,46.0,6.42
5,Žilinský kraj,501,Čadca,502,Čadca,509507,Turzovka,3,701,2.0,0.28,,,95.0,13.55,,,55.0,7.84,1.0,0.14,,,,,1.0,0.14,,,,,23.0,3.28,5.0,0.71,,,50.0,7.13,229.0,32.66,133.0,18.97,1.0,0.14,1.0,0.14,,,9.0,1.28,12.0,1.71,32.0,4.56,,,52.0,7.41
5,Žilinský kraj,501,Čadca,502,Čadca,509507,Turzovka,4,801,3.0,0.37,,,81.0,10.11,,,50.0,6.24,2.0,0.24,,,,,1.0,0.12,,,,,46.0,5.74,12.0,1.49,,,65.0,8.11,306.0,38.2,151.0,18.85,,,,,,,5.0,0.62,10.0,1.24,20.0,2.49,2.0,0.24,47.0,5.86
5,Žilinský kraj,501,Čadca,502,Čadca,509507,Turzovka,5,690,1.0,0.14,,,51.0,7.39,1.0,0.14,37.0,5.36,2.0,0.28,,,,,1.0,0.14,,,,,13.0,1.88,14.0,2.02,1.0,0.14,40.0,5.79,276.0,40.0,156.0,22.6,,,,,,,6.0,0.86,7.0,1.01,35.0,5.07,,,49.0,7.1
5,Žilinský kraj,501,Čadca,502,Čadca,509507,Turzovka,6,479,,,,,31.0,6.47,1.0,0.2,17.0,3.54,2.0,0.41,,,,,,,,,,,1.0,0.2,3.0,0.62,,,32.0,6.68,221.0,46.13,113.0,23.59,,,,,,,8.0,1.67,3.0,0.62,14.0,2.92,,,33.0,6.88
5,Žilinský kraj,501,Čadca,502,Čadca,509515,Vysoká nad Kysucou,1,798,1.0,0.12,,,73.0,9.14,,,62.0,7.76,2.0,0.25,,,,,,,,,,,24.0,3.0,22.0,2.75,3.0,0.37,24.0,3.0,294.0,36.84,203.0,25.43,,,1.0,0.12,,,7.0,0.87,7.0,0.87,30.0,3.75,,,45.0,5.63
5,Žilinský kraj,501,Čadca,502,Čadca,509515,Vysoká nad Kysucou,2,324,1.0,0.3,,,37.0,11.41,,,28.0,8.64,,,,,,,1.0,0.3,,,,,14.0,4.32,8.0,2.46,,,11.0,3.39,96.0,29.62,84.0,25.92,,,,,,,4.0,1.23,2.0,0.61,15.0,4.62,,,23.0,7.09
5,Žilinský kraj,501,Čadca,502,Čadca,509515,Vysoká nad Kysucou,3,284,1.0,0.35,,,28.0,9.85,,,7.0,2.46,1.0,0.35,,,,,,,,,,,6.0,2.11,3.0,1.05,1.0,0.35,18.0,6.33,112.0,39.43,77.0,27.11,,,,,,,1.0,0.35,1.0,0.35,15.0,5.28,,,13.0,4.57
5,Žilinský kraj,501,Čadca,502,Čadca,509523,Zákopčie,1,517,3.0,0.58,,,32.0,6.18,,,41.0,7.93,,,,,,,,,1.0,0.19,,,13.0,2.51,7.0,1.35,,,36.0,6.96,224.0,43.32,85.0,16.44,,,,,,,10.0,1.93,10.0,1.93,21.0,4.06,,,34.0,6.57
5,Žilinský kraj,501,Čadca,502,Čadca,509523,Zákopčie,2,437,,,,,34.0,7.78,,,29.0,6.63,2.0,0.45,,,,,,,,,,,13.0,2.97,6.0,1.37,,,30.0,6.86,163.0,37.29,65.0,14.87,,,,,,,8.0,1.83,9.0,2.05,29.0,6.63,1.0,0.22,48.0,10.98
5,Žilinský kraj,501,Čadca,502,Čadca,509531,Zborov nad Bystricou,1,672,,,,,50.0,7.44,1.0,0.14,16.0,2.38,1.0,0.14,,,,,,,,,,,16.0,2.38,14.0,2.08,,,38.0,5.65,299.0,44.49,133.0,19.79,,,,,1.0,0.14,8.0,1.19,9.0,1.33,26.0,3.86,,,60.0,8.92
5,Žilinský kraj,501,Čadca,502,Čadca,509531,Zborov nad Bystricou,2,629,,,,,32.0,5.08,1.0,0.15,31.0,4.92,,,,,1.0,0.15,,,,,,,12.0,1.9,9.0,1.43,,,56.0,8.9,287.0,45.62,105.0,16.69,,,,,,,1.0,0.15,7.0,1.11,37.0,5.88,,,50.0,7.94
5,Žilinský kraj,502,Dolný Kubín,503,Dolný Kubín,580813,Bziny,1,329,,,,,45.0,13.67,1.0,0.3,37.0,11.24,3.0,0.91,,,,,1.0,0.3,,,,,17.0,5.16,11.0,3.34,,,25.0,7.59,49.0,14.89,30.0,9.11,,,,,,,7.0,2.12,12.0,3.64,68.0,20.66,1.0,0.3,22.0,6.68
5,Žilinský kraj,502,Dolný Kubín,503,Dolný Kubín,509639,Dlhá nad Oravou,1,824,,,1.0,0.12,88.0,10.67,,,88.0,10.67,1.0,0.12,,,,,,,1.0,0.12,,,37.0,4.49,39.0,4.73,,,50.0,6.06,154.0,18.68,127.0,15.41,,,,,2.0,0.24,6.0,0.72,30.0,3.64,169.0,20.5,1.0,0.12,30.0,3.64
5,Žilinský kraj,502,Dolný Kubín,503,Dolný Kubín,509540,Dolný Kubín,1,165,,,,,20.0,12.12,,,17.0,10.3,,,,,,,,,,,,,10.0,6.06,1.0,0.6,,,4.0,2.42,37.0,22.42,29.0,17.57,,,,,,,2.0,1.21,5.0,3.03,35.0,21.21,1.0,0.6,4.0,2.42
5,Žilinský kraj,502,Dolný Kubín,503,Dolný Kubín,509540,Dolný Kubín,2,541,,,,,68.0,12.56,1.0,0.18,58.0,10.72,1.0,0.18,,,,,,,,,2.0,0.36,31.0,5.73,11.0,2.03,,,31.0,5.73,94.0,17.37,61.0,11.27,,,,,,,,,28.0,5.17,131.0,24.21,,,24.0,4.43
5,Žilinský kraj,502,Dolný Kubín,503,Dolný Kubín,509540,Dolný Kubín,3,514,,,,,100.0,19.45,,,45.0,8.75,1.0,0.19,,,,,1.0,0.19,4.0,0.77,,,39.0,7.58,9.0,1.75,,,21.0,4.08,108.0,21.01,87.0,16.92,,,2.0,0.38,,,1.0,0.19,32.0,6.22,50.0,9.72,,,14.0,2.72
5,Žilinský kraj,502,Dolný Kubín,503,Dolný Kubín,509540,Dolný Kubín,4,630,1.0,0.15,1.0,0.15,115.0,18.25,,,65.0,10.31,4.0,0.63,,,,,,,,,,,54.0,8.57,5.0,0.79,1.0,0.15,50.0,7.93,110.0,17.46,84.0,13.33,,,,,,,5.0,0.79,29.0,4.6,82.0,13.01,1.0,0.15,23.0,3.65
5,Žilinský kraj,502,Dolný Kubín,503,Dolný Kubín,509540,Dolný Kubín,5,536,,,1.0,0.18,89.0,16.6,1.0,0.18,75.0,13.99,1.0,0.18,,,,,1.0,0.18,,,,,38.0,7.08,14.0,2.61,,,39.0,7.27,103.0,19.21,62.0,11.56,3.0,0.55,2.0,0.37,,,5.0,0.93,9.0,1.67,71.0,13.24,,,22.0,4.1
5,Žilinský kraj,502,Dolný Kubín,503,Dolný Kubín,509540,Dolný Kubín,6,509,3.0,0.58,,,89.0,17.48,,,28.0,5.5,,,1.0,0.19,,,,,,,,,57.0,11.19,9.0,1.76,,,27.0,5.3,95.0,18.66,59.0,11.59,,,,,,,3.0,0.58,23.0,4.51,103.0,20.23,,,12.0,2.35
5,Žilinský kraj,502,Dolný Kubín,503,Dolný Kubín,509540,Dolný Kubín,7,565,3.0,0.53,,,115.0,20.35,,,38.0,6.72,,,,,,,1.0,0.17,,,,,45.0,7.96,10.0,1.76,1.0,0.17,37.0,6.54,89.0,15.75,99.0,17.52,,,1.0,0.17,,,3.0,0.53,27.0,4.77,59.0,10.44,2.0,0.35,35.0,6.19
5,Žilinský kraj,502,Dolný Kubín,503,Dolný Kubín,509540,Dolný Kubín,8,793,4.0,0.5,1.0,0.12,153.0,19.29,1.0,0.12,51.0,6.43,5.0,0.63,,,1.0,0.12,,,,,,,55.0,6.93,11.0,1.38,1.0,0.12,58.0,7.31,175.0,22.06,114.0,14.37,,,1.0,0.12,,,4.0,0.5,38.0,4.79,83.0,10.46,,,37.0,4.66
5,Žilinský kraj,502,Dolný Kubín,503,Dolný Kubín,509540,Dolný Kubín,9,722,2.0,0.27,1.0,0.13,153.0,21.19,1.0,0.13,54.0,7.47,4.0,0.55,,,,,4.0,0.55,1.0,0.13,1.0,0.13,58.0,8.03,25.0,3.46,3.0,0.41,61.0,8.44,127.0,17.59,95.0,13.15,,,1.0,0.13,,,6.0,0.83,19.0,2.63,72.0,9.97,4.0,0.55,30.0,4.15
5,Žilinský kraj,502,Dolný Kubín,503,Dolný Kubín,509540,Dolný Kubín,10,598,6.0,1.0,,,127.0,21.23,,,49.0,8.19,2.0,0.33,,,,,,,,,,,53.0,8.86,14.0,2.34,,,46.0,7.69,107.0,17.89,97.0,16.22,,,,,1.0,0.16,6.0,1.0,14.0,2.34,57.0,9.53,,,19.0,3.17
5,Žilinský kraj,502,Dolný Kubín,503,Dolný Kubín,509540,Dolný Kubín,11,763,2.0,0.26,1.0,0.13,141.0,18.47,,,60.0,7.86,4.0,0.52,1.0,0.13,,,1.0,0.13,,,,,40.0,5.24,13.0,1.7,3.0,0.39,63.0,8.25,156.0,20.44,110.0,14.41,,,2.0,0.26,2.0,0.26,7.0,0.91,31.0,4.06,94.0,12.31,1.0,0.13,31.0,4.06
5,Žilinský kraj,502,Dolný Kubín,503,Dolný Kubín,509540,Dolný Kubín,12,689,5.0,0.72,,,125.0,18.14,1.0,0.14,52.0,7.54,3.0,0.43,,,1.0,0.14,,,,,1.0,0.14,43.0,6.24,8.0,1.16,,,41.0,5.95,153.0,22.2,107.0,15.52,,,,,1.0,0.14,8.0,1.16,29.0,4.2,85.0,12.33,,,26.0,3.77
5,Žilinský kraj,502,Dolný Kubín,503,Dolný Kubín,509540,Dolný Kubín,13,550,3.0,0.54,,,113.0,20.54,,,50.0,9.09,4.0,0.72,,,,,,,,,,,38.0,6.9,15.0,2.72,,,47.0,8.54,86.0,15.63,84.0,15.27,,,,,,,4.0,0.72,24.0,4.36,56.0,10.18,1.0,0.18,25.0,4.54
5,Žilinský kraj,502,Dolný Kubín,503,Dolný Kubín,509540,Dolný Kubín,14,393,,,,,80.0,20.35,,,28.0,7.12,2.0,0.5,,,1.0,0.25,1.0,0.25,,,,,41.0,10.43,8.0,2.03,,,22.0,5.59,74.0,18.82,57.0,14.5,1.0,0.25,,,,,,,24.0,6.1,33.0,8.39,,,21.0,5.34
5,Žilinský kraj,502,Dolný Kubín,503,Dolný Kubín,509540,Dolný Kubín,15,574,,,,,100.0,17.42,1.0,0.17,53.0,9.23,5.0,0.87,,,,,,,,,,,49.0,8.53,16.0,2.78,,,29.0,5.05,118.0,20.55,104.0,18.11,,,,,1.0,0.17,2.0,0.34,23.0,4.0,57.0,9.93,1.0,0.17,15.0,2.61
5,Žilinský kraj,502,Dolný Kubín,503,Dolný Kubín,509540,Dolný Kubín,16,570,1.0,0.17,,,141.0,24.73,,,37.0,6.49,8.0,1.4,,,,,1.0,0.17,1.0,0.17,,,52.0,9.12,7.0,1.22,,,29.0,5.08,93.0,16.31,93.0,16.31,,,,,,,6.0,1.05,21.0,3.68,62.0,10.87,,,18.0,3.15
5,Žilinský kraj,502,Dolný Kubín,503,Dolný Kubín,509540,Dolný Kubín,17,463,,,,,94.0,20.3,,,23.0,4.96,,,1.0,0.21,,,1.0,0.21,1.0,0.21,,,52.0,11.23,7.0,1.51,,,33.0,7.12,88.0,19.0,65.0,14.03,,,,,,,1.0,0.21,31.0,6.69,47.0,10.15,,,19.0,4.1
5,Žilinský kraj,502,Dolný Kubín,503,Dolný Kubín,509540,Dolný Kubín,18,198,,,,,47.0,23.73,,,10.0,5.05,,,,,1.0,0.5,,,,,,,30.0,15.15,5.0,2.52,,,6.0,3.03,44.0,22.22,22.0,11.11,,,,,,,3.0,1.51,6.0,3.03,19.0,9.59,,,5.0,2.52
5,Žilinský kraj,502,Dolný Kubín,503,Dolný Kubín,509671,Horná Lehota,1,338,1.0,0.29,,,45.0,13.31,,,18.0,5.32,1.0,0.29,,,,,,,,,,,15.0,4.43,6.0,1.77,,,29.0,8.57,51.0,15.08,44.0,13.01,,,,,1.0,0.29,5.0,1.47,13.0,3.84,87.0,25.73,2.0,0.59,20.0,5.91
5,Žilinský kraj,502,Dolný Kubín,503,Dolný Kubín,509698,Chlebnice,1,832,1.0,0.12,1.0,0.12,57.0,6.85,2.0,0.24,111.0,13.34,2.0,0.24,,,,,,,1.0,0.12,,,29.0,3.48,19.0,2.28,,,54.0,6.49,85.0,10.21,67.0,8.05,,,,,4.0,0.48,13.0,1.56,33.0,3.96,310.0,37.25,,,43.0,5.16
5,Žilinský kraj,502,Dolný Kubín,503,Dolný Kubín,509701,Istebné,1,740,2.0,0.27,,,104.0,14.05,3.0,0.4,53.0,7.16,8.0,1.08,,,,,1.0,0.13,1.0,0.13,,,33.0,4.45,18.0,2.43,1.0,0.13,52.0,7.02,177.0,23.91,180.0,24.32,,,2.0,0.27,,,6.0,0.81,17.0,2.29,37.0,5.0,1.0,0.13,44.0,5.94
5,Žilinský kraj,502,Dolný Kubín,503,Dolný Kubín,509710,Jasenová,1,253,1.0,0.39,,,65.0,25.69,,,26.0,10.27,1.0,0.39,,,,,,,,,,,14.0,5.53,6.0,2.37,1.0,0.39,11.0,4.34,42.0,16.6,54.0,21.34,,,,,,,1.0,0.39,11.0,4.34,10.0,3.95,,,10.0,3.95
5,Žilinský kraj,502,Dolný Kubín,503,Dolný Kubín,509744,Kraľovany,1,293,2.0,0.68,,,35.0,11.94,1.0,0.34,12.0,4.09,1.0,0.34,,,,,,,,,,,13.0,4.43,15.0,5.11,1.0,0.34,16.0,5.46,100.0,34.12,51.0,17.4,,,,,,,9.0,3.07,5.0,1.7,13.0,4.43,,,19.0,6.48
