Kód kraja,Názov kraja,Kód územného obvodu,Názov územného obvodu,Kód okresu,Názov okresu,Kód obce,Názov obce,Počet platných hlasov spolu,Počet platných hlasov za Piráti,Podiel platných hlasov v % za Piráti,Počet platných hlasov za PRINCÍP,Podiel platných hlasov v % za PRINCÍP,Počet platných hlasov za PS,Podiel platných hlasov v % za PS,Počet platných hlasov za SOS,Podiel platných hlasov v % za SOS,"Počet platných hlasov za OĽANO A PRIATELIA, KÚ a ZA ĽUDÍ","Podiel platných hlasov v % za OĽANO A PRIATELIA, KÚ a ZA ĽUDÍ",Počet platných hlasov za KSS,Podiel platných hlasov v % za KSS,"Počet platných hlasov za MF, ODS, ZR, RK, DS","Podiel platných hlasov v % za MF, ODS, ZR, RK, DS",Počet platných hlasov za VB,Podiel platných hlasov v % za VB,Počet platných hlasov za MM,Podiel platných hlasov v % za MM,Počet platných hlasov za SPRAVODLIVOSŤ,Podiel platných hlasov v % za SPRAVODLIVOSŤ,Počet platných hlasov za SHO,Podiel platných hlasov v % za SHO,Počet platných hlasov za SaS,Podiel platných hlasov v % za SaS,Počet platných hlasov za SME RODINA,Podiel platných hlasov v % za SME RODINA,Počet platných hlasov za MySlovensko,Podiel platných hlasov v % za MySlovensko,Počet platných hlasov za SNS,Podiel platných hlasov v % za SNS,Počet platných hlasov za SMER - SD,Podiel platných hlasov v % za SMER - SD,Počet platných hlasov za HLAS - SD,Podiel platných hlasov v % za HLAS - SD,Počet platných hlasov za SZÖVETSÉG - ALIANCIA,Podiel platných hlasov v % za SZÖVETSÉG - ALIANCIA,Počet platných hlasov za SRDCE - SNJ,Podiel platných hlasov v % za SRDCE - SNJ,Počet platných hlasov za SDKÚ - DS,Podiel platných hlasov v % za SDKÚ - DS,Počet platných hlasov za ĽSNS,Podiel platných hlasov v % za ĽSNS,Počet platných hlasov za Demokrati,Podiel platných hlasov v % za Demokrati,Počet platných hlasov za KDH,Podiel platných hlasov v % za KDH,Počet platných hlasov za KARMA,Podiel platných hlasov v % za KARMA,Počet platných hlasov za REPUBLIKA,Podiel platných hlasov v % za REPUBLIKA
8,Košický kraj,802,Košice - okolie,806,Košice - okolie,521809,Nový Salaš,128,,,,,18.0,14.06,,,13.0,10.15,,,,,,,,,,,,,5.0,3.9,11.0,8.59,,,2.0,1.56,20.0,15.62,29.0,22.65,,,,,,,,,1.0,0.78,19.0,14.84,1.0,0.78,9.0,7.03
8,Košický kraj,802,Košice - okolie,806,Košice - okolie,521817,Obišovce,271,,,1.0,0.36,42.0,15.49,,,31.0,11.43,,,,,,,1.0,0.36,1.0,0.36,,,28.0,10.33,9.0,3.32,,,14.0,5.16,46.0,16.97,39.0,14.39,,,,,,,5.0,1.84,10.0,3.69,33.0,12.17,1.0,0.36,10.0,3.69
8,Košický kraj,802,Košice - okolie,806,Košice - okolie,521825,Olšovany,336,3.0,0.89,,,52.0,15.47,,,36.0,10.71,,,1.0,0.29,,,1.0,0.29,,,,,20.0,5.95,19.0,5.65,2.0,0.59,14.0,4.16,69.0,20.53,46.0,13.69,2.0,0.59,,,,,3.0,0.89,12.0,3.57,28.0,8.33,,,28.0,8.33
8,Košický kraj,802,Košice - okolie,806,Košice - okolie,521833,Opátka,92,,,,,19.0,20.65,,,10.0,10.86,,,,,,,,,,,1.0,1.08,7.0,7.6,2.0,2.17,,,6.0,6.52,9.0,9.78,13.0,14.13,,,,,,,3.0,3.26,4.0,4.34,16.0,17.39,,,2.0,2.17
8,Košický kraj,802,Košice - okolie,806,Košice - okolie,521841,Opiná,99,2.0,2.02,,,9.0,9.09,1.0,1.01,13.0,13.13,,,,,,,,,,,,,1.0,1.01,5.0,5.05,,,8.0,8.08,9.0,9.09,36.0,36.36,,,,,,,1.0,1.01,2.0,2.02,6.0,6.06,,,6.0,6.06
8,Košický kraj,802,Košice - okolie,806,Košice - okolie,521850,Paňovce,363,,,,,70.0,19.28,,,29.0,7.98,,,,,,,4.0,1.1,,,,,24.0,6.61,13.0,3.58,,,9.0,2.47,73.0,20.11,58.0,15.97,14.0,3.85,,,,,1.0,0.27,9.0,2.47,23.0,6.33,2.0,0.55,34.0,9.36
8,Košický kraj,802,Košice - okolie,806,Košice - okolie,521868,Peder,194,,,,,15.0,7.73,,,11.0,5.67,,,,,,,2.0,1.03,1.0,0.51,,,6.0,3.09,3.0,1.54,,,2.0,1.03,34.0,17.52,13.0,6.7,101.0,52.06,1.0,0.51,,,,,2.0,1.03,1.0,0.51,,,2.0,1.03
8,Košický kraj,802,Košice - okolie,806,Košice - okolie,521876,Perín - Chym,845,5.0,0.59,1.0,0.11,102.0,12.07,1.0,0.11,76.0,8.99,3.0,0.35,3.0,0.35,,,3.0,0.35,,,1.0,0.11,33.0,3.9,46.0,5.44,3.0,0.35,24.0,2.84,149.0,17.63,133.0,15.73,138.0,16.33,,,,,9.0,1.06,29.0,3.43,34.0,4.02,,,52.0,6.15
8,Košický kraj,802,Košice - okolie,806,Košice - okolie,521884,Ploské,547,1.0,0.18,,,41.0,7.49,1.0,0.18,53.0,9.68,2.0,0.36,,,,,3.0,0.54,,,,,27.0,4.93,14.0,2.55,,,32.0,5.85,199.0,36.38,71.0,12.97,2.0,0.36,,,1.0,0.18,12.0,2.19,26.0,4.75,32.0,5.85,,,30.0,5.48
8,Košický kraj,802,Košice - okolie,806,Košice - okolie,521892,Poproč,1475,4.0,0.27,,,166.0,11.25,1.0,0.06,136.0,9.22,7.0,0.47,1.0,0.06,,,2.0,0.13,,,,,90.0,6.1,49.0,3.32,2.0,0.13,70.0,4.74,428.0,29.01,263.0,17.83,2.0,0.13,,,1.0,0.06,20.0,1.35,24.0,1.62,73.0,4.94,1.0,0.06,135.0,9.15
8,Košický kraj,802,Košice - okolie,806,Košice - okolie,521906,Rákoš,187,,,,,20.0,10.69,,,26.0,13.9,1.0,0.53,,,,,,,,,,,15.0,8.02,7.0,3.74,,,7.0,3.74,50.0,26.73,25.0,13.36,,,,,,,,,9.0,4.81,14.0,7.48,,,13.0,6.95
8,Košický kraj,802,Košice - okolie,806,Košice - okolie,521914,Rankovce,389,1.0,0.25,2.0,0.51,14.0,3.59,,,302.0,77.63,1.0,0.25,2.0,0.51,,,1.0,0.25,1.0,0.25,,,5.0,1.28,3.0,0.77,,,1.0,0.25,22.0,5.65,21.0,5.39,,,,,1.0,0.25,,,6.0,1.54,1.0,0.25,,,5.0,1.28
8,Košický kraj,802,Košice - okolie,806,Košice - okolie,521922,Rešica,221,,,,,13.0,5.88,,,4.0,1.8,,,3.0,1.35,,,2.0,0.9,,,,,9.0,4.07,7.0,3.16,,,3.0,1.35,18.0,8.14,8.0,3.61,129.0,58.37,,,,,1.0,0.45,1.0,0.45,6.0,2.71,,,17.0,7.69
8,Košický kraj,802,Košice - okolie,806,Košice - okolie,521931,Rozhanovce,1385,3.0,0.21,4.0,0.28,272.0,19.63,2.0,0.14,174.0,12.56,3.0,0.21,,,,,5.0,0.36,2.0,0.14,,,93.0,6.71,32.0,2.31,1.0,0.07,50.0,3.61,274.0,19.78,200.0,14.44,1.0,0.07,,,,,14.0,1.01,67.0,4.83,131.0,9.45,2.0,0.14,55.0,3.97
8,Košický kraj,802,Košice - okolie,806,Košice - okolie,521949,Rudník,334,,,,,44.0,13.17,,,17.0,5.08,2.0,0.59,,,,,,,,,,,19.0,5.68,12.0,3.59,,,34.0,10.17,85.0,25.44,68.0,20.35,2.0,0.59,,,,,5.0,1.49,5.0,1.49,17.0,5.08,,,24.0,7.18
8,Košický kraj,802,Košice - okolie,806,Košice - okolie,521957,Ruskov,915,2.0,0.21,3.0,0.32,126.0,13.77,,,89.0,9.72,3.0,0.32,,,,,1.0,0.1,1.0,0.1,1.0,0.1,54.0,5.9,42.0,4.59,1.0,0.1,35.0,3.82,202.0,22.07,158.0,17.26,,,1.0,0.1,1.0,0.1,7.0,0.76,30.0,3.27,88.0,9.61,1.0,0.1,69.0,7.54
8,Košický kraj,802,Košice - okolie,806,Košice - okolie,521965,Sady nad Torysou,968,9.0,0.92,7.0,0.72,117.0,12.08,5.0,0.51,99.0,10.22,2.0,0.2,1.0,0.1,,,1.0,0.1,,,1.0,0.1,70.0,7.23,24.0,2.47,,,41.0,4.23,218.0,22.52,152.0,15.7,8.0,0.82,,,,,2.0,0.2,56.0,5.78,85.0,8.78,1.0,0.1,69.0,7.12
8,Košický kraj,802,Košice - okolie,806,Košice - okolie,521973,Seňa,1015,6.0,0.59,,,122.0,12.01,2.0,0.19,147.0,14.48,2.0,0.19,1.0,0.09,,,2.0,0.19,,,1.0,0.09,64.0,6.3,57.0,5.61,,,21.0,2.06,204.0,20.09,149.0,14.67,72.0,7.09,1.0,0.09,,,5.0,0.49,33.0,3.25,80.0,7.88,1.0,0.09,45.0,4.43
8,Košický kraj,802,Košice - okolie,806,Košice - okolie,521981,Skároš,608,3.0,0.49,2.0,0.32,47.0,7.73,1.0,0.16,103.0,16.94,2.0,0.32,,,,,1.0,0.16,1.0,0.16,,,26.0,4.27,28.0,4.6,,,33.0,5.42,117.0,19.24,78.0,12.82,2.0,0.32,,,,,10.0,1.64,23.0,3.78,69.0,11.34,,,62.0,10.19
8,Košický kraj,802,Košice - okolie,806,Košice - okolie,518115,Slančík,110,,,,,14.0,12.72,,,18.0,16.36,,,,,,,,,,,,,6.0,5.45,7.0,6.36,,,5.0,4.54,27.0,24.54,15.0,13.63,,,,,,,1.0,0.9,3.0,2.72,8.0,7.27,,,6.0,5.45
8,Košický kraj,802,Košice - okolie,806,Košice - okolie,522007,Slanec,688,1.0,0.14,,,85.0,12.35,,,98.0,14.24,,,,,,,3.0,0.43,,,1.0,0.14,26.0,3.77,25.0,3.63,,,44.0,6.39,174.0,25.29,123.0,17.87,8.0,1.16,,,,,4.0,0.58,29.0,4.21,33.0,4.79,,,34.0,4.94
8,Košický kraj,802,Košice - okolie,806,Košice - okolie,522015,Slanská Huta,150,4.0,2.66,,,29.0,19.33,,,24.0,16.0,,,,,,,,,,,,,8.0,5.33,9.0,6.0,,,6.0,4.0,21.0,14.0,18.0,12.0,,,,,,,1.0,0.66,1.0,0.66,17.0,11.33,,,12.0,8.0
8,Košický kraj,802,Košice - okolie,806,Košice - okolie,522023,Slanské Nové Mesto,246,3.0,1.21,,,17.0,6.91,1.0,0.4,13.0,5.28,,,,,,,,,,,,,11.0,4.47,10.0,4.06,,,12.0,4.87,58.0,23.57,75.0,30.48,1.0,0.4,4.0,1.62,,,1.0,0.4,1.0,0.4,29.0,11.78,,,10.0,4.06
8,Košický kraj,802,Košice - okolie,806,Košice - okolie,522031,Sokoľ,667,,,2.0,0.29,145.0,21.73,,,80.0,11.99,,,,,,,,,1.0,0.14,,,37.0,5.54,21.0,3.14,1.0,0.14,34.0,5.09,126.0,18.89,98.0,14.69,1.0,0.14,,,,,8.0,1.19,24.0,3.59,59.0,8.84,,,30.0,4.49
8,Košický kraj,802,Košice - okolie,806,Košice - okolie,559865,Sokoľany,571,1.0,0.17,1.0,0.17,49.0,8.58,,,165.0,28.89,2.0,0.35,3.0,0.52,,,1.0,0.17,3.0,0.52,,,14.0,2.45,12.0,2.1,,,29.0,5.07,116.0,20.31,80.0,14.01,,,,,,,,,13.0,2.27,50.0,8.75,,,32.0,5.6
8,Košický kraj,802,Košice - okolie,806,Košice - okolie,522040,Svinica,505,1.0,0.19,,,45.0,8.91,,,93.0,18.41,1.0,0.19,,,,,,,,,,,27.0,5.34,27.0,5.34,,,31.0,6.13,94.0,18.61,118.0,23.36,2.0,0.39,,,,,3.0,0.59,11.0,2.17,24.0,4.75,,,28.0,5.54
8,Košický kraj,802,Košice - okolie,806,Košice - okolie,522066,Šemša,513,4.0,0.77,1.0,0.19,94.0,18.32,,,21.0,4.09,,,2.0,0.38,,,,,,,,,32.0,6.23,24.0,4.67,,,30.0,5.84,89.0,17.34,135.0,26.31,,,,,1.0,0.19,2.0,0.38,17.0,3.31,44.0,8.57,,,17.0,3.31
8,Košický kraj,802,Košice - okolie,806,Košice - okolie,522074,Štós,339,4.0,1.17,3.0,0.88,43.0,12.68,,,83.0,24.48,2.0,0.58,1.0,0.29,,,,,,,,,12.0,3.53,12.0,3.53,,,8.0,2.35,56.0,16.51,62.0,18.28,3.0,0.88,,,,,1.0,0.29,9.0,2.65,14.0,4.12,,,26.0,7.66
8,Košický kraj,802,Košice - okolie,806,Košice - okolie,522082,Trebejov,132,1.0,0.75,,,34.0,25.75,,,9.0,6.81,,,,,,,,,,,,,11.0,8.33,5.0,3.78,,,3.0,2.27,22.0,16.66,24.0,18.18,,,,,,,,,12.0,9.09,10.0,7.57,,,1.0,0.75
8,Košický kraj,802,Košice - okolie,806,Košice - okolie,522091,Trsťany,176,,,,,19.0,10.79,,,11.0,6.25,1.0,0.56,,,,,,,,,,,5.0,2.84,3.0,1.7,3.0,1.7,9.0,5.11,44.0,25.0,39.0,22.15,,,,,,,,,13.0,7.38,22.0,12.5,,,7.0,3.97
8,Košický kraj,802,Košice - okolie,806,Košice - okolie,522104,Trstené pri Hornáde,743,,,1.0,0.13,79.0,10.63,,,72.0,9.69,1.0,0.13,1.0,0.13,,,2.0,0.26,1.0,0.13,,,39.0,5.24,24.0,3.23,1.0,0.13,24.0,3.23,211.0,28.39,131.0,17.63,,,,,3.0,0.4,9.0,1.21,27.0,3.63,61.0,8.2,,,56.0,7.53
8,Košický kraj,802,Košice - okolie,806,Košice - okolie,559784,Turňa nad Bodvou,1323,12.0,0.9,1.0,0.07,121.0,9.14,3.0,0.22,439.0,33.18,3.0,0.22,7.0,0.52,2.0,0.15,7.0,0.52,,,,,46.0,3.47,26.0,1.96,,,18.0,1.36,144.0,10.88,118.0,8.91,260.0,19.65,1.0,0.07,,,11.0,0.83,15.0,1.13,14.0,1.05,1.0,0.07,74.0,5.59
8,Košický kraj,802,Košice - okolie,806,Košice - okolie,521779,Turnianska Nová Ves,181,,,,,10.0,5.52,,,5.0,2.76,,,4.0,2.2,,,2.0,1.1,,,,,4.0,2.2,1.0,0.55,,,2.0,1.1,6.0,3.31,12.0,6.62,131.0,72.37,1.0,0.55,,,,,1.0,0.55,,,,,2.0,1.1
8,Košický kraj,802,Košice - okolie,806,Košice - okolie,522121,Vajkovce,441,4.0,0.9,,,114.0,25.85,,,51.0,11.56,2.0,0.45,1.0,0.22,,,,,,,,,31.0,7.02,25.0,5.66,,,18.0,4.08,76.0,17.23,59.0,13.37,1.0,0.22,,,,,1.0,0.22,19.0,4.3,20.0,4.53,,,19.0,4.3
8,Košický kraj,802,Košice - okolie,806,Košice - okolie,522139,Valaliky,2192,10.0,0.45,3.0,0.13,328.0,14.96,2.0,0.09,284.0,12.95,11.0,0.5,6.0,0.27,,,8.0,0.36,,,2.0,0.09,156.0,7.11,80.0,3.64,1.0,0.04,89.0,4.06,424.0,19.34,330.0,15.05,2.0,0.09,,,3.0,0.13,20.0,0.91,84.0,3.83,261.0,11.9,2.0,0.09,86.0,3.92
8,Košický kraj,802,Košice - okolie,806,Košice - okolie,522147,Veľká Ida,1206,6.0,0.49,1.0,0.08,81.0,6.71,,,508.0,42.12,6.0,0.49,3.0,0.24,,,7.0,0.58,,,2.0,0.16,24.0,1.99,34.0,2.81,2.0,0.16,20.0,1.65,162.0,13.43,114.0,9.45,94.0,7.79,2.0,0.16,,,15.0,1.24,13.0,1.07,27.0,2.23,1.0,0.08,84.0,6.96
8,Košický kraj,802,Košice - okolie,806,Košice - okolie,522155,Veľká Lodina,203,,,,,14.0,6.89,,,88.0,43.34,3.0,1.47,,,,,,,,,,,8.0,3.94,3.0,1.47,,,9.0,4.43,45.0,22.16,14.0,6.89,1.0,0.49,,,1.0,0.49,4.0,1.97,2.0,0.98,9.0,4.43,,,2.0,0.98
8,Košický kraj,802,Košice - okolie,806,Košice - okolie,522163,Vtáčkovce,422,3.0,0.71,,,9.0,2.13,,,328.0,77.72,,,,,,,1.0,0.23,,,,,5.0,1.18,3.0,0.71,,,6.0,1.42,21.0,4.97,29.0,6.87,3.0,0.71,,,,,2.0,0.47,1.0,0.23,3.0,0.71,,,8.0,1.89
8,Košický kraj,802,Košice - okolie,806,Košice - okolie,522171,Vyšná Hutka,276,1.0,0.36,,,30.0,10.86,,,25.0,9.05,2.0,0.72,1.0,0.36,,,,,1.0,0.36,1.0,0.36,22.0,7.97,6.0,2.17,,,14.0,5.07,51.0,18.47,62.0,22.46,,,,,,,6.0,2.17,3.0,1.08,33.0,11.95,1.0,0.36,17.0,6.15
8,Košický kraj,802,Košice - okolie,806,Košice - okolie,522180,Vyšná Kamenica,218,2.0,0.91,,,38.0,17.43,,,20.0,9.17,,,,,,,1.0,0.45,,,,,14.0,6.42,13.0,5.96,1.0,0.45,13.0,5.96,34.0,15.59,53.0,24.31,,,,,,,3.0,1.37,6.0,2.75,10.0,4.58,,,10.0,4.58
8,Košický kraj,802,Košice - okolie,806,Košice - okolie,522198,Vyšná Myšľa,545,,,1.0,0.18,60.0,11.0,,,65.0,11.92,1.0,0.18,,,,,2.0,0.36,,,,,26.0,4.77,20.0,3.66,,,27.0,4.95,119.0,21.83,93.0,17.06,1.0,0.18,,,,,6.0,1.1,13.0,2.38,87.0,15.96,1.0,0.18,23.0,4.22
8,Košický kraj,802,Košice - okolie,806,Košice - okolie,522201,Vyšný Čaj,186,2.0,1.07,,,15.0,8.06,,,14.0,7.52,,,,,,,,,1.0,0.53,,,15.0,8.06,3.0,1.61,,,12.0,6.45,37.0,19.89,44.0,23.65,,,,,,,,,14.0,7.52,20.0,10.75,,,9.0,4.83
8,Košický kraj,802,Košice - okolie,806,Košice - okolie,522210,Vyšný Klátov,281,1.0,0.35,,,44.0,15.65,,,31.0,11.03,,,,,,,,,,,1.0,0.35,28.0,9.96,6.0,2.13,,,16.0,5.69,40.0,14.23,57.0,20.28,,,,,,,,,9.0,3.2,33.0,11.74,,,15.0,5.33
8,Košický kraj,802,Košice - okolie,806,Košice - okolie,582093,Vyšný Medzev,303,1.0,0.33,,,38.0,12.54,1.0,0.33,51.0,16.83,4.0,1.32,1.0,0.33,,,,,,,,,14.0,4.62,1.0,0.33,,,19.0,6.27,64.0,21.12,50.0,16.5,2.0,0.66,,,,,9.0,2.97,7.0,2.31,15.0,4.95,1.0,0.33,25.0,8.25
8,Košický kraj,802,Košice - okolie,806,Košice - okolie,559881,Zádiel,90,,,,,5.0,5.55,,,18.0,20.0,,,,,,,,,,,,,3.0,3.33,,,,,1.0,1.11,5.0,5.55,9.0,10.0,42.0,46.66,,,,,,,,,2.0,2.22,,,5.0,5.55
8,Košický kraj,802,Košice - okolie,806,Košice - okolie,522244,Zlatá Idka,275,,,,,58.0,21.09,,,24.0,8.72,,,,,,,1.0,0.36,,,,,23.0,8.36,6.0,2.18,,,14.0,5.09,58.0,21.09,42.0,15.27,,,,,,,4.0,1.45,10.0,3.63,16.0,5.81,,,19.0,6.9
8,Košický kraj,802,Košice - okolie,806,Košice - okolie,522252,Žarnov,215,,,,,13.0,6.04,1.0,0.46,14.0,6.51,,,,,,,,,,,,,3.0,1.39,1.0,0.46,,,8.0,3.72,21.0,9.76,76.0,35.34,69.0,32.09,,,,,,,4.0,1.86,,,,,5.0,2.32
8,Košický kraj,802,Košice - okolie,806,Košice - okolie,522261,Ždaňa,729,3.0,0.41,2.0,0.27,75.0,10.28,,,106.0,14.54,2.0,0.27,,,1.0,0.13,3.0,0.41,,,,,31.0,4.25,33.0,4.52,1.0,0.13,38.0,5.21,130.0,17.83,120.0,16.46,4.0,0.54,1.0,0.13,,,7.0,0.96,30.0,4.11,104.0,14.26,,,38.0,5.21
8,Košický kraj,803,Michalovce,807,Michalovce,522287,Bajany,213,,,,,30.0,14.08,,,29.0,13.61,,,,,,,2.0,0.93,,,,,7.0,3.28,3.0,1.4,2.0,0.93,,,56.0,26.29,38.0,17.84,4.0,1.87,,,,,5.0,2.34,11.0,5.16,11.0,5.16,1.0,0.46,14.0,6.57
8,Košický kraj,803,Michalovce,807,Michalovce,522295,Bánovce nad Ondavou,367,,,,,36.0,9.8,,,22.0,5.99,,,,,1.0,0.27,3.0,0.81,,,2.0,0.54,19.0,5.17,7.0,1.9,1.0,0.27,13.0,3.54,139.0,37.87,64.0,17.43,,,,,,,3.0,0.81,6.0,1.63,23.0,6.26,,,28.0,7.62
8,Košický kraj,803,Michalovce,807,Michalovce,528137,Beša,152,,,,,4.0,2.63,,,6.0,3.94,,,3.0,1.97,,,14.0,9.21,,,,,,,5.0,3.28,1.0,0.65,3.0,1.97,15.0,9.86,13.0,8.55,82.0,53.94,,,,,,,1.0,0.65,,,,,5.0,3.28
8,Košický kraj,803,Michalovce,807,Michalovce,522368,Bracovce,467,2.0,0.42,2.0,0.42,21.0,4.49,,,71.0,15.2,,,,,,,,,,,,,14.0,2.99,11.0,2.35,,,19.0,4.06,224.0,47.96,67.0,14.34,2.0,0.42,,,,,4.0,0.85,6.0,1.28,13.0,2.78,,,11.0,2.35
8,Košický kraj,803,Michalovce,807,Michalovce,513857,Budince,94,4.0,4.25,1.0,1.06,6.0,6.38,1.0,1.06,6.0,6.38,,,1.0,1.06,1.0,1.06,3.0,3.19,,,,,1.0,1.06,1.0,1.06,,,,,15.0,15.95,5.0,5.31,47.0,50.0,,,,,,,,,,,1.0,1.06,1.0,1.06
8,Košický kraj,803,Michalovce,807,Michalovce,522376,Budkovce,665,1.0,0.15,,,38.0,5.71,,,56.0,8.42,1.0,0.15,1.0,0.15,,,1.0,0.15,,,,,25.0,3.75,21.0,3.15,,,33.0,4.96,224.0,33.68,160.0,24.06,3.0,0.45,,,,,5.0,0.75,9.0,1.35,41.0,6.16,,,46.0,6.91
8,Košický kraj,803,Michalovce,807,Michalovce,522392,Čečehov,196,,,,,20.0,10.2,,,19.0,9.69,2.0,1.02,1.0,0.51,,,,,,,,,10.0,5.1,6.0,3.06,,,14.0,7.14,59.0,30.1,27.0,13.77,,,,,,,1.0,0.51,12.0,6.12,9.0,4.59,,,16.0,8.16
8,Košický kraj,803,Michalovce,807,Michalovce,528277,Čičarovce,379,3.0,0.79,,,6.0,1.58,,,3.0,0.79,,,,,1.0,0.26,2.0,0.52,,,,,2.0,0.52,1.0,0.26,,,,,19.0,5.01,18.0,4.74,312.0,82.32,,,,,1.0,0.26,,,2.0,0.52,,,9.0,2.37
8,Košický kraj,803,Michalovce,807,Michalovce,528307,Čierne Pole,170,,,,,14.0,8.23,,,29.0,17.05,,,,,,,,,,,,,7.0,4.11,6.0,3.52,,,16.0,9.41,44.0,25.88,28.0,16.47,2.0,1.17,1.0,0.58,,,2.0,1.17,5.0,2.94,12.0,7.05,1.0,0.58,3.0,1.76
8,Košický kraj,803,Michalovce,807,Michalovce,528331,Drahňov,373,4.0,1.07,1.0,0.26,7.0,1.87,1.0,0.26,212.0,56.83,,,1.0,0.26,3.0,0.8,1.0,0.26,,,1.0,0.26,,,3.0,0.8,,,6.0,1.6,58.0,15.54,22.0,5.89,38.0,10.18,2.0,0.53,,,2.0,0.53,4.0,1.07,1.0,0.26,,,6.0,1.6
8,Košický kraj,803,Michalovce,807,Michalovce,522406,Dúbravka,399,,,1.0,0.25,22.0,5.51,,,8.0,2.0,1.0,0.25,,,,,1.0,0.25,,,,,5.0,1.25,3.0,0.75,,,26.0,6.51,147.0,36.84,77.0,19.29,,,1.0,0.25,,,3.0,0.75,7.0,1.75,59.0,14.78,,,38.0,9.52
8,Košický kraj,803,Michalovce,807,Michalovce,522414,Falkušovce,288,,,,,18.0,6.25,1.0,0.34,53.0,18.4,3.0,1.04,,,,,,,,,,,8.0,2.77,4.0,1.38,,,14.0,4.86,92.0,31.94,64.0,22.22,,,,,,,2.0,0.69,1.0,0.34,12.0,4.16,,,16.0,5.55
8,Košický kraj,803,Michalovce,807,Michalovce,522431,Hatalov,372,,,1.0,0.26,17.0,4.56,,,37.0,9.94,,,,,,,1.0,0.26,,,,,14.0,3.76,11.0,2.95,,,23.0,6.18,127.0,34.13,77.0,20.69,,,,,,,3.0,0.8,4.0,1.07,26.0,6.98,,,31.0,8.33
8,Košický kraj,803,Michalovce,807,Michalovce,522449,Hažín,241,,,,,21.0,8.71,,,12.0,4.97,1.0,0.41,,,,,,,1.0,0.41,,,12.0,4.97,8.0,3.31,,,17.0,7.05,81.0,33.6,50.0,20.74,,,,,,,2.0,0.82,10.0,4.14,9.0,3.73,,,17.0,7.05
8,Košický kraj,803,Michalovce,807,Michalovce,522465,Hnojné,116,,,,,9.0,7.75,,,22.0,18.96,,,1.0,0.86,,,,,,,,,2.0,1.72,7.0,6.03,1.0,0.86,6.0,5.17,27.0,23.27,25.0,21.55,,,,,,,2.0,1.72,4.0,3.44,3.0,2.58,,,7.0,6.03
8,Košický kraj,803,Michalovce,807,Michalovce,522481,Horovce,402,,,,,15.0,3.73,,,60.0,14.92,,,,,1.0,0.24,,,1.0,0.24,,,7.0,1.74,10.0,2.48,,,12.0,2.98,134.0,33.33,114.0,28.35,,,,,,,3.0,0.74,3.0,0.74,18.0,4.47,,,24.0,5.97
8,Košický kraj,803,Michalovce,807,Michalovce,522511,Iňačovce,233,5.0,2.14,2.0,0.85,13.0,5.57,1.0,0.42,65.0,27.89,6.0,2.57,,,1.0,0.42,1.0,0.42,,,,,10.0,4.29,6.0,2.57,,,7.0,3.0,47.0,20.17,31.0,13.3,,,,,,,4.0,1.71,13.0,5.57,14.0,6.0,,,7.0,3.0
8,Košický kraj,803,Michalovce,807,Michalovce,528391,Ižkovce,57,1.0,1.75,,,,,,,,,2.0,3.5,1.0,1.75,,,9.0,15.78,,,,,,,2.0,3.5,,,2.0,3.5,8.0,14.03,5.0,8.77,22.0,38.59,,,,,,,,,,,,,5.0,8.77
8,Košický kraj,803,Michalovce,807,Michalovce,522546,Jastrabie pri Michalovciach,144,3.0,2.08,,,9.0,6.25,,,24.0,16.66,1.0,0.69,6.0,4.16,,,,,1.0,0.69,,,2.0,1.38,7.0,4.86,,,5.0,3.47,42.0,29.16,23.0,15.97,,,1.0,0.69,,,,,3.0,2.08,9.0,6.25,,,8.0,5.55
8,Košický kraj,803,Michalovce,807,Michalovce,522562,Jovsa,447,,,,,40.0,8.94,2.0,0.44,37.0,8.27,3.0,0.67,1.0,0.22,1.0,0.22,,,,,,,20.0,4.47,6.0,1.34,1.0,0.22,22.0,4.92,168.0,37.58,78.0,17.44,,,,,,,4.0,0.89,13.0,2.9,28.0,6.26,,,23.0,5.14
8,Košický kraj,803,Michalovce,807,Michalovce,522571,Kačanov,208,,,1.0,0.48,8.0,3.84,,,106.0,50.96,,,,,,,,,,,,,1.0,0.48,5.0,2.4,,,5.0,2.4,27.0,12.98,28.0,13.46,,,,,,,2.0,0.96,1.0,0.48,13.0,6.25,1.0,0.48,10.0,4.8
8,Košický kraj,803,Michalovce,807,Michalovce,522589,Kaluža,329,1.0,0.3,1.0,0.3,27.0,8.2,1.0,0.3,24.0,7.29,,,,,2.0,0.6,,,,,,,19.0,5.77,7.0,2.12,,,23.0,6.99,107.0,32.52,56.0,17.02,,,,,,,3.0,0.91,14.0,4.25,31.0,9.42,,,13.0,3.95
8,Košický kraj,803,Michalovce,807,Michalovce,528404,Kapušianske Kľačany,382,2.0,0.52,,,6.0,1.57,,,18.0,4.71,,,2.0,0.52,,,5.0,1.3,,,,,5.0,1.3,7.0,1.83,,,6.0,1.57,22.0,5.75,10.0,2.61,285.0,74.6,,,,,1.0,0.26,1.0,0.26,4.0,1.04,,,8.0,2.09
8,Košický kraj,803,Michalovce,807,Michalovce,522597,Klokočov,284,,,,,38.0,13.38,,,8.0,2.81,,,,,,,,,,,,,16.0,5.63,7.0,2.46,,,20.0,7.04,106.0,37.32,54.0,19.01,1.0,0.35,,,,,3.0,1.05,2.0,0.7,14.0,4.92,,,15.0,5.28
