Kód kraja,Názov kraja,Kód územného obvodu,Názov územného obvodu,Kód okresu,Názov okresu,Kód obce,Názov obce,Počet platných hlasov spolu,Počet platných hlasov za Piráti,Podiel platných hlasov v % za Piráti,Počet platných hlasov za PRINCÍP,Podiel platných hlasov v % za PRINCÍP,Počet platných hlasov za PS,Podiel platných hlasov v % za PS,Počet platných hlasov za SOS,Podiel platných hlasov v % za SOS,"Počet platných hlasov za OĽANO A PRIATELIA, KÚ a ZA ĽUDÍ","Podiel platných hlasov v % za OĽANO A PRIATELIA, KÚ a ZA ĽUDÍ",Počet platných hlasov za KSS,Podiel platných hlasov v % za KSS,"Počet platných hlasov za MF, ODS, ZR, RK, DS","Podiel platných hlasov v % za MF, ODS, ZR, RK, DS",Počet platných hlasov za VB,Podiel platných hlasov v % za VB,Počet platných hlasov za MM,Podiel platných hlasov v % za MM,Počet platných hlasov za SPRAVODLIVOSŤ,Podiel platných hlasov v % za SPRAVODLIVOSŤ,Počet platných hlasov za SHO,Podiel platných hlasov v % za SHO,Počet platných hlasov za SaS,Podiel platných hlasov v % za SaS,Počet platných hlasov za SME RODINA,Podiel platných hlasov v % za SME RODINA,Počet platných hlasov za MySlovensko,Podiel platných hlasov v % za MySlovensko,Počet platných hlasov za SNS,Podiel platných hlasov v % za SNS,Počet platných hlasov za SMER - SD,Podiel platných hlasov v % za SMER - SD,Počet platných hlasov za HLAS - SD,Podiel platných hlasov v % za HLAS - SD,Počet platných hlasov za SZÖVETSÉG - ALIANCIA,Podiel platných hlasov v % za SZÖVETSÉG - ALIANCIA,Počet platných hlasov za SRDCE - SNJ,Podiel platných hlasov v % za SRDCE - SNJ,Počet platných hlasov za SDKÚ - DS,Podiel platných hlasov v % za SDKÚ - DS,Počet platných hlasov za ĽSNS,Podiel platných hlasov v % za ĽSNS,Počet platných hlasov za Demokrati,Podiel platných hlasov v % za Demokrati,Počet platných hlasov za KDH,Podiel platných hlasov v % za KDH,Počet platných hlasov za KARMA,Podiel platných hlasov v % za KARMA,Počet platných hlasov za REPUBLIKA,Podiel platných hlasov v % za REPUBLIKA
8,Košický kraj,803,Michalovce,807,Michalovce,522651,Krásnovce,377,,,,,33.0,8.75,,,34.0,9.01,,,,,1.0,0.26,,,,,,,23.0,6.1,3.0,0.79,,,22.0,5.83,144.0,38.19,76.0,20.15,,,,,,,2.0,0.53,9.0,2.38,14.0,3.71,,,16.0,4.24
8,Košický kraj,803,Michalovce,807,Michalovce,528463,Krišovská Liesková,333,7.0,2.1,1.0,0.3,7.0,2.1,,,80.0,24.02,,,2.0,0.6,,,13.0,3.9,1.0,0.3,1.0,0.3,1.0,0.3,3.0,0.9,,,5.0,1.5,39.0,11.71,28.0,8.4,127.0,38.13,,,,,1.0,0.3,3.0,0.9,,,,,14.0,4.2
8,Košický kraj,803,Michalovce,807,Michalovce,522686,Kusín,200,1.0,0.5,,,22.0,11.0,,,11.0,5.5,2.0,1.0,,,,,,,1.0,0.5,,,12.0,6.0,7.0,3.5,,,12.0,6.0,65.0,32.5,26.0,13.0,,,,,,,2.0,1.0,10.0,5.0,23.0,11.5,,,6.0,3.0
8,Košický kraj,803,Michalovce,807,Michalovce,522694,Lastomír,591,1.0,0.16,1.0,0.16,60.0,10.15,1.0,0.16,45.0,7.61,1.0,0.16,,,,,4.0,0.67,,,,,27.0,4.56,20.0,3.38,,,46.0,7.78,221.0,37.39,89.0,15.05,,,1.0,0.16,,,3.0,0.5,13.0,2.19,21.0,3.55,1.0,0.16,36.0,6.09
8,Košický kraj,803,Michalovce,807,Michalovce,522708,Laškovce,282,,,1.0,0.35,7.0,2.48,,,171.0,60.63,1.0,0.35,,,,,,,,,,,2.0,0.7,2.0,0.7,,,8.0,2.83,49.0,17.37,24.0,8.51,,,2.0,0.7,,,1.0,0.35,1.0,0.35,9.0,3.19,,,4.0,1.41
8,Košický kraj,803,Michalovce,807,Michalovce,522724,Lesné,211,,,,,10.0,4.73,,,23.0,10.9,2.0,0.94,,,,,,,,,,,5.0,2.36,12.0,5.68,,,12.0,5.68,58.0,27.48,49.0,23.22,,,,,1.0,0.47,2.0,0.94,2.0,0.94,24.0,11.37,,,11.0,5.21
8,Košický kraj,803,Michalovce,807,Michalovce,522732,Ložín,371,2.0,0.53,,,25.0,6.73,,,44.0,11.85,3.0,0.8,,,,,1.0,0.26,,,,,11.0,2.96,5.0,1.34,2.0,0.53,24.0,6.46,130.0,35.04,70.0,18.86,,,,,,,3.0,0.8,4.0,1.07,26.0,7.0,,,21.0,5.66
8,Košický kraj,803,Michalovce,807,Michalovce,522741,Lúčky,250,,,8.0,3.2,15.0,6.0,,,44.0,17.6,,,,,,,,,,,,,6.0,2.4,7.0,2.8,,,20.0,8.0,86.0,34.4,35.0,14.0,1.0,0.4,,,,,3.0,1.2,2.0,0.8,13.0,5.2,,,10.0,4.0
8,Košický kraj,803,Michalovce,807,Michalovce,522759,Malčice,536,,,,,11.0,2.05,,,291.0,54.29,,,,,,,,,,,,,8.0,1.49,3.0,0.55,,,20.0,3.73,105.0,19.58,65.0,12.12,,,1.0,0.18,,,1.0,0.18,4.0,0.74,15.0,2.79,,,12.0,2.23
8,Košický kraj,803,Michalovce,807,Michalovce,522767,Malé Raškovce,120,,,,,2.0,1.66,,,4.0,3.33,,,,,,,,,,,1.0,0.83,3.0,2.5,8.0,6.66,,,6.0,5.0,24.0,20.0,19.0,15.83,31.0,25.83,,,,,5.0,4.16,2.0,1.66,,,,,15.0,12.5
8,Košický kraj,803,Michalovce,807,Michalovce,522783,Markovce,331,7.0,2.11,1.0,0.3,10.0,3.02,1.0,0.3,174.0,52.56,1.0,0.3,,,,,,,,,,,3.0,0.9,1.0,0.3,,,7.0,2.11,54.0,16.31,54.0,16.31,,,,,,,5.0,1.51,3.0,0.9,7.0,2.11,,,3.0,0.9
8,Košický kraj,803,Michalovce,807,Michalovce,528579,Maťovské Vojkovce,221,,,,,9.0,4.07,,,27.0,12.21,,,4.0,1.8,1.0,0.45,14.0,6.33,,,,,2.0,0.9,4.0,1.8,,,5.0,2.26,24.0,10.85,14.0,6.33,105.0,47.51,,,,,,,1.0,0.45,2.0,0.9,,,9.0,4.07
8,Košický kraj,803,Michalovce,807,Michalovce,522279,Michalovce,17262,29.0,0.16,17.0,0.09,2142.0,12.4,8.0,0.04,1313.0,7.6,62.0,0.35,4.0,0.02,11.0,0.06,34.0,0.19,5.0,0.02,10.0,0.05,956.0,5.53,441.0,2.55,17.0,0.09,922.0,5.34,5420.0,31.39,3090.0,17.9,13.0,0.07,15.0,0.08,3.0,0.01,122.0,0.7,561.0,3.24,1193.0,6.91,7.0,0.04,867.0,5.02
8,Košický kraj,803,Michalovce,807,Michalovce,522791,Moravany,511,,,,,49.0,9.58,,,57.0,11.15,,,,,,,,,,,1.0,0.19,12.0,2.34,15.0,2.93,1.0,0.19,35.0,6.84,148.0,28.96,122.0,23.87,,,,,,,3.0,0.58,3.0,0.58,40.0,7.82,,,25.0,4.89
8,Košický kraj,803,Michalovce,807,Michalovce,522805,Nacina Ves,774,5.0,0.64,2.0,0.25,49.0,6.33,,,196.0,25.32,,,,,2.0,0.25,,,1.0,0.12,1.0,0.12,12.0,1.55,27.0,3.48,,,26.0,3.35,230.0,29.71,149.0,19.25,1.0,0.12,,,,,1.0,0.12,10.0,1.29,45.0,5.81,,,17.0,2.19
8,Košický kraj,803,Michalovce,807,Michalovce,528633,Oborín,292,,,,,12.0,4.1,,,52.0,17.8,1.0,0.34,4.0,1.36,,,17.0,5.82,,,,,,,2.0,0.68,,,5.0,1.71,21.0,7.19,32.0,10.95,137.0,46.91,1.0,0.34,,,,,1.0,0.34,,,,,7.0,2.39
8,Košický kraj,803,Michalovce,807,Michalovce,522848,Oreské,256,,,,,10.0,3.9,,,38.0,14.84,,,,,,,,,,,,,12.0,4.68,14.0,5.46,,,13.0,5.07,91.0,35.54,43.0,16.79,1.0,0.39,,,,,2.0,0.78,1.0,0.39,20.0,7.81,,,11.0,4.29
8,Košický kraj,803,Michalovce,807,Michalovce,522864,Palín,323,2.0,0.61,2.0,0.61,19.0,5.88,,,38.0,11.76,3.0,0.92,,,,,,,,,,,8.0,2.47,14.0,4.33,2.0,0.61,11.0,3.4,98.0,30.34,76.0,23.52,1.0,0.3,,,,,2.0,0.61,11.0,3.4,16.0,4.95,,,20.0,6.19
8,Košický kraj,803,Michalovce,807,Michalovce,522872,Pavlovce nad Uhom,1096,4.0,0.36,2.0,0.18,57.0,5.2,1.0,0.09,485.0,44.25,1.0,0.09,1.0,0.09,,,,,2.0,0.18,,,10.0,0.91,12.0,1.09,1.0,0.09,28.0,2.55,244.0,22.26,160.0,14.59,5.0,0.45,,,,,8.0,0.72,12.0,1.09,22.0,2.0,,,41.0,3.74
8,Košický kraj,803,Michalovce,807,Michalovce,522881,Petrikovce,93,,,,,4.0,4.3,,,11.0,11.82,2.0,2.15,,,,,,,,,,,2.0,2.15,5.0,5.37,,,3.0,3.22,27.0,29.03,21.0,22.58,1.0,1.07,,,,,1.0,1.07,2.0,2.15,6.0,6.45,,,8.0,8.6
8,Košický kraj,803,Michalovce,807,Michalovce,522902,Petrovce nad Laborcom,471,8.0,1.69,2.0,0.42,44.0,9.34,1.0,0.21,82.0,17.4,3.0,0.63,,,,,,,,,,,18.0,3.82,14.0,2.97,1.0,0.21,10.0,2.12,116.0,24.62,93.0,19.74,,,1.0,0.21,1.0,0.21,3.0,0.63,11.0,2.33,54.0,11.46,,,9.0,1.91
8,Košický kraj,803,Michalovce,807,Michalovce,522945,Poruba pod Vihorlatom,319,,,1.0,0.31,20.0,6.26,2.0,0.62,17.0,5.32,1.0,0.31,,,,,,,,,,,6.0,1.88,3.0,0.94,,,20.0,6.26,124.0,38.87,91.0,28.52,,,,,,,2.0,0.62,5.0,1.56,20.0,6.26,,,7.0,2.19
8,Košický kraj,803,Michalovce,807,Michalovce,522961,Pozdišovce,641,4.0,0.62,,,74.0,11.54,1.0,0.15,53.0,8.26,8.0,1.24,,,,,,,,,,,27.0,4.21,18.0,2.8,,,27.0,4.21,188.0,29.32,146.0,22.77,2.0,0.31,,,,,5.0,0.78,11.0,1.71,34.0,5.3,1.0,0.15,42.0,6.55
8,Košický kraj,803,Michalovce,807,Michalovce,528692,Ptrukša,256,2.0,0.78,,,2.0,0.78,,,17.0,6.64,,,1.0,0.39,,,20.0,7.81,,,1.0,0.39,1.0,0.39,1.0,0.39,,,3.0,1.17,19.0,7.42,5.0,1.95,178.0,69.53,1.0,0.39,,,,,,,1.0,0.39,,,4.0,1.56
8,Košický kraj,803,Michalovce,807,Michalovce,522988,Pusté Čemerné,212,1.0,0.47,,,8.0,3.77,,,8.0,3.77,,,,,,,,,,,,,20.0,9.43,6.0,2.83,,,12.0,5.66,77.0,36.32,35.0,16.5,,,,,,,5.0,2.35,5.0,2.35,26.0,12.26,,,9.0,4.24
8,Košický kraj,803,Michalovce,807,Michalovce,522996,Rakovec nad Ondavou,478,5.0,1.04,,,35.0,7.32,,,13.0,2.71,1.0,0.2,,,1.0,0.2,2.0,0.41,,,1.0,0.2,15.0,3.13,12.0,2.51,,,28.0,5.85,153.0,32.0,121.0,25.31,,,,,,,6.0,1.25,7.0,1.46,55.0,11.5,,,23.0,4.81
8,Košický kraj,803,Michalovce,807,Michalovce,528714,Ruská,236,,,,,13.0,5.5,1.0,0.42,14.0,5.93,,,1.0,0.42,,,2.0,0.84,,,,,4.0,1.69,,,,,1.0,0.42,26.0,11.01,5.0,2.11,160.0,67.79,,,,,2.0,0.84,,,,,,,7.0,2.96
8,Košický kraj,803,Michalovce,807,Michalovce,523054,Senné,260,2.0,0.76,,,14.0,5.38,,,43.0,16.53,1.0,0.38,,,1.0,0.38,,,,,,,1.0,0.38,3.0,1.15,,,8.0,3.07,86.0,33.07,70.0,26.92,,,,,,,1.0,0.38,1.0,0.38,20.0,7.69,,,9.0,3.46
8,Košický kraj,803,Michalovce,807,Michalovce,523062,Slavkovce,248,1.0,0.4,,,15.0,6.04,1.0,0.4,102.0,41.12,2.0,0.8,,,,,1.0,0.4,,,1.0,0.4,4.0,1.61,2.0,0.8,,,1.0,0.4,58.0,23.38,22.0,8.87,,,,,,,1.0,0.4,4.0,1.61,20.0,8.06,,,13.0,5.24
8,Košický kraj,803,Michalovce,807,Michalovce,523071,Sliepkovce,327,4.0,1.22,1.0,0.3,18.0,5.5,,,90.0,27.52,2.0,0.61,,,,,,,1.0,0.3,,,10.0,3.05,3.0,0.91,,,16.0,4.89,76.0,23.24,47.0,14.37,1.0,0.3,,,,,4.0,1.22,7.0,2.14,32.0,9.78,,,15.0,4.58
8,Košický kraj,803,Michalovce,807,Michalovce,523097,Staré,379,,,2.0,0.52,16.0,4.22,,,21.0,5.54,4.0,1.05,2.0,0.52,,,2.0,0.52,,,,,8.0,2.11,16.0,4.22,,,10.0,2.63,131.0,34.56,83.0,21.89,,,,,,,11.0,2.9,11.0,2.9,44.0,11.6,,,18.0,4.74
8,Košický kraj,803,Michalovce,807,Michalovce,523101,Strážske,1928,6.0,0.31,6.0,0.31,153.0,7.93,1.0,0.05,224.0,11.61,8.0,0.41,7.0,0.36,,,,,,,4.0,0.2,77.0,3.99,70.0,3.63,1.0,0.05,120.0,6.22,555.0,28.78,383.0,19.86,2.0,0.1,1.0,0.05,,,15.0,0.77,39.0,2.02,137.0,7.1,3.0,0.15,116.0,6.01
8,Košický kraj,803,Michalovce,807,Michalovce,523119,Stretava,185,1.0,0.54,2.0,1.08,14.0,7.56,,,27.0,14.59,2.0,1.08,,,,,,,,,,,13.0,7.02,13.0,7.02,,,5.0,2.7,59.0,31.89,29.0,15.67,1.0,0.54,,,,,,,3.0,1.62,7.0,3.78,1.0,0.54,8.0,4.32
8,Košický kraj,803,Michalovce,807,Michalovce,523127,Stretavka,75,,,1.0,1.33,6.0,8.0,,,5.0,6.66,,,,,2.0,2.66,,,,,1.0,1.33,,,,,2.0,2.66,8.0,10.66,17.0,22.66,12.0,16.0,,,,,,,1.0,1.33,10.0,13.33,4.0,5.33,,,6.0,8.0
8,Košický kraj,803,Michalovce,807,Michalovce,523135,Suché,239,,,1.0,0.41,31.0,12.97,,,10.0,4.18,,,,,,,,,,,,,5.0,2.09,8.0,3.34,2.0,0.83,15.0,6.27,85.0,35.56,43.0,17.99,,,,,,,1.0,0.41,4.0,1.67,13.0,5.43,,,21.0,8.78
8,Košický kraj,803,Michalovce,807,Michalovce,523151,Šamudovce,256,3.0,1.17,,,18.0,7.03,,,90.0,35.15,3.0,1.17,1.0,0.39,,,,,,,,,7.0,2.73,2.0,0.78,,,12.0,4.68,52.0,20.31,31.0,12.1,,,,,,,,,4.0,1.56,22.0,8.59,,,11.0,4.29
8,Košický kraj,803,Michalovce,807,Michalovce,523186,Trhovište,738,4.0,0.54,2.0,0.27,30.0,4.06,,,238.0,32.24,3.0,0.4,,,,,,,,,1.0,0.13,11.0,1.49,11.0,1.49,,,27.0,3.65,242.0,32.79,112.0,15.17,1.0,0.13,,,,,3.0,0.4,7.0,0.94,21.0,2.84,,,25.0,3.38
8,Košický kraj,803,Michalovce,807,Michalovce,523194,Trnava pri Laborci,349,,,,,40.0,11.46,,,16.0,4.58,,,,,,,1.0,0.28,1.0,0.28,,,17.0,4.87,5.0,1.43,,,22.0,6.3,111.0,31.8,76.0,21.77,,,,,1.0,0.28,1.0,0.28,3.0,0.85,23.0,6.59,,,32.0,9.16
8,Košický kraj,803,Michalovce,807,Michalovce,523208,Tušice,348,,,1.0,0.28,25.0,7.18,1.0,0.28,17.0,4.88,4.0,1.14,,,,,,,1.0,0.28,1.0,0.28,14.0,4.02,8.0,2.29,,,15.0,4.31,133.0,38.21,77.0,22.12,,,,,,,6.0,1.72,5.0,1.43,16.0,4.59,,,24.0,6.89
8,Košický kraj,803,Michalovce,807,Michalovce,523216,Tušická Nová Ves,301,,,,,26.0,8.63,,,19.0,6.31,1.0,0.33,,,,,1.0,0.33,,,1.0,0.33,11.0,3.65,3.0,0.99,,,10.0,3.32,117.0,38.87,66.0,21.92,,,,,,,1.0,0.33,6.0,1.99,22.0,7.3,,,17.0,5.64
8,Košický kraj,803,Michalovce,807,Michalovce,543853,Veľké Kapušany,3146,6.0,0.19,4.0,0.12,266.0,8.45,1.0,0.03,415.0,13.19,15.0,0.47,8.0,0.25,2.0,0.06,116.0,3.68,4.0,0.12,2.0,0.06,76.0,2.41,39.0,1.23,,,60.0,1.9,617.0,19.61,341.0,10.83,950.0,30.19,3.0,0.09,,,18.0,0.57,45.0,1.43,32.0,1.01,2.0,0.06,124.0,3.94
8,Košický kraj,803,Michalovce,807,Michalovce,543870,Veľké Raškovce,151,,,,,8.0,5.29,,,15.0,9.93,,,,,,,34.0,22.51,,,,,,,1.0,0.66,,,,,22.0,14.56,13.0,8.6,48.0,31.78,,,,,2.0,1.32,1.0,0.66,1.0,0.66,1.0,0.66,5.0,3.31
8,Košický kraj,803,Michalovce,807,Michalovce,543888,Veľké Slemence,239,14.0,5.85,,,2.0,0.83,,,3.0,1.25,,,,,1.0,0.41,1.0,0.41,,,,,,,1.0,0.41,,,,,29.0,12.13,8.0,3.34,174.0,72.8,1.0,0.41,,,,,,,1.0,0.41,,,4.0,1.67
8,Košický kraj,803,Michalovce,807,Michalovce,523259,Vinné,1116,6.0,0.53,1.0,0.08,174.0,15.59,3.0,0.26,61.0,5.46,5.0,0.44,,,,,3.0,0.26,,,,,72.0,6.45,29.0,2.59,,,79.0,7.07,272.0,24.37,173.0,15.5,,,,,,,7.0,0.62,31.0,2.77,129.0,11.55,2.0,0.17,69.0,6.18
8,Košický kraj,803,Michalovce,807,Michalovce,543942,Vojany,301,,,1.0,0.33,3.0,0.99,,,102.0,33.88,1.0,0.33,1.0,0.33,,,16.0,5.31,,,,,8.0,2.65,1.0,0.33,,,3.0,0.99,44.0,14.61,15.0,4.98,97.0,32.22,,,,,,,1.0,0.33,,,,,8.0,2.65
8,Košický kraj,803,Michalovce,807,Michalovce,523275,Voľa,135,,,,,6.0,4.44,,,5.0,3.7,,,,,,,,,,,,,1.0,0.74,6.0,4.44,,,7.0,5.18,50.0,37.03,39.0,28.88,,,,,,,1.0,0.74,,,12.0,8.88,,,8.0,5.92
8,Košický kraj,803,Michalovce,807,Michalovce,523283,Vrbnica,489,4.0,0.81,,,,,,,368.0,75.25,,,,,,,,,,,,,2.0,0.4,3.0,0.61,,,16.0,3.27,49.0,10.02,20.0,4.08,,,,,,,3.0,0.61,7.0,1.43,9.0,1.84,,,8.0,1.63
8,Košický kraj,803,Michalovce,807,Michalovce,523291,Vysoká nad Uhom,345,,,1.0,0.28,13.0,3.76,,,13.0,3.76,,,,,1.0,0.28,,,,,,,12.0,3.47,8.0,2.31,,,29.0,8.4,114.0,33.04,77.0,22.31,1.0,0.28,,,,,2.0,0.57,6.0,1.73,42.0,12.17,,,26.0,7.53
8,Košický kraj,803,Michalovce,807,Michalovce,523241,Zalužice,621,,,1.0,0.16,64.0,10.3,,,38.0,6.11,3.0,0.48,,,,,1.0,0.16,,,,,38.0,6.11,13.0,2.09,,,42.0,6.76,169.0,27.21,140.0,22.54,,,,,,,4.0,0.64,31.0,4.99,47.0,7.56,,,30.0,4.83
8,Košický kraj,803,Michalovce,807,Michalovce,523348,Závadka,192,1.0,0.52,,,18.0,9.37,,,14.0,7.29,,,,,,,,,,,,,4.0,2.08,3.0,1.56,,,6.0,3.12,82.0,42.7,39.0,20.31,,,,,,,5.0,2.6,1.0,0.52,2.0,1.04,1.0,0.52,16.0,8.33
8,Košický kraj,803,Michalovce,807,Michalovce,523356,Zbudza,270,3.0,1.11,1.0,0.37,12.0,4.44,1.0,0.37,41.0,15.18,9.0,3.33,,,2.0,0.74,,,,,,,5.0,1.85,6.0,2.22,,,14.0,5.18,59.0,21.85,56.0,20.74,,,,,1.0,0.37,3.0,1.11,8.0,2.96,31.0,11.48,,,18.0,6.66
8,Košický kraj,803,Michalovce,807,Michalovce,523364,Zemplínska Široká,459,,,2.0,0.43,34.0,7.4,,,49.0,10.67,8.0,1.74,1.0,0.21,,,4.0,0.87,,,,,14.0,3.05,9.0,1.96,,,24.0,5.22,156.0,33.98,86.0,18.73,,,,,,,4.0,0.87,10.0,2.17,29.0,6.31,,,29.0,6.31
8,Košický kraj,803,Michalovce,807,Michalovce,522635,Zemplínske Kopčany,152,2.0,1.31,1.0,0.65,3.0,1.97,,,100.0,65.78,1.0,0.65,1.0,0.65,,,4.0,2.63,1.0,0.65,,,1.0,0.65,4.0,2.63,,,,,16.0,10.52,6.0,3.94,8.0,5.26,,,,,,,,,,,,,4.0,2.63
8,Košický kraj,803,Michalovce,807,Michalovce,523372,Žbince,407,3.0,0.73,1.0,0.24,10.0,2.45,,,150.0,36.85,,,,,,,2.0,0.49,,,,,5.0,1.22,9.0,2.21,,,8.0,1.96,88.0,21.62,85.0,20.88,,,,,,,3.0,0.73,4.0,0.98,19.0,4.66,,,20.0,4.91
8,Košický kraj,803,Michalovce,809,Sobrance,522309,Baškovce,119,,,,,7.0,5.88,,,11.0,9.24,,,,,,,,,,,,,9.0,7.56,3.0,2.52,,,12.0,10.08,40.0,33.61,18.0,15.12,,,,,,,,,3.0,2.52,15.0,12.6,,,1.0,0.84
8,Košický kraj,803,Michalovce,809,Sobrance,522317,Beňatina,93,1.0,1.07,,,3.0,3.22,,,8.0,8.6,1.0,1.07,,,,,,,,,,,,,2.0,2.15,,,8.0,8.6,48.0,51.61,19.0,20.43,,,,,,,,,,,2.0,2.15,,,1.0,1.07
8,Košický kraj,803,Michalovce,809,Sobrance,522325,Bežovce,438,9.0,2.05,,,21.0,4.79,,,63.0,14.38,3.0,0.68,3.0,0.68,,,1.0,0.22,,,,,7.0,1.59,11.0,2.51,,,15.0,3.42,164.0,37.44,76.0,17.35,,,,,,,3.0,0.68,7.0,1.59,23.0,5.25,,,32.0,7.3
8,Košický kraj,803,Michalovce,809,Sobrance,522333,Blatná Polianka,111,,,,,4.0,3.6,,,9.0,8.1,,,,,,,,,1.0,0.9,,,3.0,2.7,3.0,2.7,1.0,0.9,6.0,5.4,44.0,39.63,29.0,26.12,,,,,,,,,4.0,3.6,1.0,0.9,,,6.0,5.4
8,Košický kraj,803,Michalovce,809,Sobrance,522341,Blatné Remety,214,,,,,1.0,0.46,,,54.0,25.23,,,2.0,0.93,,,,,,,,,6.0,2.8,23.0,10.74,,,4.0,1.86,99.0,46.26,16.0,7.47,,,,,,,,,1.0,0.46,6.0,2.8,,,2.0,0.93
8,Košický kraj,803,Michalovce,809,Sobrance,522350,Blatné Revištia,130,,,,,15.0,11.53,,,6.0,4.61,,,,,,,,,,,,,4.0,3.07,6.0,4.61,,,12.0,9.23,31.0,23.84,36.0,27.69,,,,,,,1.0,0.76,4.0,3.07,8.0,6.15,,,7.0,5.38
8,Košický kraj,803,Michalovce,809,Sobrance,522384,Bunkovce,141,,,,,5.0,3.54,,,30.0,21.27,,,,,,,,,,,,,4.0,2.83,16.0,11.34,,,4.0,2.83,47.0,33.33,19.0,13.47,,,1.0,0.7,,,1.0,0.7,6.0,4.25,4.0,2.83,,,4.0,2.83
8,Košický kraj,803,Michalovce,809,Sobrance,522422,Fekišovce,130,2.0,1.53,,,7.0,5.38,,,16.0,12.3,,,,,,,,,,,,,2.0,1.53,4.0,3.07,,,,,50.0,38.46,30.0,23.07,,,,,,,1.0,0.76,2.0,1.53,5.0,3.84,,,11.0,8.46
8,Košický kraj,803,Michalovce,809,Sobrance,522457,Hlivištia,235,,,1.0,0.42,20.0,8.51,,,5.0,2.12,,,,,,,,,,,,,7.0,2.97,5.0,2.12,,,20.0,8.51,87.0,37.02,66.0,28.08,,,,,,,,,1.0,0.42,11.0,4.68,,,12.0,5.1
8,Košický kraj,803,Michalovce,809,Sobrance,522473,Horňa,184,,,,,20.0,10.86,,,14.0,7.6,,,,,,,,,,,,,5.0,2.71,7.0,3.8,,,7.0,3.8,48.0,26.08,46.0,25.0,,,,,,,2.0,1.08,2.0,1.08,21.0,11.41,,,12.0,6.52
8,Košický kraj,803,Michalovce,809,Sobrance,522490,Husák,97,,,,,4.0,4.12,1.0,1.03,1.0,1.03,,,,,,,,,,,,,1.0,1.03,4.0,4.12,,,3.0,3.09,50.0,51.54,25.0,25.77,,,,,,,1.0,1.03,,,6.0,6.18,,,1.0,1.03
8,Košický kraj,803,Michalovce,809,Sobrance,522503,Choňkovce,322,2.0,0.62,,,15.0,4.65,,,12.0,3.72,,,,,,,,,,,1.0,0.31,4.0,1.24,13.0,4.03,,,26.0,8.07,142.0,44.09,67.0,20.8,,,,,,,,,4.0,1.24,16.0,4.96,,,20.0,6.21
8,Košický kraj,803,Michalovce,809,Sobrance,522520,Inovce,125,,,1.0,0.8,2.0,1.6,,,5.0,4.0,2.0,1.6,,,,,,,,,,,2.0,1.6,2.0,1.6,,,9.0,7.2,74.0,59.2,21.0,16.8,,,,,,,,,,,,,,,7.0,5.6
8,Košický kraj,803,Michalovce,809,Sobrance,522538,Jasenov,159,,,,,12.0,7.54,,,17.0,10.69,1.0,0.62,,,,,,,,,,,11.0,6.91,10.0,6.28,,,16.0,10.06,45.0,28.3,22.0,13.83,,,,,,,5.0,3.14,2.0,1.25,7.0,4.4,,,11.0,6.91
8,Košický kraj,803,Michalovce,809,Sobrance,522554,Jenkovce,190,,,,,10.0,5.26,,,8.0,4.21,,,,,,,,,,,,,2.0,1.05,13.0,6.84,,,6.0,3.15,75.0,39.47,48.0,25.26,,,,,,,2.0,1.05,6.0,3.15,12.0,6.31,,,8.0,4.21
8,Košický kraj,803,Michalovce,809,Sobrance,522601,Kolibabovce,85,,,,,2.0,2.35,,,9.0,10.58,,,,,,,,,,,,,1.0,1.17,7.0,8.23,2.0,2.35,10.0,11.76,33.0,38.82,11.0,12.94,,,,,,,1.0,1.17,,,4.0,4.7,,,5.0,5.88
8,Košický kraj,803,Michalovce,809,Sobrance,522627,Koňuš,210,,,,,9.0,4.28,,,7.0,3.33,,,,,,,,,,,,,3.0,1.42,11.0,5.23,,,9.0,4.28,101.0,48.09,48.0,22.85,,,,,,,,,1.0,0.47,8.0,3.8,,,13.0,6.19
8,Košický kraj,803,Michalovce,809,Sobrance,522643,Koromľa,210,,,,,8.0,3.8,,,13.0,6.19,,,,,,,1.0,0.47,,,,,2.0,0.95,16.0,7.61,,,11.0,5.23,76.0,36.19,37.0,17.61,,,,,,,,,6.0,2.85,30.0,14.28,1.0,0.47,9.0,4.28
8,Košický kraj,803,Michalovce,809,Sobrance,522660,Krčava,204,1.0,0.49,,,6.0,2.94,,,6.0,2.94,,,,,,,,,,,,,3.0,1.47,4.0,1.96,,,14.0,6.86,90.0,44.11,48.0,23.52,,,,,,,,,1.0,0.49,11.0,5.39,1.0,0.49,19.0,9.31
8,Košický kraj,803,Michalovce,809,Sobrance,522678,Kristy,125,,,,,4.0,3.2,1.0,0.8,31.0,24.8,1.0,0.8,,,,,,,,,,,2.0,1.6,7.0,5.6,,,5.0,4.0,45.0,36.0,17.0,13.6,,,,,,,3.0,2.4,,,3.0,2.4,,,6.0,4.8
8,Košický kraj,803,Michalovce,809,Sobrance,522716,Lekárovce,408,1.0,0.24,,,16.0,3.92,,,13.0,3.18,,,,,,,,,,,,,12.0,2.94,7.0,1.71,,,30.0,7.35,148.0,36.27,127.0,31.12,1.0,0.24,2.0,0.49,,,7.0,1.71,2.0,0.49,18.0,4.41,1.0,0.24,23.0,5.63
8,Košický kraj,803,Michalovce,809,Sobrance,522813,Nižná Rybnica,194,1.0,0.51,,,11.0,5.67,,,11.0,5.67,1.0,0.51,,,,,,,,,,,3.0,1.54,8.0,4.12,,,15.0,7.73,81.0,41.75,50.0,25.77,,,1.0,0.51,1.0,0.51,,,,,4.0,2.06,,,7.0,3.6
