Číslo politického subjektu,Názov politického subjektu,Poradie po zohľadnení prednostného hlasovania,Poradie na hlasovacom lístku,Meno,Priezvisko,Počet platných prednostných hlasov,Podiel platných prednostných hlasov v %,Poznámka
1,Pirátska strana - Slovensko,,1,Zuzana,Šubová,2462,,
1,Pirátska strana - Slovensko,,2,Michal,Pírek,1082,,
1,Pirátska strana - Slovensko,,3,Dajana,Maxian Rosová,929,,
1,Pirátska strana - Slovensko,,4,Ján,Berceli,710,,
1,Pirátska strana - Slovensko,,5,Dagmar,Kačíreková,656,,
1,Pirátska strana - Slovensko,,6,Veronika,Kvetáková,464,,
1,Pirátska strana - Slovensko,,7,Drahomír,Širůčka,480,,
1,Pirátska strana - Slovensko,,8,Lenka,Hamšíková,634,,
1,Pirátska strana - Slovensko,,9,Juraj,Krátky,445,,
1,Pirátska strana - Slovensko,,10,Martin,Eštočák,596,,
1,Pirátska strana - Slovensko,,11,Peter,Uličný,346,,
1,Pirátska strana - Slovensko,,12,Dana,Miri,393,,
1,Pirátska strana - Slovensko,,13,Iveta,Klačanská,383,,
1,Pirátska strana - Slovensko,,14,Jaroslav,Nosaľ,256,,
1,Pirátska strana - Slovensko,,15,Norbert,Astaloš,360,,
1,Pirátska strana - Slovensko,,16,Karolína,Ivanová,451,,
1,Pirátska strana - Slovensko,,17,Alexander,Máteffy,345,,
1,Pirátska strana - Slovensko,,18,Benjamín,Schlesinger,756,,
1,Pirátska strana - Slovensko,,19,Milena,Moravcová,220,,
1,Pirátska strana - Slovensko,,20,Branislava,Pírková,237,,
1,Pirátska strana - Slovensko,,21,Sandra,Morgošová,300,,
1,Pirátska strana - Slovensko,,22,Katarína,Ringelband,152,,
1,Pirátska strana - Slovensko,,23,Ľubica,Peerová,169,,
1,Pirátska strana - Slovensko,,24,Martin,Kresák,190,,
1,Pirátska strana - Slovensko,,25,Rastislav,Dubovský,111,,
1,Pirátska strana - Slovensko,,26,Slavka,Švantnerová,153,,
1,Pirátska strana - Slovensko,,27,Lucia,Appelová,298,,
1,Pirátska strana - Slovensko,,28,Filip,Kulich,207,,
1,Pirátska strana - Slovensko,,29,Beáta,Drdáková,135,,
1,Pirátska strana - Slovensko,,30,Rudolf,Molnár,219,,
1,Pirátska strana - Slovensko,,31,Natália,Ivasiuková,144,,
1,Pirátska strana - Slovensko,,32,Sylvia,Bolechová,99,,
1,Pirátska strana - Slovensko,,33,Eva,Uričová,87,,
1,Pirátska strana - Slovensko,,34,Zdeno,Belanský,161,,
1,Pirátska strana - Slovensko,,35,Stanislav,Bednár,98,,
1,Pirátska strana - Slovensko,,36,Slavomíra,Krátka,173,,
1,Pirátska strana - Slovensko,,37,Juraj,Bittmann,218,,
1,Pirátska strana - Slovensko,,38,Juraj,Rác,56,,
1,Pirátska strana - Slovensko,,39,Veronika,Ovádeková,73,,
1,Pirátska strana - Slovensko,,40,Peter,Pavol,216,,
1,Pirátska strana - Slovensko,,41,Pavol,Drdák,141,,
1,Pirátska strana - Slovensko,,42,Patrik,Novotný,99,,
1,Pirátska strana - Slovensko,,43,Jarmila,Miškusová,61,,
1,Pirátska strana - Slovensko,,44,Ondrej,Forgáč,153,,
1,Pirátska strana - Slovensko,,45,Renáta,Gábrišová,53,,
1,Pirátska strana - Slovensko,,46,Tomáš,Bodó,73,,
1,Pirátska strana - Slovensko,,47,Július,Vrábeľ,101,,
1,Pirátska strana - Slovensko,,48,Daniel,Mego,78,,
1,Pirátska strana - Slovensko,,49,Stanislav,Repčák,68,,
1,Pirátska strana - Slovensko,,50,Štefan,Wimmer,79,,
1,Pirátska strana - Slovensko,,51,Milan,Hrabko,129,,
1,Pirátska strana - Slovensko,,52,Iveta,Rusznyáková,92,,
1,Pirátska strana - Slovensko,,53,Marek,Kvak,111,,
1,Pirátska strana - Slovensko,,54,Vladimír,Kaplin,155,,
1,Pirátska strana - Slovensko,,55,Anna,Brezániová,94,,
1,Pirátska strana - Slovensko,,56,Erik,Lackovič,153,,
1,Pirátska strana - Slovensko,,57,Jozef,Brezovský,100,,
1,Pirátska strana - Slovensko,,58,Ľuboš,Noga,177,,
1,Pirátska strana - Slovensko,,59,Pavol,Zedník,100,,
1,Pirátska strana - Slovensko,,60,Anton,Pižurný,219,,
2,PRINCÍP,,1,Atila,Géňa,211,,X
2,PRINCÍP,,2,Alfonz,Kaliaš,221,,
2,PRINCÍP,,3,Mikuláš,Vareha,520,,
2,PRINCÍP,,4,Marián,Geci,152,,
2,PRINCÍP,,5,Katarína,Marcišová,117,,
2,PRINCÍP,,6,Helena,Laliková,97,,
2,PRINCÍP,,7,Jozef,Petráš,82,,
2,PRINCÍP,,8,Atila,Oláh,109,,
2,PRINCÍP,,9,Nikoleta,Balogová,77,,
2,PRINCÍP,,10,Jozef,Petráš,93,,
2,PRINCÍP,,11,Michal,Fízik,44,,
2,PRINCÍP,,12,František,Koscs,56,,
2,PRINCÍP,,13,Patrik,Timčík,39,,
2,PRINCÍP,,14,Alfonz,Kaliaš,113,,
2,PRINCÍP,,15,Ivan,Kovanda,47,,
2,PRINCÍP,,16,Marián,Veselský,67,,
2,PRINCÍP,,17,Peter,Červeňák,69,,
2,PRINCÍP,,18,Rudolf,Felšöci,112,,
2,PRINCÍP,,19,Radovan,Levický,56,,
2,PRINCÍP,,20,Martin,Makula,33,,
2,PRINCÍP,,21,Jana,Haňaková,70,,
2,PRINCÍP,,22,Róbert,Fráter,58,,
2,PRINCÍP,,23,Laura,Ninčáková,33,,
2,PRINCÍP,,24,Viktor,Polhoš,36,,
2,PRINCÍP,,25,Viera,Handi,24,,
2,PRINCÍP,,26,Martin,Juhas,20,,
2,PRINCÍP,,27,Karel,Váradi,20,,X
2,PRINCÍP,,28,Michal,Micaj,25,,
2,PRINCÍP,,29,Silvia,Danková,24,,
2,PRINCÍP,,30,Ladislav,Varecha,42,,
2,PRINCÍP,,31,Ľubomír,Havrilec,19,,
2,PRINCÍP,,32,Jozef,Petraš,16,,
2,PRINCÍP,,33,Monika,Davidová,17,,
2,PRINCÍP,,34,Ľubomír,Korchan,19,,
2,PRINCÍP,,35,Lukáš,Tomaško,38,,
2,PRINCÍP,,36,Ján,Tancoš,60,,
2,PRINCÍP,,37,Štefan,Hozza,25,,
2,PRINCÍP,,38,Jaroslava,Marinaková,26,,
2,PRINCÍP,,39,Patrik,Adam,53,,
2,PRINCÍP,,40,Miroslav,Juhász,16,,
2,PRINCÍP,,41,Marek,Sedlák,12,,
2,PRINCÍP,,42,Jozef,Červeňák,23,,
2,PRINCÍP,,43,Ľubomír,Žolna,16,,
2,PRINCÍP,,44,Jaroslava,Basová,22,,
2,PRINCÍP,,45,Zdeno,Pompa,25,,
2,PRINCÍP,,46,Viktor,Gaško,25,,
2,PRINCÍP,,47,Ján,Šmajda,22,,
2,PRINCÍP,,48,Peter,Horváth,27,,
2,PRINCÍP,,49,Rudolf,Motýl,25,,
2,PRINCÍP,,50,Vanesa,Gregová,22,,
2,PRINCÍP,,51,Rudolf,Mačo,21,,
2,PRINCÍP,,52,Peter,Pavlinský,14,,
2,PRINCÍP,,53,Marián,Kapa,25,,
2,PRINCÍP,,54,Daniel,Balog,23,,
2,PRINCÍP,,55,Alexej,Hanko,26,,
2,PRINCÍP,,56,Zdena,Vencelová,17,,
2,PRINCÍP,,57,Stanislav,Feko,14,,
2,PRINCÍP,,58,Ján,Dudáš,45,,
2,PRINCÍP,,59,Andrea,Irdzová,10,,
2,PRINCÍP,,60,Andrej,Danečko,15,,
2,PRINCÍP,,61,Martina,Fedor Bučková,26,,X
2,PRINCÍP,,62,Patrik,Kollár,44,,
2,PRINCÍP,,63,Diana,Schützová,21,,X
2,PRINCÍP,,64,Gabriel,Pajunk,27,,X
2,PRINCÍP,,65,Paulína,Kollárová,13,,
2,PRINCÍP,,66,Eva,Ninčáková,23,,
2,PRINCÍP,,67,Alena,Kundratová,18,,
2,PRINCÍP,,68,Andrej,Kaputa,25,,
2,PRINCÍP,,69,Jozef,Leľo,19,,
2,PRINCÍP,,70,Miroslava,Jancurová,78,,
3,Progresívne Slovensko,1.0,1,Michal,Šimečka,303423,56.91,zvolený
3,Progresívne Slovensko,2.0,3,Michal,Truban,122302,22.94,zvolený
3,Progresívne Slovensko,3.0,2,Lucia,Plaváková,105423,19.77,zvolený
3,Progresívne Slovensko,4.0,15,Jaroslav,Spišiak,69354,13.0,zvolený
3,Progresívne Slovensko,5.0,5,Tomáš,Valášek,66056,12.39,zvolený
3,Progresívne Slovensko,6.0,4,Tamara,Stohlová,63103,11.83,zvolený
3,Progresívne Slovensko,7.0,10,Irena,Bihariová,37849,7.09,zvolený
3,Progresívne Slovensko,8.0,17,Michal,Sabo,37275,6.99,zvolený
3,Progresívne Slovensko,9.0,6,Zora,Jaurová,29704,5.57,zvolený
3,Progresívne Slovensko,10.0,9,Michal,Wiezik,29195,5.47,zvolený
3,Progresívne Slovensko,11.0,13,Oskar,Dvořák,28426,5.33,zvolený
3,Progresívne Slovensko,12.0,12,Ingrid,Kosová,21040,3.94,zvolený
3,Progresívne Slovensko,13.0,11,Štefan,Kišš,20697,3.88,zvolený
3,Progresívne Slovensko,14.0,8,Simona,Petrík,19636,3.68,zvolený
3,Progresívne Slovensko,15.0,24,Tina,Gažovičová,18115,3.39,zvolený
3,Progresívne Slovensko,16.0,7,Ivan,Štefunko,15073,2.82,zvolený
3,Progresívne Slovensko,17.0,14,Beáta,Jurík,11033,2.06,zvolený
3,Progresívne Slovensko,18.0,16,Jana,Hanuliaková,5730,1.07,zvolený
3,Progresívne Slovensko,19.0,18,Zuzana,Mesterová,10200,1.91,zvolený
3,Progresívne Slovensko,20.0,19,Ondrej,Prostredník,14369,2.69,zvolený
3,Progresívne Slovensko,21.0,20,Zuzana,Števulová,8538,1.6,zvolený
3,Progresívne Slovensko,22.0,21,Martin,Dubéci,6647,1.24,zvolený
3,Progresívne Slovensko,23.0,22,Darina,Luščíková,5348,1.0,zvolený
3,Progresívne Slovensko,24.0,23,Branislav,Vančo,3061,0.57,zvolený
3,Progresívne Slovensko,25.0,25,Tomáš,Hellebrandt,13194,2.47,zvolený
3,Progresívne Slovensko,26.0,26,Viera,Kalmárová,3141,0.58,zvolený
3,Progresívne Slovensko,27.0,27,Martin,Pekár,3162,0.59,zvolený
3,Progresívne Slovensko,28.0,28,Dana,Kleinert,6095,1.14,zvolený
3,Progresívne Slovensko,29.0,29,Dávid,Dej,1589,0.29,zvolený
3,Progresívne Slovensko,30.0,30,Veronika,Veslárová,4473,0.83,zvolený
3,Progresívne Slovensko,31.0,31,Ján,Hargaš,9748,1.82,zvolený
3,Progresívne Slovensko,32.0,32,Veronika,Šrobová,2769,0.51,zvolený
3,Progresívne Slovensko,33.0,33,Marek,Lackovič,1528,0.28,náhradník
3,Progresívne Slovensko,34.0,34,Natália,Nash,1569,0.29,náhradník
3,Progresívne Slovensko,35.0,35,Richard,Dubovický,7139,1.33,náhradník
3,Progresívne Slovensko,36.0,36,Gréta,Gregorová,5530,1.03,náhradník
3,Progresívne Slovensko,37.0,37,Peter,Brozman,5165,0.96,náhradník
3,Progresívne Slovensko,38.0,38,Martina,Žilková,3130,0.58,náhradník
3,Progresívne Slovensko,39.0,39,Branislav,Tichý,3436,0.64,náhradník
3,Progresívne Slovensko,40.0,40,Zuzana,Prostredníková,5132,0.96,náhradník
3,Progresívne Slovensko,41.0,41,Tomáš,Bořuta,2879,0.54,náhradník
3,Progresívne Slovensko,42.0,42,Soňa,Košičiarová,4479,0.84,náhradník
3,Progresívne Slovensko,43.0,43,Adam,Sarlós,1719,0.32,náhradník
3,Progresívne Slovensko,44.0,44,Katarína,Mičová,2519,0.47,náhradník
3,Progresívne Slovensko,45.0,45,Tomáš,Krjak,1701,0.31,náhradník
3,Progresívne Slovensko,46.0,46,Dana,Cervanová,2677,0.5,náhradník
3,Progresívne Slovensko,47.0,47,Tibor,Forró,2599,0.48,náhradník
3,Progresívne Slovensko,48.0,48,Martina,Kolláriková,898,0.16,náhradník
3,Progresívne Slovensko,49.0,49,Miroslav,Kocúr,4331,0.81,náhradník
3,Progresívne Slovensko,50.0,50,Anna,Dojčanová,1055,0.19,náhradník
3,Progresívne Slovensko,51.0,51,Sergej,Kára,1841,0.34,náhradník
3,Progresívne Slovensko,52.0,52,Sofia Karina,Trommlerová,5875,1.1,náhradník
3,Progresívne Slovensko,53.0,53,Milan,Laurinc,2806,0.52,náhradník
3,Progresívne Slovensko,54.0,54,Eva,Kalkan,787,0.14,náhradník
3,Progresívne Slovensko,55.0,55,Ivan,Hudcovský,1531,0.28,náhradník
3,Progresívne Slovensko,56.0,56,Renata,Igľárová,1197,0.22,náhradník
3,Progresívne Slovensko,57.0,57,Milan,Polešenský,938,0.17,náhradník
3,Progresívne Slovensko,58.0,58,Natália,Heribanová,4182,0.78,náhradník
3,Progresívne Slovensko,59.0,59,Marián,Mališ,529,0.09,náhradník
3,Progresívne Slovensko,60.0,60,Elena,Cinová,2268,0.42,náhradník
3,Progresívne Slovensko,61.0,61,Juraj,Gašpárek,1627,0.3,náhradník
3,Progresívne Slovensko,62.0,62,Lucia,Francescato,1136,0.21,náhradník
3,Progresívne Slovensko,63.0,63,Jozef,Ľos-Božik,1183,0.22,náhradník
3,Progresívne Slovensko,64.0,64,Zuzana,Vargová,1280,0.24,náhradník
3,Progresívne Slovensko,65.0,65,Pavol,Troiak,1073,0.2,náhradník
3,Progresívne Slovensko,66.0,66,Ľubica,Bednárová,1308,0.24,náhradník
3,Progresívne Slovensko,67.0,67,Marek,Štefanisko,1065,0.19,náhradník
3,Progresívne Slovensko,68.0,68,Karolína,Blunárová,1555,0.29,náhradník
3,Progresívne Slovensko,69.0,69,Krisztián,Váradi,2112,0.39,náhradník
3,Progresívne Slovensko,70.0,70,Romana,Sládeková,1037,0.19,náhradník
3,Progresívne Slovensko,71.0,71,Timotej,Süč,593,0.11,náhradník
3,Progresívne Slovensko,72.0,72,Jana,Kovačovská,330,0.06,náhradník
3,Progresívne Slovensko,73.0,73,Ján,Pullman,554,0.1,náhradník
3,Progresívne Slovensko,74.0,74,Lucia,Smažáková Karabínošová,542,0.1,náhradník
3,Progresívne Slovensko,75.0,75,Martin,Hanes,998,0.18,náhradník
3,Progresívne Slovensko,76.0,76,Ingrida,Gorcovská,1108,0.2,náhradník
3,Progresívne Slovensko,77.0,77,Michal,Páleník,2146,0.4,náhradník
3,Progresívne Slovensko,78.0,78,Miroslava,Vermeiren,1187,0.22,náhradník
3,Progresívne Slovensko,79.0,79,Ondrej,Šarník,1362,0.25,náhradník
3,Progresívne Slovensko,80.0,80,Veronika,Kvietková,1193,0.22,náhradník
3,Progresívne Slovensko,81.0,81,Martin,Baloga,1228,0.23,náhradník
3,Progresívne Slovensko,82.0,82,Henrieta,Slavkovská,625,0.11,náhradník
3,Progresívne Slovensko,83.0,84,Andrea,Báťková,656,0.12,náhradník
3,Progresívne Slovensko,84.0,85,Jozef,Bakša,406,0.07,náhradník
3,Progresívne Slovensko,85.0,86,Paula,Vojtek,249,0.04,náhradník
3,Progresívne Slovensko,86.0,87,Michal,Styk,828,0.15,náhradník
3,Progresívne Slovensko,87.0,88,Sylvia,Pohánková,785,0.14,náhradník
3,Progresívne Slovensko,88.0,89,Michal,Švajda,920,0.17,náhradník
3,Progresívne Slovensko,89.0,90,Anna,Beláková,499,0.09,náhradník
3,Progresívne Slovensko,90.0,91,Jakub,Jochman,1143,0.21,náhradník
3,Progresívne Slovensko,91.0,92,Marianna,Piršelová,820,0.15,náhradník
3,Progresívne Slovensko,92.0,93,Václav,Papež,970,0.18,náhradník
3,Progresívne Slovensko,93.0,94,Lenka,Jusko,439,0.08,náhradník
3,Progresívne Slovensko,94.0,95,Pavel,Kendra,555,0.1,náhradník
3,Progresívne Slovensko,95.0,96,Jana,Popovičová,210,0.03,náhradník
3,Progresívne Slovensko,96.0,97,Lukáš,Šauša,892,0.16,náhradník
3,Progresívne Slovensko,97.0,98,Jana,Toličová,655,0.12,náhradník
3,Progresívne Slovensko,98.0,99,Marek,Gabonay,267,0.05,náhradník
3,Progresívne Slovensko,99.0,100,Zuzana,Lučkay Mihalčinová,1291,0.24,náhradník
3,Progresívne Slovensko,100.0,101,Peter,Macsek,941,0.17,náhradník
3,Progresívne Slovensko,101.0,102,Magdaléna,Kováč Mergová,969,0.18,náhradník
3,Progresívne Slovensko,102.0,103,Erik,Illéš,513,0.09,náhradník
3,Progresívne Slovensko,103.0,104,Janette,Langová,1599,0.29,náhradník
3,Progresívne Slovensko,104.0,105,Ladislav,Gála,595,0.11,náhradník
3,Progresívne Slovensko,105.0,106,Miroslava,Lukáčová,310,0.05,náhradník
3,Progresívne Slovensko,106.0,107,Peter,Lošonský,307,0.05,náhradník
3,Progresívne Slovensko,107.0,108,Barbora,Ugorová,311,0.05,náhradník
3,Progresívne Slovensko,108.0,109,Tibor,Bačinský,1349,0.25,náhradník
3,Progresívne Slovensko,109.0,110,Michaela,Hinnerová,255,0.04,náhradník
3,Progresívne Slovensko,110.0,111,Róbert,Grega,228,0.04,náhradník
3,Progresívne Slovensko,111.0,112,Eva,Levrincová,315,0.05,náhradník
3,Progresívne Slovensko,112.0,113,Viktor,Pamula,633,0.11,náhradník
3,Progresívne Slovensko,113.0,114,Vanda,Prikler,204,0.03,náhradník
3,Progresívne Slovensko,114.0,115,Dominik,Radler,650,0.12,náhradník
3,Progresívne Slovensko,115.0,116,Naďa,Bohinská,462,0.08,náhradník
3,Progresívne Slovensko,116.0,117,Ľuboš,Ďubek,196,0.03,náhradník
3,Progresívne Slovensko,117.0,118,Lívia,Augustin Šimanská,868,0.16,náhradník
3,Progresívne Slovensko,118.0,119,Marek,Fúska,712,0.13,náhradník
3,Progresívne Slovensko,119.0,120,Monika,Sabanoš,320,0.06,náhradník
3,Progresívne Slovensko,120.0,121,Karol,Gubka,411,0.07,náhradník
3,Progresívne Slovensko,121.0,122,Zuzana,Čifári,263,0.04,náhradník
3,Progresívne Slovensko,122.0,123,Juraj,Mikulášek,284,0.05,náhradník
3,Progresívne Slovensko,123.0,124,Oľga,Krištofíková,625,0.11,náhradník
3,Progresívne Slovensko,124.0,125,Adam,Pekár,148,0.02,náhradník
3,Progresívne Slovensko,125.0,126,Denisa,Holečková,1203,0.22,náhradník
3,Progresívne Slovensko,126.0,127,Igor,Holéczy,945,0.17,náhradník
3,Progresívne Slovensko,127.0,128,Gabriela,Langová,704,0.13,náhradník
3,Progresívne Slovensko,128.0,129,Samuel,Pekár,850,0.15,náhradník
3,Progresívne Slovensko,129.0,130,Zlatica,Miháliková,222,0.04,náhradník
3,Progresívne Slovensko,130.0,131,Peter,Višňovský,574,0.1,náhradník
3,Progresívne Slovensko,131.0,132,Eva,Pevná,604,0.11,náhradník
3,Progresívne Slovensko,132.0,133,Radoslav,Ruso,563,0.1,náhradník
3,Progresívne Slovensko,133.0,134,Martina,Kačániová,447,0.08,náhradník
3,Progresívne Slovensko,134.0,135,Peter,Matula,294,0.05,náhradník
3,Progresívne Slovensko,135.0,136,Katarína,Vidrová,298,0.05,náhradník
3,Progresívne Slovensko,136.0,137,Pavol,Ištok,433,0.08,náhradník
3,Progresívne Slovensko,137.0,138,Katarína,Nádaská,4787,0.89,náhradník
3,Progresívne Slovensko,138.0,139,Samuel,Paulini,494,0.09,náhradník
3,Progresívne Slovensko,139.0,140,Diana,Kleštincová,1626,0.3,náhradník
3,Progresívne Slovensko,140.0,141,Marek,Líška,898,0.16,náhradník
3,Progresívne Slovensko,141.0,142,Adriana,Horská,167,0.03,náhradník
3,Progresívne Slovensko,142.0,143,Dávid,Šingovský,350,0.06,náhradník
3,Progresívne Slovensko,143.0,144,Eva,Rusnáková,554,0.1,náhradník
3,Progresívne Slovensko,144.0,145,Rastislav,Karczub,507,0.09,náhradník
3,Progresívne Slovensko,145.0,146,Tamara,Krenželáková,355,0.06,náhradník
3,Progresívne Slovensko,146.0,147,Peter,Pollák,977,0.18,náhradník
3,Progresívne Slovensko,147.0,148,Jana,Velická,956,0.17,náhradník
3,Progresívne Slovensko,148.0,149,Vanda,Rogovská,1316,0.24,náhradník
3,Progresívne Slovensko,149.0,150,Jolana,Kusá,4197,0.78,náhradník
3,Progresívne Slovensko,,83,Boris,Kriško,651,0.12,X
4,SPOLOČNE OBČANIA SLOVENSKA,,1,Zuzana,Kondrlíková Plháková,547,,X
4,SPOLOČNE OBČANIA SLOVENSKA,,2,Anna,Schlosserová,262,,X
4,SPOLOČNE OBČANIA SLOVENSKA,,3,Katarína,Kralčáková,259,,X
4,SPOLOČNE OBČANIA SLOVENSKA,,4,Martin,Fenďa,198,,X
4,SPOLOČNE OBČANIA SLOVENSKA,,5,Miroslav,Kondrlík,70,,X
4,SPOLOČNE OBČANIA SLOVENSKA,,6,Róbert,Winkler,133,,
4,SPOLOČNE OBČANIA SLOVENSKA,,7,Peter,Kondrát,73,,X
4,SPOLOČNE OBČANIA SLOVENSKA,,8,Vladimír,Čonka,68,,X
4,SPOLOČNE OBČANIA SLOVENSKA,,9,Peter,Smolka,93,,
4,SPOLOČNE OBČANIA SLOVENSKA,,10,Vladislav,Loderer,50,,
4,SPOLOČNE OBČANIA SLOVENSKA,,11,Daniel,Húšťa,35,,X
4,SPOLOČNE OBČANIA SLOVENSKA,,12,Ľuboš,Kabát,29,,X
4,SPOLOČNE OBČANIA SLOVENSKA,,13,Ľubomír,Klačko,51,,X
4,SPOLOČNE OBČANIA SLOVENSKA,,14,Andrej,Krajiček,56,,
4,SPOLOČNE OBČANIA SLOVENSKA,,15,Štefan,Puška,28,,
4,SPOLOČNE OBČANIA SLOVENSKA,,16,Helena,Tirolová,69,,X
4,SPOLOČNE OBČANIA SLOVENSKA,,17,Janette,Drapáková-Hubová,52,,X
4,SPOLOČNE OBČANIA SLOVENSKA,,18,Miroslav,Kudela,65,,
4,SPOLOČNE OBČANIA SLOVENSKA,,19,Radovan,Bujňák,54,,X
4,SPOLOČNE OBČANIA SLOVENSKA,,20,Ali,Kamberovič,44,,
4,SPOLOČNE OBČANIA SLOVENSKA,,21,Zdenka,Šprláková,41,,
4,SPOLOČNE OBČANIA SLOVENSKA,,22,Roman,Tlčina,29,,X
4,SPOLOČNE OBČANIA SLOVENSKA,,23,Peter,Eliaš,29,,
4,SPOLOČNE OBČANIA SLOVENSKA,,24,Veronika,Hanuljaková,111,,
4,SPOLOČNE OBČANIA SLOVENSKA,,25,Michal,Ladič,36,,
4,SPOLOČNE OBČANIA SLOVENSKA,,26,Vladimír,Krška,32,,X
4,SPOLOČNE OBČANIA SLOVENSKA,,27,Peter,Chmelo,38,,X
4,SPOLOČNE OBČANIA SLOVENSKA,,28,Mariana,Hriňová,38,,
4,SPOLOČNE OBČANIA SLOVENSKA,,29,Ľubica,Kramarová,52,,
4,SPOLOČNE OBČANIA SLOVENSKA,,30,Natalia,Krajičková,55,,
4,SPOLOČNE OBČANIA SLOVENSKA,,31,Jana,Kufel Stýskalová,17,,X
4,SPOLOČNE OBČANIA SLOVENSKA,,32,Diana,Badžová,23,,
4,SPOLOČNE OBČANIA SLOVENSKA,,33,Terézia,Tomaničková,31,,
4,SPOLOČNE OBČANIA SLOVENSKA,,34,Miroslava,Bednárová,32,,
4,SPOLOČNE OBČANIA SLOVENSKA,,35,Nina,Matejčeková,21,,
4,SPOLOČNE OBČANIA SLOVENSKA,,36,Ján,Haluška,25,,
4,SPOLOČNE OBČANIA SLOVENSKA,,37,Bohuš,Šottník,15,,
4,SPOLOČNE OBČANIA SLOVENSKA,,38,Michal,Blahovec,18,,X
4,SPOLOČNE OBČANIA SLOVENSKA,,39,Daniela,Pavlovičová,20,,X
4,SPOLOČNE OBČANIA SLOVENSKA,,40,Janka,Húšťová,15,,X
4,SPOLOČNE OBČANIA SLOVENSKA,,41,Mário,Winkler,31,,
4,SPOLOČNE OBČANIA SLOVENSKA,,42,Matúš,Ivora,24,,
4,SPOLOČNE OBČANIA SLOVENSKA,,43,Roman,Melicher,20,,
4,SPOLOČNE OBČANIA SLOVENSKA,,44,Marek,Malík,37,,
4,SPOLOČNE OBČANIA SLOVENSKA,,45,Mario,Medvec,11,,
4,SPOLOČNE OBČANIA SLOVENSKA,,46,Dagmar,Winklerová,14,,
4,SPOLOČNE OBČANIA SLOVENSKA,,47,Viliam,Groszman,21,,
4,SPOLOČNE OBČANIA SLOVENSKA,,48,Vladimír,Valášek,81,,
4,SPOLOČNE OBČANIA SLOVENSKA,,49,Rastislav,Tatarka,16,,
4,SPOLOČNE OBČANIA SLOVENSKA,,50,Štefan,Truchlík,28,,
4,SPOLOČNE OBČANIA SLOVENSKA,,51,Štefan,Ivora,23,,
4,SPOLOČNE OBČANIA SLOVENSKA,,52,Anna,Ivorová,22,,
4,SPOLOČNE OBČANIA SLOVENSKA,,53,Adrián,Barnošák,23,,
4,SPOLOČNE OBČANIA SLOVENSKA,,54,Marcel,Malík,39,,
4,SPOLOČNE OBČANIA SLOVENSKA,,55,Peter,Haver,25,,
4,SPOLOČNE OBČANIA SLOVENSKA,,56,Viliam,Vrba,15,,
4,SPOLOČNE OBČANIA SLOVENSKA,,57,Benjamín,Kučera,31,,
4,SPOLOČNE OBČANIA SLOVENSKA,,58,Igor,Kurimský,22,,
4,SPOLOČNE OBČANIA SLOVENSKA,,59,Juraj,Majerík,19,,
4,SPOLOČNE OBČANIA SLOVENSKA,,60,Radoslav,Kramara,38,,
4,SPOLOČNE OBČANIA SLOVENSKA,,61,Július,Koki,21,,
4,SPOLOČNE OBČANIA SLOVENSKA,,62,Terézia,Kokiová,17,,
4,SPOLOČNE OBČANIA SLOVENSKA,,63,Marcela,Kokiová,16,,
4,SPOLOČNE OBČANIA SLOVENSKA,,64,Marek,Rončák,20,,X
4,SPOLOČNE OBČANIA SLOVENSKA,,65,Anna,Huláková,19,,
4,SPOLOČNE OBČANIA SLOVENSKA,,66,Peter,Hudec,17,,
4,SPOLOČNE OBČANIA SLOVENSKA,,67,Nikola,Ilavská,34,,X
4,SPOLOČNE OBČANIA SLOVENSKA,,68,Michal,Jánošík,46,,
4,SPOLOČNE OBČANIA SLOVENSKA,,69,Ľubomír,Čonka,19,,
4,SPOLOČNE OBČANIA SLOVENSKA,,70,Miroslav,Škatuliak,19,,
4,SPOLOČNE OBČANIA SLOVENSKA,,71,Anton,Kubas,12,,X
4,SPOLOČNE OBČANIA SLOVENSKA,,72,Pavel,Bolješík,9,,
4,SPOLOČNE OBČANIA SLOVENSKA,,73,Matúš,Lepiš,18,,
4,SPOLOČNE OBČANIA SLOVENSKA,,74,Jakub,Bednár,30,,
4,SPOLOČNE OBČANIA SLOVENSKA,,75,František,Fényes,9,,
4,SPOLOČNE OBČANIA SLOVENSKA,,76,Róbert,Santus,12,,
4,SPOLOČNE OBČANIA SLOVENSKA,,77,Matúš,Erhardt,23,,
4,SPOLOČNE OBČANIA SLOVENSKA,,78,Viliam,Groszman,18,,
4,SPOLOČNE OBČANIA SLOVENSKA,,79,Peter,Vnuk,16,,
4,SPOLOČNE OBČANIA SLOVENSKA,,80,Peter,Horvath,17,,X
4,SPOLOČNE OBČANIA SLOVENSKA,,81,Andrej,Blahovec,8,,X
4,SPOLOČNE OBČANIA SLOVENSKA,,82,Katarína,Moravčíková,14,,X
4,SPOLOČNE OBČANIA SLOVENSKA,,83,Michal,Paričák,8,,X
4,SPOLOČNE OBČANIA SLOVENSKA,,84,Leonard,Ivanec,11,,X
4,SPOLOČNE OBČANIA SLOVENSKA,,85,Martin,Blahovec,13,,X
4,SPOLOČNE OBČANIA SLOVENSKA,,86,Dana,Ivancová,15,,X
4,SPOLOČNE OBČANIA SLOVENSKA,,87,Jozef,Ivanec,5,,X
4,SPOLOČNE OBČANIA SLOVENSKA,,88,Vincent,Šušota,7,,
