Číslo politického subjektu,Názov politického subjektu,Poradie po zohľadnení prednostného hlasovania,Poradie na hlasovacom lístku,Meno,Priezvisko,Počet platných prednostných hlasov,Podiel platných prednostných hlasov v %,Poznámka
7,Maďarské fórum,,74,Dušan,Katuščák,13,,
7,Maďarské fórum,,75,Alžbeta,Hermanová,14,,
7,Maďarské fórum,,76,Andrea,Rigóová,91,,
7,Maďarské fórum,,77,Mikuláš,Balogh,35,,
7,Maďarské fórum,,78,František,Lakatos,22,,
7,Maďarské fórum,,79,Ivo,Nemčič,15,,X
7,Maďarské fórum,,80,Jozef,Rybár,10,,
7,Maďarské fórum,,81,Michal,Bušík,7,,
7,Maďarské fórum,,82,Virág,Janitsová,9,,
7,Maďarské fórum,,83,Štefan,Pecen,4,,
7,Maďarské fórum,,84,Juraj,Štít,4,,
7,Maďarské fórum,,85,Michal,Varga,1,,
7,Maďarské fórum,,86,Peter,Herman,4,,
7,Maďarské fórum,,87,Zoltán,László,18,,
7,Maďarské fórum,,88,David,Bučko,3,,
7,Maďarské fórum,,89,Michal,Habánek,0,,
7,Maďarské fórum,,90,Mária,Halátová,9,,
7,Maďarské fórum,,91,Katarína,Kónyová,8,,
7,Maďarské fórum,,92,Peter,Hustya,10,,
7,Maďarské fórum,,93,Vladimír,Matfiak,0,,
7,Maďarské fórum,,94,Emília,Hollá,5,,
7,Maďarské fórum,,95,Miloš,Ferko,3,,
7,Maďarské fórum,,96,Richard,Rajkovics,28,,
7,Maďarské fórum,,97,Andrea,Kovaliková,0,,
7,Maďarské fórum,,98,Peter,Buchlák,4,,
7,Maďarské fórum,,99,Dávid,Zsemlye,17,,
7,Maďarské fórum,,100,Zoltán,Sárközy,27,,
7,Maďarské fórum,,101,Jana,Vaculková,0,,
7,Maďarské fórum,,102,Ladislav,Kiss,20,,
7,Maďarské fórum,,103,Zuzana,Rajnohová,5,,
7,Maďarské fórum,,104,Ema,Turcajová,6,,
7,Maďarské fórum,,105,Filip,Majer,4,,
7,Maďarské fórum,,106,Beáta,Bollová,9,,
7,Maďarské fórum,,107,Ján,Raučina,2,,
7,Maďarské fórum,,108,Soňa,Vargová,2,,
7,Maďarské fórum,,109,Norbert,Rabay,4,,
7,Maďarské fórum,,110,František,Máté,9,,
7,Maďarské fórum,,111,Eva,Filipková,1,,
7,Maďarské fórum,,112,Viktória,Vašinová,7,,
7,Maďarské fórum,,113,Ingrid,Žilincová,5,,
7,Maďarské fórum,,114,Peter,Győri,27,,
7,Maďarské fórum,,115,Pavol,Bujňák,1,,
7,Maďarské fórum,,116,Peter,Bzdúch,7,,
7,Maďarské fórum,,117,Tomáš,Szűcs,19,,
7,Maďarské fórum,,118,Milan,Šišiak,3,,
7,Maďarské fórum,,119,Koloman,Bodnár,12,,
7,Maďarské fórum,,120,Roman,Krško,6,,
7,Maďarské fórum,,121,Žaneta,Struhárová,2,,
7,Maďarské fórum,,122,Filip,Halás,3,,
7,Maďarské fórum,,123,Lívia,Csibreiová,6,,
7,Maďarské fórum,,124,Katarína,Šimončičová,3,,
7,Maďarské fórum,,125,Attila,Baki,52,,
8,Vlastenecký blok,,1,Ivan,Stanovič,442,,
8,Vlastenecký blok,,2,Marián,Soukup,181,,
8,Vlastenecký blok,,3,Eva,Copáková,139,,
8,Vlastenecký blok,,4,Daniela,Zemanová,358,,
8,Vlastenecký blok,,5,Dana,Kavorová,113,,
8,Vlastenecký blok,,6,Ivan,Ožvát,82,,X
8,Vlastenecký blok,,7,Arpád,Matejka,79,,
8,Vlastenecký blok,,8,Milan,Holič,74,,
8,Vlastenecký blok,,9,Ľubomír,Mores,245,,
8,Vlastenecký blok,,10,Iveta,Komzalová,142,,
8,Vlastenecký blok,,11,Jana,Guldanová,53,,
8,Vlastenecký blok,,12,Pavol,Mindek,23,,
8,Vlastenecký blok,,13,Ján,Kleskeň,46,,
8,Vlastenecký blok,,14,Daša,Kováčová,137,,
8,Vlastenecký blok,,15,Eva,Sunegová,112,,
8,Vlastenecký blok,,16,Miriam,Strnadíková,37,,
8,Vlastenecký blok,,17,Zuzana,Bencová,50,,
8,Vlastenecký blok,,18,Miloš,Straňák,42,,
8,Vlastenecký blok,,19,Oľga,Janigová,45,,
8,Vlastenecký blok,,20,Miroslav,Uhlárik,65,,
8,Vlastenecký blok,,21,Peter,Kohút,76,,
8,Vlastenecký blok,,22,Vladimír,Daniš,33,,
8,Vlastenecký blok,,23,Eva,Uváčková,33,,
8,Vlastenecký blok,,24,Emília,Mináriková,22,,
8,Vlastenecký blok,,25,Mária,Pekáriková,30,,
8,Vlastenecký blok,,26,Fridrich,Hláva,6,,
8,Vlastenecký blok,,27,Ľubomír,Goliaš,46,,
8,Vlastenecký blok,,28,Daniel,Šurina,39,,
8,Vlastenecký blok,,29,Marta,Rusnáková,37,,
8,Vlastenecký blok,,30,Dana,Popeľášová,41,,
8,Vlastenecký blok,,31,Lubomír,Choleva,40,,
8,Vlastenecký blok,,32,Roman,Hanzlík,31,,
8,Vlastenecký blok,,33,Milan,Velický,21,,
8,Vlastenecký blok,,34,Mária,Macánková,15,,
8,Vlastenecký blok,,35,Pavel,Smutný,24,,
8,Vlastenecký blok,,36,Marek,Haladej,32,,
8,Vlastenecký blok,,37,Ľuboš,Volko,44,,
8,Vlastenecký blok,,38,Zlata,Slobodová,10,,
8,Vlastenecký blok,,39,Emília,Žeňuchová,54,,X
8,Vlastenecký blok,,40,Edita,Jónyová,20,,
8,Vlastenecký blok,,41,Ľuboš,Sabadoš,38,,X
9,"Modrí, Most - Híd",,1,Mikuláš,Dzurinda,3663,,
9,"Modrí, Most - Híd",,2,László,Sólymos,2439,,
9,"Modrí, Most - Híd",,3,Ľuboš,Schwarzbacher,726,,
9,"Modrí, Most - Híd",,4,Konrád,Rigó,1034,,
9,"Modrí, Most - Híd",,5,Jana,Ambrošová,570,,
9,"Modrí, Most - Híd",,6,Michal,Hort,281,,
9,"Modrí, Most - Híd",,7,Attila,Agócs,844,,
9,"Modrí, Most - Híd",,8,Martin,Hubinský,174,,
9,"Modrí, Most - Híd",,9,Alžbeta,Ožvaldová,460,,
9,"Modrí, Most - Híd",,10,Patrik,Andó,141,,
9,"Modrí, Most - Híd",,11,Miloslav,Olejár,149,,
9,"Modrí, Most - Híd",,12,Peter,Petrikán,400,,
9,"Modrí, Most - Híd",,13,Jana,Šoková,311,,
9,"Modrí, Most - Híd",,14,Irén,Sárközy,354,,
9,"Modrí, Most - Híd",,15,Tomáš,Halgaš,140,,
9,"Modrí, Most - Híd",,16,Zoltán,Horváth,265,,
9,"Modrí, Most - Híd",,17,Andrej,Aleksiev,85,,
9,"Modrí, Most - Híd",,18,Arpád,Kún,174,,
9,"Modrí, Most - Híd",,19,Rastislav,Amrich,86,,
9,"Modrí, Most - Híd",,20,Peter,Kysela,170,,
9,"Modrí, Most - Híd",,21,František,Balázs,35,,
9,"Modrí, Most - Híd",,22,Sylvia,Beňová,92,,
9,"Modrí, Most - Híd",,23,Juraj,Hort,143,,
9,"Modrí, Most - Híd",,24,Marek,Vargovčák,148,,
9,"Modrí, Most - Híd",,25,Pavol,Burdiga,92,,
9,"Modrí, Most - Híd",,26,Alexandra,Boocová,65,,
9,"Modrí, Most - Híd",,27,Vladimír,Vágási,100,,
9,"Modrí, Most - Híd",,28,Gabriel,Steiner,71,,
9,"Modrí, Most - Híd",,29,Richard,Hanuska,83,,
9,"Modrí, Most - Híd",,30,Orsolya Sára,Palásti,161,,
9,"Modrí, Most - Híd",,31,Štefan,Ambroš,101,,
9,"Modrí, Most - Híd",,32,Viktor,Lestyánszky,173,,
9,"Modrí, Most - Híd",,33,Dávid,Tóth,124,,
9,"Modrí, Most - Híd",,34,Juraj,Chebeň,55,,
9,"Modrí, Most - Híd",,35,Róbert,Csudai,86,,
9,"Modrí, Most - Híd",,36,Ivan,Bernáth,58,,
9,"Modrí, Most - Híd",,37,Zsolt,Ferenczi,92,,
9,"Modrí, Most - Híd",,38,Jozef,Chajdiak,33,,
9,"Modrí, Most - Híd",,39,Ladislav,Nižník,31,,
9,"Modrí, Most - Híd",,40,František,Vangel,146,,
9,"Modrí, Most - Híd",,41,Dagmar,Amrichová,98,,
9,"Modrí, Most - Híd",,42,Juraj,Štekláč,67,,
9,"Modrí, Most - Híd",,43,Katarína,Cigľarová,52,,
9,"Modrí, Most - Híd",,44,Jana,Ulipová,39,,
9,"Modrí, Most - Híd",,45,Peter,Žofčák,109,,
9,"Modrí, Most - Híd",,46,Vladimír,Kuchař,24,,
9,"Modrí, Most - Híd",,47,Ladislav,Kerata,157,,
9,"Modrí, Most - Híd",,48,Dušan,Macai,20,,
9,"Modrí, Most - Híd",,49,Martin,Kollár,52,,
9,"Modrí, Most - Híd",,50,Rudolf,Smriga,57,,
9,"Modrí, Most - Híd",,51,Andrea,Krajčiová,69,,
9,"Modrí, Most - Híd",,52,Štefan,Kertész,69,,
9,"Modrí, Most - Híd",,53,Peter,Koreň,65,,
9,"Modrí, Most - Híd",,54,Ľudovít,Pavela,48,,
9,"Modrí, Most - Híd",,55,Adrián,Kubica,47,,
9,"Modrí, Most - Híd",,56,Urban,Selvek,39,,
9,"Modrí, Most - Híd",,57,Robert,Magyar,76,,
9,"Modrí, Most - Híd",,58,Jozef,Lutter,45,,
9,"Modrí, Most - Híd",,59,Juraj,Machunka,51,,
9,"Modrí, Most - Híd",,60,Péter,Palásti,73,,
9,"Modrí, Most - Híd",,61,Jaroslav,Petík,23,,
9,"Modrí, Most - Híd",,62,Karol,Ferencz,40,,
9,"Modrí, Most - Híd",,63,Jozef,Bobík,54,,
9,"Modrí, Most - Híd",,64,Ján,Pavuk,26,,
9,"Modrí, Most - Híd",,65,Jozef,Kovács,22,,
9,"Modrí, Most - Híd",,66,Martin,Majer,16,,
9,"Modrí, Most - Híd",,67,Jana,Nováková,61,,
9,"Modrí, Most - Híd",,68,Pavol,Kvačkay,27,,
9,"Modrí, Most - Híd",,69,Pavol,Adamčák,26,,
9,"Modrí, Most - Híd",,70,Peter,Katona,53,,
9,"Modrí, Most - Híd",,71,Cyril,Václav,40,,
9,"Modrí, Most - Híd",,72,Gabriela,Józan Horváth,58,,
9,"Modrí, Most - Híd",,73,Jana,Koreňová,67,,
9,"Modrí, Most - Híd",,74,Pavol,Gajdoš,23,,
9,"Modrí, Most - Híd",,75,Ľubomír,Demský,23,,
9,"Modrí, Most - Híd",,76,Marek,Beláň,39,,
9,"Modrí, Most - Híd",,77,Gejza,Kristián,67,,
9,"Modrí, Most - Híd",,78,Tadeáš,Ďurica,31,,
9,"Modrí, Most - Híd",,79,Milan,Dvorský,22,,
9,"Modrí, Most - Híd",,80,Ivan,Vaňo,20,,
9,"Modrí, Most - Híd",,81,Dušan,Dobrovodský,25,,
9,"Modrí, Most - Híd",,82,Tímea,Feketeová,49,,
9,"Modrí, Most - Híd",,83,Ľudmila,Škurlová,22,,
9,"Modrí, Most - Híd",,84,Miroslava,Aleksieva,8,,
9,"Modrí, Most - Híd",,85,Márk,Varga,16,,
9,"Modrí, Most - Híd",,86,Martin,Tkáčik,19,,
9,"Modrí, Most - Híd",,87,Jozef,Vízi,80,,
9,"Modrí, Most - Híd",,88,Peter,Fijalka,12,,
9,"Modrí, Most - Híd",,89,Tibor,Adamec,6,,
9,"Modrí, Most - Híd",,90,Denis,Duba,8,,
9,"Modrí, Most - Híd",,91,Petra,Turzová,9,,
9,"Modrí, Most - Híd",,92,Ildikó,Virágová,25,,
9,"Modrí, Most - Híd",,93,Elemír,Gašparovič,2,,
9,"Modrí, Most - Híd",,94,Anna,Tomaškinová,8,,
9,"Modrí, Most - Híd",,95,Zoltán,Borovský,15,,
9,"Modrí, Most - Híd",,96,Zsolt,Varga,23,,
9,"Modrí, Most - Híd",,97,Ildikó,Mičúchová,15,,
9,"Modrí, Most - Híd",,98,Marek,Andreánsky,7,,
9,"Modrí, Most - Híd",,99,Martin,Baník,10,,
9,"Modrí, Most - Híd",,100,Magdaléna,Zsiga,22,,
9,"Modrí, Most - Híd",,101,Lenka,Bíreš,19,,
9,"Modrí, Most - Híd",,102,Mária,Kardosová,57,,
9,"Modrí, Most - Híd",,103,Pavol,Bíreš,7,,
9,"Modrí, Most - Híd",,104,Jozef,Gajdoš,12,,
9,"Modrí, Most - Híd",,105,Ladislav,Kiss,43,,
9,"Modrí, Most - Híd",,106,Jana,Rajeková,6,,
9,"Modrí, Most - Híd",,107,Žaneta,Pavlíková,30,,
9,"Modrí, Most - Híd",,108,Tomáš,Rajek,6,,
9,"Modrí, Most - Híd",,109,Marian,Levák,10,,
9,"Modrí, Most - Híd",,110,Peter,Bartalos,18,,
9,"Modrí, Most - Híd",,111,Martina,Kyselová,10,,
9,"Modrí, Most - Híd",,112,Ladislav,Gödölle,36,,
9,"Modrí, Most - Híd",,113,Michal,Makva,7,,
9,"Modrí, Most - Híd",,114,Blažena,Strečanská,10,,
9,"Modrí, Most - Híd",,115,Ladislav,Róth,60,,
9,"Modrí, Most - Híd",,116,Peter,Špilár,3,,
9,"Modrí, Most - Híd",,117,Viktor,Siegel,14,,
9,"Modrí, Most - Híd",,118,Romana,Staňo,12,,
9,"Modrí, Most - Híd",,119,Jozef,Bukovčák,21,,
9,"Modrí, Most - Híd",,120,Agneša,Szarka,26,,
9,"Modrí, Most - Híd",,121,Michal,Bukovčák,24,,
9,"Modrí, Most - Híd",,122,Monika,Patócs Khernová,16,,
9,"Modrí, Most - Híd",,123,Samuel,Baláž,14,,
9,"Modrí, Most - Híd",,124,Katarína,Nováková,14,,
9,"Modrí, Most - Híd",,125,Štefan,Horváth,24,,
9,"Modrí, Most - Híd",,126,Peter,Kováč,12,,
9,"Modrí, Most - Híd",,127,Ladislav,Török,16,,
9,"Modrí, Most - Híd",,128,Dionýz,Kaszonyi,105,,
9,"Modrí, Most - Híd",,129,Ivan,Rosenberger,12,,
9,"Modrí, Most - Híd",,130,Jozef,Maďar,12,,
9,"Modrí, Most - Híd",,131,Natália,Zurík Zemanová,21,,
9,"Modrí, Most - Híd",,132,Zoltán,Lengyel,12,,
9,"Modrí, Most - Híd",,133,Peter,Dolíhal,9,,
9,"Modrí, Most - Híd",,134,Zuzana,Marcinová,31,,
9,"Modrí, Most - Híd",,135,Tomáš,Zvarík,12,,
9,"Modrí, Most - Híd",,136,Anton,Vdovjak,20,,
9,"Modrí, Most - Híd",,137,Oľga,Kubalíková,10,,
9,"Modrí, Most - Híd",,138,Martina,Hortová,14,,
9,"Modrí, Most - Híd",,139,Adam,Porubčan,15,,
9,"Modrí, Most - Híd",,140,Daniel,Rišian,9,,
9,"Modrí, Most - Híd",,141,Peter,Libiak,16,,
9,"Modrí, Most - Híd",,142,Tomáš,László,13,,
9,"Modrí, Most - Híd",,143,Beáta,Hanusková,18,,
9,"Modrí, Most - Híd",,144,Martina,Maščáková,11,,
9,"Modrí, Most - Híd",,145,Jozef,Horváth,13,,
9,"Modrí, Most - Híd",,146,Eva,Zekucia,15,,
9,"Modrí, Most - Híd",,147,Jozef,Lipka,11,,
9,"Modrí, Most - Híd",,148,Matúš,Murajda,47,,
9,"Modrí, Most - Híd",,149,Filip,Jamriška,41,,
10,SPRAVODLIVOSŤ,,1,Vladimír,Chlebo,329,,
10,SPRAVODLIVOSŤ,,2,Soňa,Gosťová,214,,
10,SPRAVODLIVOSŤ,,3,Miroslava,Šuttová,115,,
10,SPRAVODLIVOSŤ,,4,Jaroslav,Moravčík,188,,
10,SPRAVODLIVOSŤ,,5,Jozef,Ivančík,87,,
10,SPRAVODLIVOSŤ,,6,Miroslav,Boldiš,61,,
10,SPRAVODLIVOSŤ,,7,Silvester,Húska,64,,
10,SPRAVODLIVOSŤ,,8,Ladislav,Kozmon,55,,
10,SPRAVODLIVOSŤ,,9,Zuzana,Šóšiková,112,,
10,SPRAVODLIVOSŤ,,10,Monika,Albertiová,111,,
10,SPRAVODLIVOSŤ,,11,Anna,Gombošová,53,,
10,SPRAVODLIVOSŤ,,12,Roman,Blanár,47,,
10,SPRAVODLIVOSŤ,,13,Rita,Wagnerová,40,,
10,SPRAVODLIVOSŤ,,14,Peter,Tőkőly,45,,
10,SPRAVODLIVOSŤ,,15,Michal,Madro,66,,
10,SPRAVODLIVOSŤ,,16,Kristína,Kupková,119,,
10,SPRAVODLIVOSŤ,,17,Marko,Flóra,63,,
10,SPRAVODLIVOSŤ,,18,Janka Esther,Luknár,75,,
10,SPRAVODLIVOSŤ,,19,Jozef,Vašina,73,,
10,SPRAVODLIVOSŤ,,20,Patrik,Fekete,54,,
10,SPRAVODLIVOSŤ,,21,Ľubomíra,Kubicová,53,,
10,SPRAVODLIVOSŤ,,22,Emil,Šúchal,38,,
10,SPRAVODLIVOSŤ,,23,Viktor,Matyi,66,,
10,SPRAVODLIVOSŤ,,24,Jiří,Kolda,44,,
10,SPRAVODLIVOSŤ,,25,Miroslava,Bumberová,72,,
10,SPRAVODLIVOSŤ,,26,Štefan,Laský,61,,
10,SPRAVODLIVOSŤ,,27,Stanislav,Vinc,74,,
11,Slovenské Hnutie Obrody,,1,Róbert,Švec,696,,
11,Slovenské Hnutie Obrody,,2,Štefan,Polačik,260,,
11,Slovenské Hnutie Obrody,,3,Alžbeta,Szénásiová,127,,
11,Slovenské Hnutie Obrody,,4,Pavol,Poprocký,224,,
11,Slovenské Hnutie Obrody,,5,Jaroslav,Ščurka,148,,
11,Slovenské Hnutie Obrody,,6,Svetana,Angelová,79,,
11,Slovenské Hnutie Obrody,,7,Daniela,Fratričová,94,,
11,Slovenské Hnutie Obrody,,8,Alexander,Székely,82,,
11,Slovenské Hnutie Obrody,,9,Tibor,Šovčík,48,,
11,Slovenské Hnutie Obrody,,10,Dušan,Fratrič,52,,
11,Slovenské Hnutie Obrody,,11,Michal,Kovalčík,64,,
11,Slovenské Hnutie Obrody,,12,Marián,Chudý,46,,
11,Slovenské Hnutie Obrody,,13,Danka,Tichomírová,33,,
11,Slovenské Hnutie Obrody,,14,Marek,Čižmár,44,,
11,Slovenské Hnutie Obrody,,15,Alexander,Kakoš,19,,
11,Slovenské Hnutie Obrody,,16,Bronislava,Minjariková,19,,
11,Slovenské Hnutie Obrody,,17,Ladislav,Maras,42,,
11,Slovenské Hnutie Obrody,,18,Emília,Šovčíková,26,,
11,Slovenské Hnutie Obrody,,19,Tatiana,Minjariková,15,,
11,Slovenské Hnutie Obrody,,20,Jozef,Meluš,34,,
11,Slovenské Hnutie Obrody,,21,Štefan,Šipoš,25,,
11,Slovenské Hnutie Obrody,,22,Eva,Banyiová,14,,
11,Slovenské Hnutie Obrody,,23,Karol,Puk,55,,
11,Slovenské Hnutie Obrody,,24,Mikuláš,Michalčík,41,,
11,Slovenské Hnutie Obrody,,25,Ivana,Horváthová,55,,
11,Slovenské Hnutie Obrody,,26,Ján,Michalík,27,,
11,Slovenské Hnutie Obrody,,27,Jozef,Pištek,20,,
11,Slovenské Hnutie Obrody,,28,Michal,Kozák,38,,
11,Slovenské Hnutie Obrody,,29,Erik,Sahul,23,,
11,Slovenské Hnutie Obrody,,30,Samuel Ľudovít,Škvarka,25,,
11,Slovenské Hnutie Obrody,,31,Igor,Panák,27,,
11,Slovenské Hnutie Obrody,,32,Marcel,Polačik,29,,
11,Slovenské Hnutie Obrody,,33,Martin,Hrobárik,24,,
11,Slovenské Hnutie Obrody,,34,Ľubomír,Gierat,17,,
11,Slovenské Hnutie Obrody,,35,Jozef,Juško,34,,
11,Slovenské Hnutie Obrody,,36,Jana,Kubisová,25,,
11,Slovenské Hnutie Obrody,,37,Milan,Čistoň,22,,
11,Slovenské Hnutie Obrody,,38,Miroslav,Schulz,13,,
11,Slovenské Hnutie Obrody,,39,Jozef,Čaprnka,6,,
11,Slovenské Hnutie Obrody,,40,Beáta,Fáberová,17,,
11,Slovenské Hnutie Obrody,,41,Štefan,Gorecký,17,,
11,Slovenské Hnutie Obrody,,42,Stanislava,Šišková,21,,
11,Slovenské Hnutie Obrody,,43,Ernest,Jakubička,14,,
11,Slovenské Hnutie Obrody,,44,Daniela,Bérešová,55,,
11,Slovenské Hnutie Obrody,,45,Vladimír,Patráš,58,,
12,Sloboda a Solidarita,1.0,1,Richard,Sulík,82048,43.72,zvolený
12,Sloboda a Solidarita,2.0,4,Mária,Kolíková,53087,28.29,zvolený
12,Sloboda a Solidarita,3.0,2,Branislav,Gröhling,48660,25.93,zvolený
12,Sloboda a Solidarita,4.0,5,Vladimíra,Marcinková,46095,24.56,zvolený
12,Sloboda a Solidarita,5.0,3,Jana,Bittó Cigániková,39790,21.2,zvolený
12,Sloboda a Solidarita,6.0,6,Marián,Viskupič,24785,13.2,zvolený
12,Sloboda a Solidarita,7.0,15,Ondrej,Dostál,17703,9.43,zvolený
12,Sloboda a Solidarita,8.0,150,Alojz,Hlina,17402,9.27,zvolený
12,Sloboda a Solidarita,9.0,16,Vladimír,Ledecký,16300,8.68,zvolený
12,Sloboda a Solidarita,10.0,8,Juraj,Droba,13482,7.18,zvolený
12,Sloboda a Solidarita,11.0,45,Tomáš,Szalay,12811,6.82,zvolený
12,Sloboda a Solidarita,12.0,7,Juraj,Krúpa,10108,5.38,náhradník
12,Sloboda a Solidarita,13.0,9,Karol,Galek,6557,3.49,náhradník
12,Sloboda a Solidarita,14.0,30,Jana,Kiššová,5844,3.11,náhradník
12,Sloboda a Solidarita,15.0,11,Peter,Cmorej,5679,3.02,náhradník
12,Sloboda a Solidarita,16.0,10,Ján,Oravec,5608,2.98,náhradník
12,Sloboda a Solidarita,17.0,12,Jarmila,Halgašová,3158,1.68,náhradník
12,Sloboda a Solidarita,18.0,13,Anna,Zemanová,4620,2.46,náhradník
12,Sloboda a Solidarita,19.0,14,René,Parák,814,0.43,náhradník
12,Sloboda a Solidarita,20.0,17,Ladislav,Matejka,2038,1.08,náhradník
12,Sloboda a Solidarita,21.0,18,Ján,Rudolf,1460,0.77,náhradník
12,Sloboda a Solidarita,22.0,19,Roman,Foltin,780,0.41,náhradník
12,Sloboda a Solidarita,23.0,20,Radovan,Kazda,2867,1.52,náhradník
12,Sloboda a Solidarita,24.0,21,Ivan,Bilohuščin,1101,0.58,náhradník
12,Sloboda a Solidarita,25.0,22,Alojz,Baránik,2034,1.08,náhradník
12,Sloboda a Solidarita,26.0,23,Miroslav,Žiak,3628,1.93,náhradník
12,Sloboda a Solidarita,27.0,24,Ľudovít,Paulis,3097,1.65,náhradník
12,Sloboda a Solidarita,28.0,25,Ladislav,Kuna,3433,1.82,náhradník
12,Sloboda a Solidarita,29.0,26,Radovan,Sloboda,1500,0.79,náhradník
12,Sloboda a Solidarita,30.0,27,Jozef,Kanuščák,936,0.49,náhradník
12,Sloboda a Solidarita,31.0,28,Michal,Uherčík,1350,0.71,náhradník
12,Sloboda a Solidarita,32.0,29,Peter,Čech,1741,0.92,náhradník
12,Sloboda a Solidarita,33.0,31,Ábel,Ravasz,2106,1.12,náhradník
12,Sloboda a Solidarita,34.0,32,Martin,Mlýnek,1331,0.7,náhradník
12,Sloboda a Solidarita,35.0,33,Iveta,Pospíšilová,2135,1.13,náhradník
12,Sloboda a Solidarita,36.0,34,Milan,Piršč,661,0.35,náhradník
12,Sloboda a Solidarita,37.0,35,Radovan,Geci,799,0.42,náhradník
12,Sloboda a Solidarita,38.0,36,Miroslav,Dráb,898,0.47,náhradník
12,Sloboda a Solidarita,39.0,37,Peter,Jurčo,1027,0.54,náhradník
12,Sloboda a Solidarita,40.0,38,Juraj,Jevin,472,0.25,náhradník
12,Sloboda a Solidarita,41.0,39,Vladimír,Halaj,421,0.22,náhradník
12,Sloboda a Solidarita,42.0,40,Ján,Luterán,973,0.51,náhradník
12,Sloboda a Solidarita,43.0,41,Peter,Osuský,4321,2.3,náhradník
12,Sloboda a Solidarita,44.0,42,Ľudovít,Beťko,784,0.41,náhradník
12,Sloboda a Solidarita,45.0,43,Marek,Juro,413,0.22,náhradník
12,Sloboda a Solidarita,46.0,44,Svetlana,Síthová,2864,1.52,náhradník
12,Sloboda a Solidarita,47.0,46,Slavomír,Božoň,772,0.41,náhradník
12,Sloboda a Solidarita,48.0,47,Miloš,Domorák,201,0.1,náhradník
12,Sloboda a Solidarita,49.0,48,Tomáš,Urminský,462,0.24,náhradník
12,Sloboda a Solidarita,50.0,49,Marcel,Vrchota,1106,0.58,náhradník
12,Sloboda a Solidarita,51.0,50,Polat,Elalmis,389,0.2,náhradník
12,Sloboda a Solidarita,52.0,51,Soňa,Tchirová,967,0.51,náhradník
12,Sloboda a Solidarita,53.0,52,Rudolf,Drexler,798,0.42,náhradník
12,Sloboda a Solidarita,54.0,53,Pavol,Kalman,500,0.26,náhradník
12,Sloboda a Solidarita,55.0,54,Ľudmila,Smreková,777,0.41,náhradník
12,Sloboda a Solidarita,56.0,55,Ivan,Holko,472,0.25,náhradník
12,Sloboda a Solidarita,57.0,56,Ivan,Debnár,329,0.17,náhradník
12,Sloboda a Solidarita,58.0,57,Ondrej,Gömöry,311,0.16,náhradník
12,Sloboda a Solidarita,59.0,58,Boris,Kačáni,263,0.14,náhradník
12,Sloboda a Solidarita,60.0,59,Juraj,Lenhardt,332,0.17,náhradník
12,Sloboda a Solidarita,61.0,60,Ľuboš,Sopoliga,454,0.24,náhradník
12,Sloboda a Solidarita,62.0,61,Mikuláš,Prokop,589,0.31,náhradník
12,Sloboda a Solidarita,63.0,62,Lukáš,Čelinák,663,0.35,náhradník
12,Sloboda a Solidarita,64.0,63,Jana,Somorovská,805,0.42,náhradník
12,Sloboda a Solidarita,65.0,64,Andrej,Buday,407,0.21,náhradník
12,Sloboda a Solidarita,66.0,65,Branislav,Bukviar,358,0.19,náhradník
12,Sloboda a Solidarita,67.0,66,Michal,Rakús,215,0.11,náhradník
12,Sloboda a Solidarita,68.0,67,Marta,Klačanová,354,0.18,náhradník
12,Sloboda a Solidarita,69.0,68,Stanislav,Vančo,272,0.14,náhradník
12,Sloboda a Solidarita,70.0,69,Michal,Kováč,293,0.15,náhradník
12,Sloboda a Solidarita,71.0,70,Juraj,Jánošík,896,0.47,náhradník
12,Sloboda a Solidarita,72.0,71,Štefan,Duffek,499,0.26,náhradník
12,Sloboda a Solidarita,73.0,72,Peter,Ševčík,258,0.13,náhradník
12,Sloboda a Solidarita,74.0,73,Róbert,Tánczos,91,0.04,náhradník
12,Sloboda a Solidarita,75.0,74,Martin,Práznovský,132,0.07,náhradník
12,Sloboda a Solidarita,76.0,75,Michal,Božek,171,0.09,náhradník
12,Sloboda a Solidarita,77.0,76,Igor,Prieložný,91,0.04,náhradník
12,Sloboda a Solidarita,78.0,77,Nikolas,Žáčik,208,0.11,náhradník
12,Sloboda a Solidarita,79.0,78,Simona,Čerevková,670,0.35,náhradník
12,Sloboda a Solidarita,80.0,79,Dušan,Rusňák,190,0.1,náhradník
12,Sloboda a Solidarita,81.0,80,Ľuboslav,Farkaš,402,0.21,náhradník
12,Sloboda a Solidarita,82.0,81,Martina,Lopatková,172,0.09,náhradník
12,Sloboda a Solidarita,83.0,82,Martin,Pilnik,183,0.09,náhradník
12,Sloboda a Solidarita,84.0,83,Martin,Masár,236,0.12,náhradník
12,Sloboda a Solidarita,85.0,84,Jana,Mroščáková,212,0.11,náhradník
12,Sloboda a Solidarita,86.0,85,Samuel,Fujak,348,0.18,náhradník
12,Sloboda a Solidarita,87.0,86,Martin,Barto,397,0.21,náhradník
12,Sloboda a Solidarita,88.0,87,Anton,Matulčík,370,0.19,náhradník
12,Sloboda a Solidarita,89.0,88,Marcela,Zvrškovcová,410,0.21,náhradník
12,Sloboda a Solidarita,90.0,89,Sylvia,Jánosdeák,154,0.08,náhradník
12,Sloboda a Solidarita,91.0,90,Peter,Zajac,199,0.1,náhradník
12,Sloboda a Solidarita,92.0,91,Lukáš,Bonko,125,0.06,náhradník
